,State,Year,CO2 Emissions (Million Metric Tons),Sector Name
2369,IA,1998,34.481445,Electric Power carbon dioxide emissions
2370,IA,1997,3.890327,Commercial carbon dioxide emissions
2371,IA,1997,74.25301,Total carbon dioxide emissions from all sectors
2372,IA,1997,18.471577,Transportation carbon dioxide emissions
2373,IA,1997,6.05105,Residential carbon dioxide emissions
2374,IA,1997,15.319486,Industrial carbon dioxide emissions
2375,IA,1997,30.52057,Electric Power carbon dioxide emissions
2376,IA,1996,3.778393,Commercial carbon dioxide emissions
2377,IA,1996,74.818852,Total carbon dioxide emissions from all sectors
2378,IA,1996,18.958263,Transportation carbon dioxide emissions
2379,IA,1996,6.469782,Residential carbon dioxide emissions
2380,IA,1996,15.670272,Industrial carbon dioxide emissions
2381,IA,1996,29.942142,Electric Power carbon dioxide emissions
2382,IA,1995,15.17898,Industrial carbon dioxide emissions
2383,IA,1995,5.772009,Residential carbon dioxide emissions
2384,IA,1995,17.682571,Transportation carbon dioxide emissions
2385,IA,1995,71.803924,Total carbon dioxide emissions from all sectors
2386,IA,1995,3.18386,Commercial carbon dioxide emissions
2387,IA,1995,29.986504,Electric Power carbon dioxide emissions
2388,IA,1994,68.418856,Total carbon dioxide emissions from all sectors
2389,IA,1994,2.936111,Commercial carbon dioxide emissions
2390,IA,1994,16.999529,Transportation carbon dioxide emissions
2391,IA,1994,5.588994,Residential carbon dioxide emissions
2392,IA,1994,14.831733,Industrial carbon dioxide emissions
2393,IA,1994,28.062489,Electric Power carbon dioxide emissions
2394,IA,1993,3.330254,Commercial carbon dioxide emissions
2395,IA,1993,67.295391,Total carbon dioxide emissions from all sectors
2396,IA,1993,16.04506,Transportation carbon dioxide emissions
2397,IA,1993,5.844097,Residential carbon dioxide emissions
2398,IA,1993,14.052397,Industrial carbon dioxide emissions
2399,IA,1993,28.023584,Electric Power carbon dioxide emissions
2400,IA,1992,64.00118,Total carbon dioxide emissions from all sectors
2401,IA,1992,3.146346,Commercial carbon dioxide emissions
2402,IA,1992,15.466131,Transportation carbon dioxide emissions
2403,IA,1992,26.378132,Electric Power carbon dioxide emissions
2404,IA,1992,13.790265,Industrial carbon dioxide emissions
2405,IA,1992,5.220306,Residential carbon dioxide emissions
2406,IA,1991,3.528008,Commercial carbon dioxide emissions
2407,IA,1991,65.577762,Total carbon dioxide emissions from all sectors
2408,IA,1991,15.656851,Transportation carbon dioxide emissions
2409,IA,1991,5.554783,Residential carbon dioxide emissions
2410,IA,1991,13.449389,Industrial carbon dioxide emissions
2411,IA,1991,27.388729,Electric Power carbon dioxide emissions
2412,IA,1990,3.206897,Commercial carbon dioxide emissions
2413,IA,1990,26.524328,Electric Power carbon dioxide emissions
2414,IA,1990,16.226317,Transportation carbon dioxide emissions
2415,IA,1990,5.033606,Residential carbon dioxide emissions
2416,IA,1990,12.50528,Industrial carbon dioxide emissions
2417,IA,1990,63.496428,Total carbon dioxide emissions from all sectors
2418,ID,2020,1.57297,Commercial carbon dioxide emissions
2419,ID,2020,19.359118,Total carbon dioxide emissions from all sectors
2420,ID,2020,1.641691,Electric Power carbon dioxide emissions
2421,ID,2020,1.974561,Residential carbon dioxide emissions
2422,ID,2020,3.391818,Industrial carbon dioxide emissions
2423,ID,2020,10.778078,Transportation carbon dioxide emissions
2424,ID,2019,1.584107,Commercial carbon dioxide emissions
2425,ID,2019,20.085917,Total carbon dioxide emissions from all sectors
2426,ID,2019,11.532067,Transportation carbon dioxide emissions
2427,ID,2019,2.048629,Residential carbon dioxide emissions
2428,ID,2019,3.227413,Industrial carbon dioxide emissions
2429,ID,2019,1.693702,Electric Power carbon dioxide emissions
2430,ID,2018,3.34257,Industrial carbon dioxide emissions
2431,ID,2018,1.793602,Residential carbon dioxide emissions
2432,ID,2018,11.188276,Transportation carbon dioxide emissions
2433,ID,2018,19.042761,Total carbon dioxide emissions from all sectors
2434,ID,2018,1.43641,Commercial carbon dioxide emissions
2435,ID,2018,1.281903,Electric Power carbon dioxide emissions
2436,ID,2017,1.446368,Commercial carbon dioxide emissions
2437,ID,2017,18.70279,Total carbon dioxide emissions from all sectors
2438,ID,2017,10.973924,Transportation carbon dioxide emissions
2439,ID,2017,1.906084,Residential carbon dioxide emissions
2440,ID,2017,3.247104,Industrial carbon dioxide emissions
2441,ID,2017,1.129311,Electric Power carbon dioxide emissions
2442,ID,2016,1.366361,Commercial carbon dioxide emissions
2443,ID,2016,18.341821,Total carbon dioxide emissions from all sectors
2444,ID,2016,10.834718,Transportation carbon dioxide emissions
2445,ID,2016,1.633129,Residential carbon dioxide emissions
2446,ID,2016,3.257085,Industrial carbon dioxide emissions
2447,ID,2016,1.250528,Electric Power carbon dioxide emissions
2448,ID,2015,3.257506,Industrial carbon dioxide emissions
2449,ID,2015,1.532794,Residential carbon dioxide emissions
2450,ID,2015,10.496681,Transportation carbon dioxide emissions
2451,ID,2015,18.035914,Total carbon dioxide emissions from all sectors
2452,ID,2015,1.263432,Commercial carbon dioxide emissions
2453,ID,2015,1.485501,Electric Power carbon dioxide emissions
2454,ID,2014,16.848913,Total carbon dioxide emissions from all sectors
2455,ID,2014,1.174525,Commercial carbon dioxide emissions
2456,ID,2014,9.582568,Transportation carbon dioxide emissions
2457,ID,2014,1.604191,Residential carbon dioxide emissions
2458,ID,2014,3.501058,Industrial carbon dioxide emissions
2459,ID,2014,0.986571,Electric Power carbon dioxide emissions
2460,ID,2013,1.253243,Commercial carbon dioxide emissions
2461,ID,2013,17.242001,Total carbon dioxide emissions from all sectors
2462,ID,2013,9.372569,Transportation carbon dioxide emissions
2463,ID,2013,1.849372,Residential carbon dioxide emissions
2464,ID,2013,3.434296,Industrial carbon dioxide emissions
2465,ID,2013,1.33252,Electric Power carbon dioxide emissions
2466,ID,2012,15.770104,Total carbon dioxide emissions from all sectors
2467,ID,2012,1.131737,Commercial carbon dioxide emissions
2468,ID,2012,9.108224,Transportation carbon dioxide emissions
2469,ID,2012,0.730113,Electric Power carbon dioxide emissions
2470,ID,2012,3.248335,Industrial carbon dioxide emissions
2471,ID,2012,1.551694,Residential carbon dioxide emissions
2472,ID,2011,1.174902,Commercial carbon dioxide emissions
2473,ID,2011,15.958328,Total carbon dioxide emissions from all sectors
2474,ID,2011,9.073222,Transportation carbon dioxide emissions
2475,ID,2011,1.770121,Residential carbon dioxide emissions
2476,ID,2011,3.494524,Industrial carbon dioxide emissions
2477,ID,2011,0.445559,Electric Power carbon dioxide emissions
2478,ID,2010,1.07175,Commercial carbon dioxide emissions
2479,ID,2010,16.256916,Total carbon dioxide emissions from all sectors
2480,ID,2010,3.393002,Industrial carbon dioxide emissions
2481,ID,2010,1.61471,Residential carbon dioxide emissions
2482,ID,2010,9.509306,Transportation carbon dioxide emissions
2483,ID,2010,0.668148,Electric Power carbon dioxide emissions
2484,ID,2009,3.221056,Industrial carbon dioxide emissions
2485,ID,2009,1.717171,Residential carbon dioxide emissions
2486,ID,2009,8.510158,Transportation carbon dioxide emissions
2487,ID,2009,15.17123,Total carbon dioxide emissions from all sectors
2488,ID,2009,1.04616,Commercial carbon dioxide emissions
2489,ID,2009,0.676685,Electric Power carbon dioxide emissions
2490,ID,2008,3.276163,Industrial carbon dioxide emissions
2491,ID,2008,1.825658,Residential carbon dioxide emissions
2492,ID,2008,8.606913,Transportation carbon dioxide emissions
2493,ID,2008,15.503418,Total carbon dioxide emissions from all sectors
2494,ID,2008,1.119612,Commercial carbon dioxide emissions
2495,ID,2008,0.675072,Electric Power carbon dioxide emissions
2496,ID,2007,1.06341,Commercial carbon dioxide emissions
2497,ID,2007,16.308399,Total carbon dioxide emissions from all sectors
2498,ID,2007,9.520765,Transportation carbon dioxide emissions
2499,ID,2007,1.599698,Residential carbon dioxide emissions
2500,ID,2007,3.445001,Industrial carbon dioxide emissions
2501,ID,2007,0.679526,Electric Power carbon dioxide emissions
2502,ID,2006,0.997883,Commercial carbon dioxide emissions
2503,ID,2006,15.834425,Total carbon dioxide emissions from all sectors
2504,ID,2006,9.262343,Transportation carbon dioxide emissions
2505,ID,2006,1.626723,Residential carbon dioxide emissions
2506,ID,2006,3.424073,Industrial carbon dioxide emissions
2507,ID,2006,0.523403,Electric Power carbon dioxide emissions
2508,ID,2005,0.999511,Commercial carbon dioxide emissions
2509,ID,2005,15.791548,Total carbon dioxide emissions from all sectors
2510,ID,2005,8.667746,Transportation carbon dioxide emissions
2511,ID,2005,1.555434,Residential carbon dioxide emissions
2512,ID,2005,3.950273,Industrial carbon dioxide emissions
2513,ID,2005,0.618584,Electric Power carbon dioxide emissions
2514,ID,2004,15.684919,Total carbon dioxide emissions from all sectors
2515,ID,2004,0.981753,Commercial carbon dioxide emissions
2516,ID,2004,8.695181,Transportation carbon dioxide emissions
2517,ID,2004,1.566991,Residential carbon dioxide emissions
2518,ID,2004,3.792037,Industrial carbon dioxide emissions
2519,ID,2004,0.648958,Electric Power carbon dioxide emissions
2520,ID,2003,0.871068,Commercial carbon dioxide emissions
2521,ID,2003,14.488023,Total carbon dioxide emissions from all sectors
2522,ID,2003,8.401998,Transportation carbon dioxide emissions
2523,ID,2003,1.312024,Residential carbon dioxide emissions
2524,ID,2003,3.392912,Industrial carbon dioxide emissions
2525,ID,2003,0.510021,Electric Power carbon dioxide emissions
2526,ID,2002,15.010672,Total carbon dioxide emissions from all sectors
2527,ID,2002,0.987738,Commercial carbon dioxide emissions
2528,ID,2002,8.740186,Transportation carbon dioxide emissions
2529,ID,2002,0.141311,Electric Power carbon dioxide emissions
2530,ID,2002,3.712596,Industrial carbon dioxide emissions
2531,ID,2002,1.42884,Residential carbon dioxide emissions
2532,ID,2001,1.037939,Commercial carbon dioxide emissions
2533,ID,2001,15.577205,Total carbon dioxide emissions from all sectors
2534,ID,2001,8.593356,Transportation carbon dioxide emissions
2535,ID,2001,1.444359,Residential carbon dioxide emissions
2536,ID,2001,3.92701,Industrial carbon dioxide emissions
2537,ID,2001,0.574542,Electric Power carbon dioxide emissions
2538,ID,2000,1.078821,Commercial carbon dioxide emissions
2539,ID,2000,15.692651,Total carbon dioxide emissions from all sectors
2540,ID,2000,4.150064,Industrial carbon dioxide emissions
2541,ID,2000,1.523394,Residential carbon dioxide emissions
2542,ID,2000,8.843613,Transportation carbon dioxide emissions
2543,ID,2000,0.096759,Electric Power carbon dioxide emissions
2544,ID,1999,1.084308,Commercial carbon dioxide emissions
2545,ID,1999,14.898208,Total carbon dioxide emissions from all sectors
2546,ID,1999,8.735652,Transportation carbon dioxide emissions
2547,ID,1999,1.357772,Residential carbon dioxide emissions
2548,ID,1999,3.62293,Industrial carbon dioxide emissions
2549,ID,1999,0.097546,Electric Power carbon dioxide emissions
2550,ID,1998,3.590499,Industrial carbon dioxide emissions
2551,ID,1998,1.094906,Residential carbon dioxide emissions
2552,ID,1998,8.278578,Transportation carbon dioxide emissions
2553,ID,1998,14.00569,Total carbon dioxide emissions from all sectors
2554,ID,1998,0.94495,Commercial carbon dioxide emissions
2555,ID,1998,0.096758,Electric Power carbon dioxide emissions
2556,ID,1997,0.882793,Commercial carbon dioxide emissions
2557,ID,1997,13.781665,Total carbon dioxide emissions from all sectors
2558,ID,1997,8.125845,Transportation carbon dioxide emissions
2559,ID,1997,1.118759,Residential carbon dioxide emissions
2560,ID,1997,3.55641,Industrial carbon dioxide emissions
2561,ID,1997,0.097857,Electric Power carbon dioxide emissions
2562,ID,1996,0.97576,Commercial carbon dioxide emissions
2563,ID,1996,13.778388,Total carbon dioxide emissions from all sectors
2564,ID,1996,7.917013,Transportation carbon dioxide emissions
2565,ID,1996,1.089823,Residential carbon dioxide emissions
2566,ID,1996,3.785542,Industrial carbon dioxide emissions
2567,ID,1996,0.01025,Electric Power carbon dioxide emissions
2568,ID,1995,3.70952,Industrial carbon dioxide emissions
2569,ID,1995,0.994286,Residential carbon dioxide emissions
2570,ID,1995,7.767722,Transportation carbon dioxide emissions
2571,ID,1995,13.323111,Total carbon dioxide emissions from all sectors
2572,ID,1995,0.851287,Commercial carbon dioxide emissions
2573,ID,1995,0.000296,Electric Power carbon dioxide emissions
2574,ID,1994,12.535692,Total carbon dioxide emissions from all sectors
2575,ID,1994,0.830378,Commercial carbon dioxide emissions
2576,ID,1994,7.270382,Transportation carbon dioxide emissions
2577,ID,1994,0.943695,Residential carbon dioxide emissions
2578,ID,1994,3.491238,Industrial carbon dioxide emissions
2579,ID,1994,0.0,Electric Power carbon dioxide emissions
2580,ID,1993,0.844533,Commercial carbon dioxide emissions
2581,ID,1993,12.39466,Total carbon dioxide emissions from all sectors
2582,ID,1993,7.137381,Transportation carbon dioxide emissions
2583,ID,1993,1.010355,Residential carbon dioxide emissions
2584,ID,1993,3.402317,Industrial carbon dioxide emissions
2585,ID,1993,7.4e-05,Electric Power carbon dioxide emissions
2586,ID,1992,11.278722,Total carbon dioxide emissions from all sectors
2587,ID,1992,0.872124,Commercial carbon dioxide emissions
2588,ID,1992,6.312587,Transportation carbon dioxide emissions
2589,ID,1992,0.000444,Electric Power carbon dioxide emissions
2590,ID,1992,3.281311,Industrial carbon dioxide emissions
2591,ID,1992,0.812256,Residential carbon dioxide emissions
2592,ID,1991,0.955073,Commercial carbon dioxide emissions
2593,ID,1991,11.985971,Total carbon dioxide emissions from all sectors
2594,ID,1991,6.181088,Transportation carbon dioxide emissions
2595,ID,1991,0.908207,Residential carbon dioxide emissions
2596,ID,1991,3.941234,Industrial carbon dioxide emissions
2597,ID,1991,0.00037,Electric Power carbon dioxide emissions
2598,ID,1990,0.807203,Commercial carbon dioxide emissions
2599,ID,1990,0.000666,Electric Power carbon dioxide emissions
2600,ID,1990,6.320909,Transportation carbon dioxide emissions
2601,ID,1990,0.791804,Residential carbon dioxide emissions
2602,ID,1990,3.402626,Industrial carbon dioxide emissions
2603,ID,1990,11.323207,Total carbon dioxide emissions from all sectors
2604,IL,2020,13.707904,Commercial carbon dioxide emissions
2605,IL,2020,169.863706,Total carbon dioxide emissions from all sectors
2606,IL,2020,42.59573,Electric Power carbon dioxide emissions
2607,IL,2020,23.447416,Residential carbon dioxide emissions
2608,IL,2020,35.506919,Industrial carbon dioxide emissions
2609,IL,2020,54.605736,Transportation carbon dioxide emissions
2610,IL,2019,15.421323,Commercial carbon dioxide emissions
2611,IL,2019,203.43232,Total carbon dioxide emissions from all sectors
2612,IL,2019,67.797712,Transportation carbon dioxide emissions
2613,IL,2019,25.718569,Residential carbon dioxide emissions
2614,IL,2019,36.30611,Industrial carbon dioxide emissions
2615,IL,2019,58.188607,Electric Power carbon dioxide emissions
2616,IL,2018,35.768538,Industrial carbon dioxide emissions
2617,IL,2018,25.305713,Residential carbon dioxide emissions
2618,IL,2018,69.922772,Transportation carbon dioxide emissions
2619,IL,2018,213.100132,Total carbon dioxide emissions from all sectors
2620,IL,2018,15.006976,Commercial carbon dioxide emissions
2621,IL,2018,67.096133,Electric Power carbon dioxide emissions
2622,IL,2017,13.610926,Commercial carbon dioxide emissions
2623,IL,2017,205.974987,Total carbon dioxide emissions from all sectors
2624,IL,2017,69.822288,Transportation carbon dioxide emissions
2625,IL,2017,21.747539,Residential carbon dioxide emissions
2626,IL,2017,35.620548,Industrial carbon dioxide emissions
2627,IL,2017,65.173685,Electric Power carbon dioxide emissions
2628,IL,2016,13.407228,Commercial carbon dioxide emissions
2629,IL,2016,207.430559,Total carbon dioxide emissions from all sectors
2630,IL,2016,69.401213,Transportation carbon dioxide emissions
2631,IL,2016,22.310742,Residential carbon dioxide emissions
2632,IL,2016,35.15481,Industrial carbon dioxide emissions
2633,IL,2016,67.156565,Electric Power carbon dioxide emissions
2634,IL,2015,35.632973,Industrial carbon dioxide emissions
2635,IL,2015,23.091305,Residential carbon dioxide emissions
2636,IL,2015,69.53411,Transportation carbon dioxide emissions
2637,IL,2015,219.157681,Total carbon dioxide emissions from all sectors
2638,IL,2015,13.534797,Commercial carbon dioxide emissions
2639,IL,2015,77.364496,Electric Power carbon dioxide emissions
2640,IL,2014,236.731616,Total carbon dioxide emissions from all sectors
2641,IL,2014,14.418395,Commercial carbon dioxide emissions
2642,IL,2014,66.737709,Transportation carbon dioxide emissions
2643,IL,2014,27.354761,Residential carbon dioxide emissions
2644,IL,2014,39.405226,Industrial carbon dioxide emissions
2645,IL,2014,88.815524,Electric Power carbon dioxide emissions
2646,IL,2013,13.589517,Commercial carbon dioxide emissions
2647,IL,2013,233.62779,Total carbon dioxide emissions from all sectors
2648,IL,2013,64.985771,Transportation carbon dioxide emissions
2649,IL,2013,26.018436,Residential carbon dioxide emissions
2650,IL,2013,39.005036,Industrial carbon dioxide emissions
2651,IL,2013,90.029031,Electric Power carbon dioxide emissions
2652,IL,2012,219.016272,Total carbon dioxide emissions from all sectors
2653,IL,2012,11.015931,Commercial carbon dioxide emissions
2654,IL,2012,63.878288,Transportation carbon dioxide emissions
2655,IL,2012,86.339031,Electric Power carbon dioxide emissions
2656,IL,2012,37.236053,Industrial carbon dioxide emissions
2657,IL,2012,20.546971,Residential carbon dioxide emissions
2658,IL,2011,12.539724,Commercial carbon dioxide emissions
2659,IL,2011,232.082496,Total carbon dioxide emissions from all sectors
2660,IL,2011,66.282528,Transportation carbon dioxide emissions
2661,IL,2011,23.899521,Residential carbon dioxide emissions
2662,IL,2011,37.103161,Industrial carbon dioxide emissions
2663,IL,2011,92.257562,Electric Power carbon dioxide emissions
2664,IL,2010,11.629177,Commercial carbon dioxide emissions
2665,IL,2010,233.291311,Total carbon dioxide emissions from all sectors
2666,IL,2010,35.775446,Industrial carbon dioxide emissions
2667,IL,2010,23.947338,Residential carbon dioxide emissions
2668,IL,2010,66.809693,Transportation carbon dioxide emissions
2669,IL,2010,95.129657,Electric Power carbon dioxide emissions
2670,IL,2009,30.2755,Industrial carbon dioxide emissions
2671,IL,2009,25.287069,Residential carbon dioxide emissions
2672,IL,2009,67.034799,Transportation carbon dioxide emissions
2673,IL,2009,227.2244,Total carbon dioxide emissions from all sectors
2674,IL,2009,13.256874,Commercial carbon dioxide emissions
2675,IL,2009,91.370159,Electric Power carbon dioxide emissions
2676,IL,2008,35.926801,Industrial carbon dioxide emissions
2677,IL,2008,26.88022,Residential carbon dioxide emissions
2678,IL,2008,68.430796,Transportation carbon dioxide emissions
2679,IL,2008,242.253371,Total carbon dioxide emissions from all sectors
2680,IL,2008,13.244243,Commercial carbon dioxide emissions
2681,IL,2008,97.771311,Electric Power carbon dioxide emissions
2682,IL,2007,11.846746,Commercial carbon dioxide emissions
2683,IL,2007,243.95326,Total carbon dioxide emissions from all sectors
2684,IL,2007,72.824596,Transportation carbon dioxide emissions
2685,IL,2007,24.702971,Residential carbon dioxide emissions
2686,IL,2007,36.745027,Industrial carbon dioxide emissions
2687,IL,2007,97.833921,Electric Power carbon dioxide emissions
2688,IL,2006,11.610362,Commercial carbon dioxide emissions
2689,IL,2006,236.486034,Total carbon dioxide emissions from all sectors
2690,IL,2006,72.992318,Transportation carbon dioxide emissions
2691,IL,2006,22.712136,Residential carbon dioxide emissions
2692,IL,2006,36.326247,Industrial carbon dioxide emissions
2693,IL,2006,92.844971,Electric Power carbon dioxide emissions
2694,IL,2005,11.852777,Commercial carbon dioxide emissions
2695,IL,2005,244.448353,Total carbon dioxide emissions from all sectors
2696,IL,2005,76.63561,Transportation carbon dioxide emissions
2697,IL,2005,24.758424,Residential carbon dioxide emissions
2698,IL,2005,36.714745,Industrial carbon dioxide emissions
2699,IL,2005,94.486798,Electric Power carbon dioxide emissions
2700,IL,2004,237.797661,Total carbon dioxide emissions from all sectors
2701,IL,2004,12.232846,Commercial carbon dioxide emissions
2702,IL,2004,69.230384,Transportation carbon dioxide emissions
2703,IL,2004,25.111228,Residential carbon dioxide emissions
2704,IL,2004,36.050822,Industrial carbon dioxide emissions
2705,IL,2004,95.172381,Electric Power carbon dioxide emissions
2706,IL,2003,12.911568,Commercial carbon dioxide emissions
2707,IL,2003,231.41471,Total carbon dioxide emissions from all sectors
2708,IL,2003,66.003982,Transportation carbon dioxide emissions
2709,IL,2003,26.809546,Residential carbon dioxide emissions
2710,IL,2003,36.294949,Industrial carbon dioxide emissions
2711,IL,2003,89.394665,Electric Power carbon dioxide emissions
2712,IL,2002,227.443696,Total carbon dioxide emissions from all sectors
2713,IL,2002,12.431007,Commercial carbon dioxide emissions
2714,IL,2002,62.456511,Transportation carbon dioxide emissions
2715,IL,2002,89.201492,Electric Power carbon dioxide emissions
2716,IL,2002,37.125387,Industrial carbon dioxide emissions
2717,IL,2002,26.229299,Residential carbon dioxide emissions
2718,IL,2001,11.782586,Commercial carbon dioxide emissions
2719,IL,2001,225.133079,Total carbon dioxide emissions from all sectors
2720,IL,2001,64.605844,Transportation carbon dioxide emissions
2721,IL,2001,24.33195,Residential carbon dioxide emissions
2722,IL,2001,37.846744,Industrial carbon dioxide emissions
2723,IL,2001,86.565954,Electric Power carbon dioxide emissions
2724,IL,2000,12.411977,Commercial carbon dioxide emissions
2725,IL,2000,234.921775,Total carbon dioxide emissions from all sectors
2726,IL,2000,41.938122,Industrial carbon dioxide emissions
2727,IL,2000,26.927931,Residential carbon dioxide emissions
2728,IL,2000,67.183582,Transportation carbon dioxide emissions
2729,IL,2000,86.460163,Electric Power carbon dioxide emissions
2730,IL,1999,11.579348,Commercial carbon dioxide emissions
2731,IL,1999,226.91723,Total carbon dioxide emissions from all sectors
2732,IL,1999,64.982045,Transportation carbon dioxide emissions
2733,IL,1999,26.184078,Residential carbon dioxide emissions
2734,IL,1999,44.111624,Industrial carbon dioxide emissions
2735,IL,1999,80.060135,Electric Power carbon dioxide emissions
2736,IL,1998,44.556303,Industrial carbon dioxide emissions
2737,IL,1998,23.569348,Residential carbon dioxide emissions
2738,IL,1998,58.824555,Transportation carbon dioxide emissions
2739,IL,1998,217.120172,Total carbon dioxide emissions from all sectors
2740,IL,1998,11.047378,Commercial carbon dioxide emissions
2741,IL,1998,79.12259,Electric Power carbon dioxide emissions
2742,IL,1997,12.918394,Commercial carbon dioxide emissions
2743,IL,1997,225.623678,Total carbon dioxide emissions from all sectors
2744,IL,1997,57.6873,Transportation carbon dioxide emissions
2745,IL,1997,28.6454,Residential carbon dioxide emissions
2746,IL,1997,46.227451,Industrial carbon dioxide emissions
2747,IL,1997,80.145133,Electric Power carbon dioxide emissions
2748,IL,1996,13.331041,Commercial carbon dioxide emissions
2749,IL,1996,222.242599,Total carbon dioxide emissions from all sectors
2750,IL,1996,57.349708,Transportation carbon dioxide emissions
2751,IL,1996,30.800567,Residential carbon dioxide emissions
2752,IL,1996,45.671643,Industrial carbon dioxide emissions
2753,IL,1996,75.08964,Electric Power carbon dioxide emissions
2754,IL,1995,44.21377,Industrial carbon dioxide emissions
2755,IL,1995,28.468532,Residential carbon dioxide emissions
2756,IL,1995,55.264094,Transportation carbon dioxide emissions
2757,IL,1995,207.875744,Total carbon dioxide emissions from all sectors
2758,IL,1995,12.521383,Commercial carbon dioxide emissions
2759,IL,1995,67.407965,Electric Power carbon dioxide emissions
2760,IL,1994,203.870369,Total carbon dioxide emissions from all sectors
2761,IL,1994,12.298848,Commercial carbon dioxide emissions
2762,IL,1994,53.700149,Transportation carbon dioxide emissions
2763,IL,1994,26.989477,Residential carbon dioxide emissions
2764,IL,1994,44.194211,Industrial carbon dioxide emissions
2765,IL,1994,66.687684,Electric Power carbon dioxide emissions
2766,IL,1993,12.57451,Commercial carbon dioxide emissions
2767,IL,1993,204.27286,Total carbon dioxide emissions from all sectors
2768,IL,1993,55.638811,Transportation carbon dioxide emissions
2769,IL,1993,28.210769,Residential carbon dioxide emissions
2770,IL,1993,43.528015,Industrial carbon dioxide emissions
2771,IL,1993,64.320755,Electric Power carbon dioxide emissions
2772,IL,1992,188.867962,Total carbon dioxide emissions from all sectors
2773,IL,1992,12.233645,Commercial carbon dioxide emissions
2774,IL,1992,52.709676,Transportation carbon dioxide emissions
2775,IL,1992,53.49427,Electric Power carbon dioxide emissions
2776,IL,1992,43.339671,Industrial carbon dioxide emissions
2777,IL,1992,27.0907,Residential carbon dioxide emissions
2778,IL,1991,11.993057,Commercial carbon dioxide emissions
2779,IL,1991,192.466017,Total carbon dioxide emissions from all sectors
2780,IL,1991,51.887718,Transportation carbon dioxide emissions
2781,IL,1991,26.80802,Residential carbon dioxide emissions
2782,IL,1991,43.003574,Industrial carbon dioxide emissions
2783,IL,1991,58.773648,Electric Power carbon dioxide emissions
2784,IL,1990,12.534409,Commercial carbon dioxide emissions
2785,IL,1990,57.725177,Electric Power carbon dioxide emissions
2786,IL,1990,54.123474,Transportation carbon dioxide emissions
2787,IL,1990,25.493613,Residential carbon dioxide emissions
2788,IL,1990,42.958843,Industrial carbon dioxide emissions
2789,IL,1990,192.835515,Total carbon dioxide emissions from all sectors
2790,IN,2020,5.554317,Commercial carbon dioxide emissions
2791,IN,2020,154.348035,Total carbon dioxide emissions from all sectors
2792,IN,2020,63.106683,Electric Power carbon dioxide emissions
2793,IN,2020,8.333736,Residential carbon dioxide emissions
2794,IN,2020,41.442976,Industrial carbon dioxide emissions
2795,IN,2020,35.910323,Transportation carbon dioxide emissions
2796,IN,2019,6.183545,Commercial carbon dioxide emissions
2797,IN,2019,176.107966,Total carbon dioxide emissions from all sectors
2798,IN,2019,39.055781,Transportation carbon dioxide emissions
2799,IN,2019,8.955276,Residential carbon dioxide emissions
2800,IN,2019,46.107877,Industrial carbon dioxide emissions
2801,IN,2019,75.805487,Electric Power carbon dioxide emissions
2802,IN,2018,44.858085,Industrial carbon dioxide emissions
2803,IN,2018,8.923481,Residential carbon dioxide emissions
2804,IN,2018,39.234925,Transportation carbon dioxide emissions
2805,IN,2018,189.216168,Total carbon dioxide emissions from all sectors
2806,IN,2018,5.962588,Commercial carbon dioxide emissions
2807,IN,2018,90.237089,Electric Power carbon dioxide emissions
2808,IN,2017,5.219828,Commercial carbon dioxide emissions
2809,IN,2017,175.890493,Total carbon dioxide emissions from all sectors
2810,IN,2017,39.878038,Transportation carbon dioxide emissions
2811,IN,2017,7.572619,Residential carbon dioxide emissions
2812,IN,2017,42.207109,Industrial carbon dioxide emissions
2813,IN,2017,81.012899,Electric Power carbon dioxide emissions
2814,IN,2016,5.244864,Commercial carbon dioxide emissions
2815,IN,2016,181.827568,Total carbon dioxide emissions from all sectors
2816,IN,2016,41.672436,Transportation carbon dioxide emissions
2817,IN,2016,7.637738,Residential carbon dioxide emissions
2818,IN,2016,42.740921,Industrial carbon dioxide emissions
2819,IN,2016,84.531608,Electric Power carbon dioxide emissions
2820,IN,2015,43.60532,Industrial carbon dioxide emissions
2821,IN,2015,8.039095,Residential carbon dioxide emissions
2822,IN,2015,41.906861,Transportation carbon dioxide emissions
2823,IN,2015,187.233514,Total carbon dioxide emissions from all sectors
2824,IN,2015,5.393331,Commercial carbon dioxide emissions
2825,IN,2015,88.288908,Electric Power carbon dioxide emissions
2826,IN,2014,205.77595,Total carbon dioxide emissions from all sectors
2827,IN,2014,5.919433,Commercial carbon dioxide emissions
2828,IN,2014,41.724444,Transportation carbon dioxide emissions
2829,IN,2014,9.447634,Residential carbon dioxide emissions
2830,IN,2014,44.287661,Industrial carbon dioxide emissions
2831,IN,2014,104.396778,Electric Power carbon dioxide emissions
2832,IN,2013,5.400583,Commercial carbon dioxide emissions
2833,IN,2013,200.059866,Total carbon dioxide emissions from all sectors
2834,IN,2013,40.828999,Transportation carbon dioxide emissions
2835,IN,2013,8.757206,Residential carbon dioxide emissions
2836,IN,2013,45.56295,Industrial carbon dioxide emissions
2837,IN,2013,99.510127,Electric Power carbon dioxide emissions
2838,IN,2012,195.439634,Total carbon dioxide emissions from all sectors
2839,IN,2012,4.639517,Commercial carbon dioxide emissions
2840,IN,2012,39.013318,Transportation carbon dioxide emissions
2841,IN,2012,99.87737,Electric Power carbon dioxide emissions
