,County,num_solar,num_gas,num_oil,num_hydro,num_wind,num_coal,num_biomass,num_storage,num_cogeneration,num_geothermal,num_petcoke,num_nuclear,num_other
338,"Oconee County, South Carolina",0,0,2,1,0,0,0,0,0,0,0,1,0
339,"Onslow County, North Carolina",3,0,0,0,0,0,0,0,0,0,0,0,0
340,"Sullivan County, New York",6,0,0,6,0,0,0,0,0,0,0,0,0
341,"Kenedy County, Texas",0,0,0,0,5,0,0,0,0,0,0,0,0
342,"Nash County, North Carolina",22,0,0,1,0,0,0,0,0,0,0,0,0
343,"Alamance County, North Carolina",7,0,0,1,0,0,0,0,0,0,0,0,0
344,"Humboldt County, California",0,1,0,1,0,0,0,0,0,0,0,0,0
345,"Frederick County, Maryland",6,0,0,0,0,0,0,0,0,0,0,0,0
346,"Clackamas County, Oregon",5,0,0,8,0,0,0,0,0,0,0,0,0
347,"Douglas County, Kansas",0,0,2,1,0,1,0,0,0,0,0,0,0
348,"Randolph County, Illinois",0,0,1,0,0,1,0,0,0,0,0,0,0
349,"Burleigh County, North Dakota",0,0,0,0,3,0,0,0,0,0,0,0,0
350,"Beaver County, Oklahoma",0,0,0,0,2,0,0,0,0,0,0,0,0
351,"Windham County, Vermont",2,0,0,5,0,0,0,0,0,0,0,0,0
352,"Yamhill County, Oregon",5,0,0,0,0,0,0,0,0,0,0,0,0
353,"Hillsborough County, Florida",5,1,0,0,0,1,1,0,1,0,0,0,0
354,"Real County, Texas",1,0,0,0,0,0,0,0,0,0,0,0,0
355,"Tuscaloosa County, Alabama",0,0,0,2,0,0,0,0,0,0,0,0,0
356,"Bannock County, Idaho",0,0,0,1,0,0,0,0,0,0,0,0,0
357,"Rio Blanco County, Colorado",1,0,0,1,0,0,0,0,0,0,0,0,0
358,"York County, Maine",0,0,0,7,0,0,0,0,0,0,0,0,0
359,"Campbell County, Wyoming",0,3,0,0,0,6,0,0,0,0,0,0,0
360,"Ada County, Idaho",2,0,0,5,0,0,0,0,0,0,0,0,0
361,"Brevard County, Florida",2,4,0,0,0,0,0,0,0,0,0,0,0
362,"Lyon County, Kentucky",0,0,0,1,0,0,0,0,0,0,0,0,0
363,"Oneida County, New York",8,2,0,4,0,0,0,0,0,0,0,0,0
364,"Nueces County, Texas",0,6,0,0,3,0,0,0,0,0,1,0,0
365,"Pasquotank County, North Carolina",3,0,0,0,0,0,0,0,0,0,0,0,0
366,"Barnstable County, Massachusetts",10,0,1,0,3,0,0,0,0,0,0,0,0
367,"Barnwell County, South Carolina",4,0,0,0,0,0,0,0,0,0,0,0,0
368,"Northeastern Connecticut COG, Connecticut",2,2,0,1,0,0,0,0,0,0,0,0,1
369,"Barron County, Wisconsin",1,1,1,0,0,0,0,0,0,0,0,0,0
370,"North Slope, Alaska",0,3,7,0,0,0,0,0,0,0,0,0,0
371,"Mobile County, Alabama",0,6,0,0,0,0,0,0,0,0,0,0,0
372,"Lee County, Alabama",0,2,0,2,0,0,0,0,0,0,0,0,0
373,"Jack County, Texas",0,1,0,0,3,0,0,0,0,0,0,0,0
374,"Orleans County, Vermont",2,0,0,2,1,0,0,0,0,0,0,0,0
375,"Worth County, Iowa",0,1,0,0,6,0,0,0,0,0,0,0,0
376,"Polk County, Florida",10,10,1,0,0,0,0,0,3,0,0,0,0
377,"Silver Bow County, Montana",0,1,0,0,0,0,0,0,0,0,0,0,0
378,"Otsego County, New York",1,0,1,1,0,0,0,0,0,0,0,0,0
379,"Bastrop County, Texas",0,3,0,0,0,0,0,0,0,0,0,0,0
380,"Genesee County, New York",5,2,0,0,0,0,0,0,0,0,0,0,0
381,"Panola County, Mississippi",0,1,0,0,0,0,0,0,0,0,0,0,0
382,"Bath County, Virginia",0,0,0,1,0,0,0,0,0,0,0,0,0
383,"Delaware County, Ohio",0,0,0,1,0,0,0,1,0,0,0,0,0
384,"Calhoun County, Michigan",0,3,0,0,0,0,0,0,0,0,0,0,0
385,"Bennington County, Vermont",2,0,0,0,2,0,0,0,0,0,0,0,0
386,"Boone County, Kentucky",0,0,0,0,0,1,0,0,0,0,0,0,0
387,"Warren County, Mississippi",0,2,0,0,0,0,1,0,0,0,0,0,0
388,"Beaufort County, North Carolina",10,0,0,0,0,0,0,0,1,0,0,0,0
389,"Bay County, Florida",0,1,0,0,0,0,0,0,0,0,0,0,0
390,"Ashland County, Wisconsin",0,1,0,1,0,0,0,0,0,0,0,0,0
391,"Emmet County, Michigan",0,0,0,0,1,0,0,0,0,0,0,0,0
392,"Kent County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
393,"Pinellas County, Florida",1,1,1,0,0,0,0,0,0,0,0,0,0
394,"Pamlico County, North Carolina",1,0,0,0,0,0,0,0,0,0,0,0,0
395,"Harris County, Texas",0,25,0,0,0,0,0,0,2,0,1,0,0
396,"Chambers County, Texas",0,2,0,0,0,0,0,0,0,0,0,0,0
397,"Northampton County, Virginia",1,0,1,0,0,0,0,0,0,0,0,0,0
398,"Ocean County, New Jersey",6,3,2,0,0,0,0,1,0,0,0,0,0
399,"Queen Anne's County, Maryland",6,0,0,0,0,0,0,0,0,0,0,0,0
400,"Shasta County, California",1,1,0,31,1,0,0,0,0,0,0,0,0
401,"Jackson County, North Carolina",0,0,0,5,0,0,0,0,0,0,0,0,0
402,"Deschutes County, Oregon",4,0,0,3,0,0,0,0,0,0,0,0,0
403,"Buckingham County, Virginia",1,1,0,0,0,0,0,0,0,0,0,0,0
404,"San Diego County, California",13,24,1,5,1,0,4,7,0,0,0,0,0
405,"Vance County, North Carolina",13,0,0,0,0,0,0,0,0,0,0,0,0
406,"Herkimer County, New York",0,0,0,8,1,0,0,0,0,0,0,0,0
407,"Tuolumne County, California",1,0,0,14,0,0,0,0,0,0,0,0,0
408,"Pender County, North Carolina",6,0,0,0,0,0,0,0,0,0,0,0,0
409,"Glasscock County, Texas",0,0,0,0,4,0,0,0,0,0,0,0,0
410,"Gage County, Nebraska",0,1,0,0,0,0,0,0,0,0,0,0,0
411,"Wayne County, Michigan",3,5,2,1,0,2,0,0,0,0,0,0,0
412,"Columbia County, Oregon",0,1,0,0,0,0,0,0,0,0,0,0,0
413,"Furnas County, Nebraska",0,1,1,0,0,0,0,0,0,0,0,0,0
414,"Fremont County, Wyoming",0,2,0,2,0,0,0,0,0,0,0,0,0
415,"Boone County, Iowa",0,0,1,0,2,0,0,0,0,0,0,0,0
416,"Carroll County, Arkansas",0,0,0,1,0,0,0,0,0,0,0,0,0
417,"Ketchikan Gateway, Alaska",0,0,1,5,0,0,0,0,0,0,0,0,0
418,"Charlevoix County, Michigan",0,0,1,0,0,0,0,0,0,0,0,0,0
419,"Waldo County, Maine",0,0,1,0,1,0,0,0,0,0,0,0,0
420,"Beaver County, Pennsylvania",1,0,0,2,0,0,0,0,0,0,0,1,0
421,"Northwest Hills COG, Connecticut",2,0,2,2,1,0,0,0,0,0,0,0,0
422,"Bedford County, Virginia",1,0,1,0,0,0,0,0,0,0,0,0,0
423,"Gratiot County, Michigan",0,0,1,0,4,0,0,0,0,0,0,0,0
424,"Jefferson County, New York",3,1,0,15,0,0,0,0,0,0,0,0,0
425,"Greenbrier County, West Virginia",0,0,0,0,1,0,0,1,0,0,0,0,0
426,"Will County, Illinois",2,8,0,1,0,1,0,1,0,0,0,1,0
427,"Bon Homme County, South Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
428,"Plumas County, California",0,0,0,9,0,0,0,0,0,0,0,0,0
429,"Addison County, Vermont",4,0,1,6,0,0,0,0,0,0,0,0,0
430,"Stokes County, North Carolina",1,0,0,0,0,1,0,0,0,0,0,0,0
431,"Lewis County, New York",0,1,0,19,2,0,0,0,0,0,0,0,0
432,"Horry County, South Carolina",2,0,1,0,0,0,0,0,0,0,0,0,0
433,"Accomack County, Virginia",1,0,6,0,0,0,0,0,0,0,0,0,0
434,"Saint Clair County, Michigan",1,4,0,0,0,2,0,0,0,0,0,0,0
435,"Jackson County, Alabama",0,0,1,0,0,0,0,0,0,0,0,0,0
436,"Republic County, Kansas",0,0,1,0,0,0,0,0,0,0,0,0,0
437,"Jackson County, West Virginia",0,0,0,1,0,0,0,0,0,0,0,0,0
438,"Jackson County, Iowa",0,2,2,1,0,0,0,0,0,0,0,0,0
439,"Marion County, Indiana",18,2,1,0,0,0,0,0,0,0,0,0,0
440,"Mitchell County, Kansas",0,0,1,0,0,0,0,0,0,0,0,0,0
441,"Pennington County, South Dakota",0,2,0,0,0,0,0,0,0,0,0,0,0
442,"Oswego County, New York",3,2,1,9,0,0,0,1,0,0,0,2,0
443,"Swift County, Minnesota",0,0,1,0,0,0,0,0,0,0,0,0,0
444,"Baker County, Oregon",0,0,0,1,6,0,0,0,0,0,0,0,0
445,"Freeborn County, Minnesota",1,0,0,0,1,0,0,0,0,0,0,0,0
446,"Benton County, Indiana",0,0,0,0,5,0,0,0,0,0,0,0,0
447,"Kennebec County, Maine",1,0,0,7,0,0,0,0,0,0,0,0,0
448,"Carver County, Minnesota",13,1,1,0,0,0,0,0,0,0,0,0,0
449,"Lander County, Nevada",0,0,0,0,0,0,0,0,0,3,0,0,0
450,"Bergen County, New Jersey",3,2,1,0,0,0,0,0,0,0,0,0,0
451,"Berkeley County, South Carolina",0,0,0,3,0,2,0,0,0,0,0,0,0
452,"Berkshire County, Massachusetts",17,1,3,2,4,0,0,0,0,0,0,0,0
453,"Worcester County, Maryland",2,0,1,0,0,0,0,0,0,0,0,0,0
454,"Washington County, Vermont",0,0,1,6,0,0,0,0,0,0,0,0,0
455,"Coos County, New Hampshire",0,0,1,5,2,0,0,0,0,0,0,0,0
456,"Green Lake County, Wisconsin",0,0,0,0,0,0,0,0,0,0,0,0,0
457,"Somerset County, New Jersey",14,3,0,0,0,0,0,0,0,0,0,0,0
458,"Caldwell County, North Carolina",1,0,1,1,0,0,0,0,0,0,0,0,0
459,"Berrien County, Michigan",1,0,0,3,0,0,0,0,0,0,0,1,0
460,"Warren County, New Jersey",9,1,1,1,0,0,0,1,0,0,0,0,0
461,"Iron County, Utah",15,0,0,0,0,0,0,0,0,0,0,0,0
462,"Goodhue County, Minnesota",10,1,1,0,0,0,0,0,0,0,0,1,0
463,"Castro County, Texas",0,0,0,0,3,0,0,0,0,0,0,0,0
464,"Northampton County, Pennsylvania",1,3,0,0,0,1,0,0,0,0,0,0,0
465,"Nassau County, New York",1,8,4,0,0,0,0,0,0,0,0,0,0
466,"Montgomery County, Tennessee",0,0,0,0,0,0,0,0,0,0,0,0,0
467,"Bibb County, Georgia",1,0,1,0,0,0,0,0,0,0,0,0,0
468,"Lyman County, South Dakota",0,0,0,1,0,0,0,0,0,0,0,0,0
469,"Faribault County, Minnesota",1,0,2,0,3,0,0,0,0,0,0,0,0
470,"Pointe Coupee Parish, Louisiana",0,2,0,0,0,1,0,0,0,0,0,0,0
471,"Marion County, Oregon",7,0,0,2,0,0,0,1,0,0,0,0,0
472,"Trinity County, California",0,0,0,5,0,0,0,0,0,0,0,0,0
473,"Rusk County, Wisconsin",1,0,0,4,0,0,0,0,0,0,0,0,0
474,"Flathead County, Montana",0,0,0,2,0,0,0,0,0,0,0,0,0
475,"Klickitat County, Washington",0,1,0,1,9,0,0,0,0,0,0,0,0
476,"Sherburne County, Minnesota",16,1,1,0,0,1,0,0,0,0,0,0,0
477,"Potter County, Pennsylvania",0,0,0,0,1,0,0,0,0,0,0,0,0
478,"Inyo County, California",2,0,0,9,0,0,0,0,0,3,0,0,0
479,"Dickinson County, Michigan",0,0,0,5,0,0,0,0,0,0,0,0,0
480,"Lawrence County, Kentucky",0,2,0,0,0,0,0,0,0,0,0,0,0
481,"Wayne County, West Virginia",0,2,0,0,0,0,0,0,0,0,0,0,0
482,"Gooding County, Idaho",0,0,0,8,0,0,1,0,0,0,0,0,0
483,"Lee County, Illinois",0,2,0,1,6,0,0,0,0,0,0,0,0
484,"Howard County, Texas",0,1,0,0,5,0,0,1,0,0,0,0,0
485,"Grant County, South Dakota",0,0,2,0,1,1,0,0,0,0,0,0,0
486,"Larimer County, Colorado",4,1,0,6,0,0,0,0,0,0,0,0,0
487,"Sweet Grass County, Montana",1,0,0,0,1,0,0,0,0,0,0,0,0
488,"Morrow County, Oregon",0,3,0,0,7,1,1,0,0,0,0,0,0
489,"Sherman County, Oregon",1,0,0,0,7,0,0,0,0,0,0,0,0
490,"Broome County, New York",2,1,0,0,0,0,0,0,0,0,0,0,0
491,"White County, Indiana",0,0,0,1,5,0,1,0,0,0,0,0,0
492,"Jackson County, Oregon",1,0,0,7,0,0,0,0,0,0,0,0,0
493,"Whitman County, Washington",0,1,1,0,1,0,0,0,0,0,0,0,0
494,"Taylor County, Iowa",0,0,1,0,1,0,0,0,0,0,0,0,0
495,"Clark County, Idaho",0,0,0,2,0,0,0,0,0,0,0,0,0
496,"King George County, Virginia",0,0,0,0,0,1,0,0,0,0,0,0,0
497,"Cheyenne County, Kansas",0,0,2,0,0,0,0,0,0,0,0,0,0
498,"Berks County, Pennsylvania",2,2,1,0,0,0,0,0,0,0,0,0,0
499,"Wood County, Wisconsin",0,2,0,3,0,1,1,0,0,0,0,0,1
500,"Henry County, Illinois",0,1,0,0,3,0,0,0,0,0,0,0,0
501,"Morton County, North Dakota",0,1,0,0,7,1,0,0,1,0,0,0,0
502,"Tehama County, California",0,1,0,3,1,0,0,0,0,0,0,0,0
503,"Gem County, Idaho",0,0,0,1,0,0,0,0,0,0,0,0,0
504,"King County, Washington",0,0,1,9,0,0,1,0,0,0,0,0,0
505,"Dakota County, Minnesota",15,2,5,2,1,0,0,0,0,0,0,0,0
506,"Cascade County, Montana",1,0,0,5,1,0,0,0,0,0,0,0,0
507,"Hutchinson County, Texas",0,3,0,0,2,0,0,0,0,0,0,0,0
508,"Mohave County, Arizona",6,3,0,1,1,0,0,0,0,0,0,0,0
509,"Wright County, Missouri",0,0,0,0,0,0,0,0,0,0,0,0,0
510,"Grundy County, Illinois",0,1,0,0,1,0,0,0,0,0,0,1,0
511,"LaSalle County, Illinois",1,0,1,1,2,0,0,1,0,0,0,1,0
512,"Providence County, Rhode Island",9,7,0,2,8,0,1,0,0,0,0,0,0
513,"Florence County, South Carolina",7,0,0,0,0,0,0,0,0,0,0,0,0
514,"Bladen County, North Carolina",13,0,1,0,0,0,0,0,0,0,0,0,0
515,"Garland County, Arkansas",0,0,0,2,0,0,0,0,0,0,0,0,0
516,"Morrison County, Minnesota",0,0,0,2,0,0,0,0,0,0,0,0,0
517,"Schoharie County, New York",1,0,0,1,0,0,0,0,0,0,0,0,0
518,"South County, Rhode Island",8,1,1,0,2,0,0,0,0,0,0,0,0
519,"Davis County, Iowa",1,1,0,0,0,0,0,0,0,0,0,0,0
520,"Steele County, Minnesota",6,2,1,0,1,0,0,0,0,0,0,0,0
521,"Washington County, Utah",1,3,2,1,0,0,0,0,1,0,0,0,0
522,"Tioga County, Pennsylvania",0,1,0,0,0,0,0,0,0,0,0,0,0
523,"Dane County, Wisconsin",0,7,3,0,1,0,2,0,0,0,0,0,0
524,"Comanche County, Oklahoma",0,1,0,0,2,0,0,0,0,0,0,0,0
525,"Bailey County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
526,"Van Wert County, Ohio",0,1,0,0,2,0,0,0,0,0,0,0,0
527,"Indian River County, Florida",2,1,0,0,0,0,0,0,0,0,0,0,0
528,"Scott County, Minnesota",6,2,0,0,0,0,0,0,0,0,0,0,0
529,"Sitka, Alaska",0,0,1,2,0,0,0,0,0,0,0,0,0
530,"Gunnison County, Colorado",0,0,0,1,0,0,0,0,0,0,0,0,0
531,"Beaver County, Utah",8,0,0,1,1,0,1,0,0,3,0,0,0
532,"Fannin County, Georgia",0,0,0,1,0,0,0,0,0,0,0,0,0
533,"Estill County, Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0
534,"Franklin County, Pennsylvania",1,3,0,0,0,0,0,0,0,0,0,0,0
535,"El Dorado County, California",1,1,0,10,0,0,0,0,0,0,0,0,0
536,"Fond du Lac County, Wisconsin",0,1,0,0,2,0,0,0,0,0,0,0,0
537,"Wilbarger County, Texas",0,0,0,0,4,1,0,1,0,0,0,0,0
538,"Hardeman County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
539,"Jackson County, Missouri",2,4,3,0,0,1,0,1,0,0,0,0,0
540,"Sterling County, Texas",1,0,0,0,3,0,0,0,0,0,0,0,0
541,"Prince George's County, Maryland",8,5,0,0,0,0,0,0,0,0,0,0,0
542,"Oldham County, Kentucky",0,1,0,0,0,0,0,0,0,0,0,0,0
543,"Gentry County, Missouri",0,1,0,0,1,0,0,0,0,0,0,0,0
544,"Cibola County, New Mexico",3,0,0,0,1,0,0,0,0,0,0,0,0
545,"Jay County, Indiana",0,1,0,0,1,0,0,0,0,0,0,0,0
546,"Klamath County, Oregon",10,2,0,4,0,0,0,0,0,0,0,0,0
547,"Archer County, Texas",0,0,0,0,2,0,0,0,0,0,0,0,0
548,"Koochiching County, Minnesota",0,0,0,1,0,0,1,0,0,0,0,0,0
549,"Warren County, North Carolina",7,0,0,0,0,0,0,0,0,0,0,0,0
550,"Orange County, Vermont",3,0,0,2,0,0,0,0,0,0,0,0,0
551,"Uintah County, Utah",0,0,0,0,0,1,0,0,0,0,0,0,0
552,"Finney County, Kansas",0,3,0,0,0,1,0,0,0,0,0,0,0
553,"Jones County, North Carolina",5,0,0,0,0,0,0,0,0,0,0,0,0
554,"Multnomah County, Oregon",1,0,0,2,0,0,0,0,0,0,0,0,0
555,"Pinal County, Arizona",8,5,0,0,0,0,0,0,0,0,0,0,0
556,"Payne County, Oklahoma",0,1,3,0,0,0,0,0,0,0,0,0,0
557,"Washington County, Tennessee",1,0,1,1,0,0,0,0,0,0,0,0,0
558,"Rolette County, North Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
559,"Jasper County, Indiana",2,2,0,0,0,1,1,0,0,0,0,0,0
560,"Bosque County, Texas",2,1,0,0,0,0,0,0,0,0,0,0,0
561,"Suffolk County, Massachusetts",2,4,2,0,1,0,0,0,0,0,0,0,0
562,"Lake County, California",0,0,0,2,0,0,0,0,0,4,0,0,0
563,"Garfield County, Utah",0,0,0,1,0,0,0,0,0,0,0,0,0
564,"Boulder County, Colorado",3,3,0,5,0,0,0,0,0,0,0,0,0
565,"Spokane County, Washington",0,2,0,4,0,0,0,0,0,0,0,0,0
566,"Chatham County, Georgia",1,1,1,0,0,0,2,0,0,0,0,0,0
567,"Pend Oreille County, Washington",0,0,0,2,0,0,0,0,0,0,0,0,0
568,"Davis County, Utah",1,2,0,0,0,0,0,0,0,0,0,0,0
569,"Austin County, Texas",2,0,0,0,0,0,0,0,0,0,0,0,0
570,"McMinn County, Tennessee",0,0,0,0,0,0,1,0,0,0,0,0,0
571,"Wood County, Ohio",1,3,0,0,1,0,0,0,0,0,0,0,0
572,"Nevada County, California",0,0,0,10,0,0,0,0,0,0,0,0,0
573,"Siskiyou County, California",0,0,0,5,0,0,0,0,0,0,0,0,0
574,"Laurens County, South Carolina",0,0,0,2,0,0,0,0,0,0,0,0,0
575,"Dinwiddie County, Virginia",0,0,1,0,0,0,0,0,0,0,0,0,0
576,"Churchill County, Nevada",1,0,0,2,0,0,0,0,0,9,0,0,0
577,"Hettinger County, North Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
578,"Stark County, North Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
579,"Crow Wing County, Minnesota",0,0,0,1,0,0,0,0,0,0,0,0,0
580,"Rapides Parish, Louisiana",0,1,0,0,0,0,0,0,0,0,1,0,0
581,"Lubbock County, Texas",0,4,0,0,2,0,0,0,0,0,0,0,0
582,"Chesterfield County, Virginia",1,1,0,1,0,1,0,0,0,0,0,0,0
583,"Naugatuck Valley COG, Connecticut",1,3,0,3,0,0,0,0,0,0,0,0,0
584,"Scurry County, Texas",0,1,0,0,7,0,0,0,0,0,0,0,0
585,"Clinton County, Illinois",0,0,2,0,0,0,0,0,0,0,0,0,0
586,"Chemung County, New York",4,0,0,0,0,0,0,0,0,0,0,0,0
587,"Genesee County, Michigan",0,0,0,0,0,0,0,0,0,0,0,0,0
588,"Nome, Alaska",0,0,9,0,0,0,0,0,0,0,0,0,0
589,"Monmouth County, New Jersey",16,0,0,0,0,0,0,0,0,0,0,0,0
590,"Gloucester County, New Jersey",8,4,0,0,0,1,0,0,0,0,0,0,0
591,"Greater Bridgeport COG, Connecticut",0,8,0,1,0,0,0,0,0,0,0,0,0
592,"Wise County, Texas",0,2,0,0,0,0,0,0,0,0,0,0,0
593,"Burke County, North Carolina",3,0,5,1,0,0,0,0,0,0,0,0,0
594,"Williams County, Ohio",1,1,4,0,0,0,1,0,0,0,0,0,0
595,"Grafton County, New Hampshire",0,0,2,4,1,0,0,0,0,0,0,0,0
596,"Box Elder County, Utah",0,0,0,2,0,0,0,0,0,0,0,0,0
597,"McLean County, Illinois",0,0,1,0,5,0,0,0,0,0,0,0,0
598,"Briscoe County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
599,"Moore County, Texas",0,0,0,0,6,0,0,0,0,0,0,0,0
600,"Bristol, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0
601,"Torrance County, New Mexico",2,0,0,0,2,0,0,0,0,0,0,0,0
602,"Schuylkill County, Pennsylvania",1,0,1,0,2,4,0,0,0,0,0,0,0
603,"Fulton County, New York",7,0,0,1,0,0,0,0,0,0,0,0,0
604,"Curry County, New Mexico",0,0,0,0,6,0,0,0,0,0,0,0,0
605,"Broadwater County, Montana",0,0,0,1,0,0,0,0,0,0,0,0,0
606,"McCurtain County, Oklahoma",0,0,0,1,0,0,1,0,0,0,0,0,0
607,"Fort Bend County, Texas",1,2,0,0,0,1,0,0,0,0,0,0,0
608,"Warren County, New York",1,0,0,3,0,0,0,0,0,0,0,0,0
609,"Poweshiek County, Iowa",0,0,2,0,3,0,0,0,0,0,0,0,0
610,"Richland County, Ohio",1,1,2,0,0,0,0,0,0,0,0,0,0
611,"Brown County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0
612,"Brown County, Illinois",0,0,0,0,1,0,0,0,0,0,0,0,0
613,"Washington County, Idaho",0,0,0,1,0,0,0,0,0,0,0,0,0
614,"Limestone County, Alabama",1,0,0,0,0,0,0,0,0,0,0,1,0
615,"Haywood County, Tennessee",2,2,0,0,0,0,0,0,0,0,0,0,0
616,"Willacy County, Texas",0,0,0,0,4,0,0,0,0,0,0,0,0
617,"Florence County, Wisconsin",0,0,0,2,0,0,0,0,0,0,0,0,0
618,"Brule County, South Dakota",0,0,0,0,2,0,0,0,0,0,0,0,0
619,"York County, Pennsylvania",1,2,1,1,0,2,0,0,0,0,0,1,0
620,"Glynn County, Georgia",1,0,1,0,0,0,1,0,0,0,0,0,0
621,"Brunswick County, Virginia",0,2,0,0,0,0,0,0,0,0,0,0,0
622,"Cumberland County, Maine",0,1,2,2,0,0,0,0,0,0,0,0,0
623,"Morgan County, Colorado",0,2,0,0,0,2,0,0,0,0,0,0,0
624,"Brazos County, Texas",0,3,0,0,0,0,0,0,0,0,0,0,0
625,"Presidio County, Texas",1,0,0,0,0,0,0,1,0,0,0,0,0
626,"Llano County, Texas",0,1,0,2,0,0,0,0,0,0,0,0,0
627,"Buchanan County, Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0
628,"Rowan County, North Carolina",11,2,1,0,0,0,0,0,0,0,0,0,0
629,"Carroll County, Virginia",0,0,0,2,0,0,0,0,0,0,0,0,0
630,"Taylor County, Florida",1,0,0,0,0,0,1,0,0,0,0,0,0
631,"Ellis County, Kansas",0,1,0,0,2,0,0,0,0,0,0,0,0
632,"Union County, Pennsylvania",0,1,0,0,0,0,0,0,0,0,0,0,0
633,"Hancock County, Maine",0,1,0,1,3,0,0,0,0,0,0,0,0
634,"Erath County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
635,"Amador County, California",0,0,0,4,0,0,0,0,0,0,0,0,0
636,"Harper County, Oklahoma",0,0,1,0,4,0,0,0,0,0,0,0,0
637,"Park County, Wyoming",0,1,0,5,0,0,0,0,0,0,0,0,0
638,"Mitchell County, Iowa",0,1,0,0,3,0,0,0,0,0,0,0,0
639,"Haskell County, Kansas",0,0,0,0,1,0,0,0,0,0,0,0,0
640,"Nolan County, Texas",0,0,0,0,10,0,0,0,0,0,0,0,0
641,"Taylor County, Texas",0,0,0,0,6,0,0,0,0,0,0,0,0
642,"Anderson County, Tennessee",0,0,0,1,2,1,0,0,0,0,0,0,0
643,"Brookings County, South Dakota",0,1,0,0,3,0,0,0,0,0,0,0,0
644,"Forsyth County, Georgia",0,0,0,1,0,0,0,0,0,0,0,0,0
645,"Borden County, Texas",0,0,0,0,4,0,0,0,0,0,0,0,0
646,"Baxter County, Arkansas",0,0,0,2,0,0,0,0,0,0,0,0,0
647,"Orangeburg County, South Carolina",3,4,1,0,0,0,0,0,0,0,0,0,0
648,"Western Connecticut COG, Connecticut",0,4,3,2,0,0,0,0,0,0,0,0,0
649,"Adams County, Indiana",0,1,0,0,0,0,0,0,0,0,0,0,0
650,"Cassia County, Idaho",0,0,0,0,3,0,0,0,0,1,0,0,0
651,"Osage County, Kansas",0,2,0,0,0,0,0,0,0,0,0,0,0
652,"Kit Carson County, Colorado",0,0,1,0,2,0,0,0,0,0,0,0,0
653,"Des Moines County, Iowa",0,0,0,0,0,1,0,0,0,0,0,0,0
654,"Coffey County, Kansas",0,1,2,0,1,0,0,0,0,0,0,1,0
655,"Ascension Parish, Louisiana",0,4,0,0,0,0,0,0,0,0,0,0,0
656,"Rabun County, Georgia",0,0,0,3,0,0,0,0,0,0,0,0,0
657,"Garfield County, Nebraska",0,0,1,0,0,0,0,0,0,0,0,0,0
658,"Las Animas County, Colorado",1,0,1,0,1,0,0,0,0,0,0,0,0
659,"Huerfano County, Colorado",0,0,0,0,3,0,0,0,0,0,0,0,0
660,"McDonough County, Illinois",0,0,1,0,0,0,0,0,0,0,0,0,0
661,"Bates County, Missouri",1,0,1,0,0,0,0,0,0,0,0,0,0
662,"Alachua County, Florida",2,3,0,0,0,1,0,0,0,0,0,0,0
663,"Dodge County, Wisconsin",0,0,1,0,2,0,0,0,0,0,0,0,0
664,"Taylor County, Georgia",5,0,0,0,0,0,0,0,0,0,0,0,0
665,"Cumberland County, North Carolina",13,1,0,0,0,0,0,0,0,0,0,0,0
666,"Umatilla County, Oregon",1,2,0,0,9,0,0,0,0,0,0,0,0
667,"Dare County, North Carolina",0,0,1,0,0,0,0,0,0,0,0,0,0
668,"Newberry County, South Carolina",0,0,0,1,0,0,0,0,0,0,0,0,0
669,"Jerome County, Idaho",0,0,0,10,0,0,1,0,0,0,0,0,0
670,"Owyhee County, Idaho",2,0,0,1,0,0,0,0,0,0,0,0,0
671,"Hall County, Nebraska",0,1,0,0,0,1,0,0,0,0,0,0,0
672,"Manistee County, Michigan",0,1,0,1,0,1,0,0,0,0,0,0,0
673,"San Luis Obispo County, California",7,2,0,0,0,0,0,0,0,0,0,1,0
674,"Cumberland County, Pennsylvania",2,0,3,0,0,0,0,0,0,0,0,0,0
675,"Wake County, North Carolina",7,2,0,0,0,0,0,0,0,0,0,1,0
676,"Westchester County, New York",2,1,10,0,0,0,0,0,0,0,0,2,0
677,"Marion, Indiana",0,1,0,0,0,0,0,0,0,0,0,0,0
678,"Adams County, Nebraska",1,2,0,0,1,1,0,0,0,0,0,0,0
679,"Essex County, New Jersey",5,6,0,0,0,0,0,1,0,0,0,0,0
680,"Imperial County, California",23,3,1,6,1,0,0,0,0,17,0,0,0
681,"Washington County, Maryland",6,0,0,0,0,0,0,1,0,0,0,0,0
682,"Yazoo County, Mississippi",0,2,0,0,0,0,0,0,0,0,0,0,0
683,"Cook County, Illinois",1,18,3,0,0,1,0,0,0,0,0,0,0
