,County,num_solar,num_gas,num_oil,num_hydro,num_wind,num_coal,num_biomass,num_storage,num_cogeneration,num_geothermal,num_petcoke,num_nuclear,num_other
684,"Saint Bernard Parish, Louisiana",0,1,0,0,0,0,0,0,1,0,0,0,1
685,"Montgomery County, Kansas",0,2,0,0,0,0,0,0,0,0,0,0,0
686,"Dorchester County, Maryland",2,0,1,0,0,0,0,0,0,0,0,0,0
687,"Ford County, Kansas",0,1,0,0,5,0,0,0,0,0,0,0,0
688,"Lower Connecticut River Valley COG, Connecticut",3,2,2,0,0,0,0,0,0,0,0,0,0
689,"Person County, North Carolina",6,0,0,0,0,2,0,0,0,0,0,0,0
690,"Charles County, Maryland",2,1,0,0,0,1,0,0,0,0,0,0,0
691,"Kankakee County, Illinois",0,1,0,1,1,0,0,0,0,0,0,0,0
692,"Broward County, Florida",1,2,0,0,0,0,0,0,0,0,0,0,0
693,"Ventura County, California",1,7,0,2,0,0,1,0,0,0,0,0,0
694,"Hartford, Connecticut",1,3,1,0,0,0,0,0,0,0,0,0,0
695,"Greene County, Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0
696,"Clear Creek County, Colorado",0,0,0,2,0,0,0,0,0,0,0,0,0
697,"Piti Municipality, Guam",0,0,3,0,0,0,0,0,0,0,0,0,0
698,"Concho County, Texas",0,0,0,0,1,0,0,0,0,0,0,0,0
699,"Wexford County, Michigan",0,0,0,1,0,0,0,0,0,0,0,0,0
700,"Lamoille County, Vermont",1,0,0,3,0,0,0,0,0,0,0,0,0
701,"Blount County, Tennessee",0,0,0,2,0,0,0,0,0,0,0,0,0
702,"Marinette County, Wisconsin",0,2,0,8,0,0,0,0,0,0,0,0,0
703,"Lowndes County, Mississippi",0,1,0,0,0,0,1,0,0,0,0,0,0
704,"Vermilion County, Illinois",0,1,0,0,2,0,0,0,0,0,0,0,0
705,"Callaway County, Missouri",0,1,0,0,0,0,0,0,0,0,0,1,0
706,"Marshall County, Kentucky",0,2,0,0,0,0,0,0,0,0,0,0,0
707,"Calvert County, Maryland",0,1,0,0,0,0,0,0,0,0,0,1,0
708,"Camden County, North Carolina",3,0,0,0,0,0,0,0,0,0,0,0,0
709,"Kershaw County, South Carolina",0,1,0,1,0,0,0,0,0,0,0,0,0
710,"Calhoun County, South Carolina",4,1,0,0,0,0,0,0,0,0,0,0,0
711,"Cameron County, Texas",0,1,0,0,2,0,0,0,0,0,0,0,0
712,"Johnson County, Indiana",1,0,1,0,0,0,0,1,0,0,0,0,0
713,"Stark County, Illinois",0,0,0,0,1,0,0,0,0,0,0,0,0
714,"Meriwether County, Georgia",3,0,0,0,0,0,0,0,0,0,0,0,0
715,"Campbell County, South Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
716,"Converse County, Wyoming",0,0,0,0,5,1,0,0,0,0,0,0,0
717,"Franklin County, Nebraska",0,1,1,0,0,0,0,0,0,0,0,0,0
718,"Canadian County, Oklahoma",0,1,1,0,2,0,0,0,0,0,0,0,0
719,"Essex County, Vermont",1,0,0,2,0,0,0,0,0,0,0,0,0
720,"Gosper County, Nebraska",0,1,0,2,0,0,0,0,0,0,0,0,0
721,"Oldham County, Texas",0,0,0,0,6,0,0,0,0,0,0,0,0
722,"Osceola County, Florida",1,3,0,0,0,0,0,0,0,0,0,0,0
723,"Jefferson County, Kentucky",0,3,0,1,0,1,0,0,0,0,0,0,0
724,"Elk County, Kansas",0,0,0,0,1,0,0,0,0,0,0,0,0
725,"Perry County, Indiana",1,0,0,1,0,0,0,0,0,0,0,0,0
726,"Haywood County, North Carolina",1,0,0,1,0,1,0,0,0,0,0,0,0
727,"Comal County, Texas",0,0,0,1,0,0,0,0,0,0,0,0,0
728,"Lewis and Clark County, Montana",2,0,0,3,0,0,0,0,0,0,0,0,0
729,"Quay County, New Mexico",1,0,1,0,3,0,0,0,0,0,0,0,0
730,"Lawrence County, Pennsylvania",0,1,0,0,0,0,0,0,0,0,0,0,0
731,"Jefferson County, Ohio",0,0,0,0,0,2,0,0,0,0,0,0,0
732,"Monroe County, Iowa",0,1,0,0,0,0,0,0,0,0,0,0,0
733,"Osceola County, Michigan",0,2,0,0,0,0,0,0,0,0,0,0,0
734,"Aroostook County, Maine",0,0,2,1,2,0,0,0,0,0,0,0,1
735,"Wabasha County, Minnesota",3,0,0,1,0,0,0,0,0,0,0,0,0
736,"Woodruff County, Arkansas",0,1,0,0,0,0,0,0,0,0,0,0,0
737,"Rice County, Minnesota",11,1,2,0,1,0,0,0,0,0,0,0,0
738,"Linn County, Oregon",0,0,0,5,0,0,0,0,0,0,0,0,0
739,"White County, Illinois",0,0,1,0,0,0,0,0,0,0,0,0,0
740,"Tuscola County, Michigan",0,1,2,0,4,0,0,0,0,0,0,0,0
741,"Lincoln County, New Mexico",1,0,0,0,0,0,0,0,0,0,0,0,0
742,"Carroll County, Iowa",0,0,2,0,2,0,0,0,0,0,0,0,0
743,"Carroll County, Ohio",0,1,0,0,0,0,0,0,0,0,0,0,0
744,"Carroll County, Missouri",0,1,0,0,0,0,0,0,0,0,0,0,0
745,"Murray County, Georgia",0,1,0,1,0,0,0,0,0,0,0,0,0
746,"Washington County, New York",2,0,0,4,0,0,0,0,0,0,0,0,0
747,"De Baca County, New Mexico",0,0,0,0,1,0,0,0,0,0,0,0,0
748,"Valley County, Idaho",0,0,0,1,0,0,0,0,0,0,0,0,0
749,"Wharton County, Texas",1,3,0,0,0,0,0,0,0,0,0,0,0
750,"Clark County, Illinois",0,0,2,0,0,0,0,0,0,0,0,0,0
751,"Monroe County, Wisconsin",1,0,1,0,1,0,0,0,0,0,0,0,0
752,"Cass County, Nebraska",0,1,0,0,0,0,0,0,0,0,0,0,0
753,"Somerset County, Pennsylvania",0,0,0,0,8,0,0,2,0,0,0,0,0
754,"Upton County, Texas",2,0,0,0,1,0,0,0,0,0,0,0,0
755,"Adams County, Wisconsin",0,0,0,1,0,0,0,0,0,0,0,0,0
756,"Rensselaer County, New York",2,4,0,4,0,0,0,1,0,0,0,0,0
757,"Marquette County, Michigan",0,2,1,4,0,0,0,0,0,0,0,0,0
758,"York County, South Carolina",0,0,2,1,0,0,0,0,0,0,0,1,0
759,"Tippecanoe County, Indiana",1,2,2,0,0,0,0,0,0,0,0,0,0
760,"Weber County, Utah",0,0,0,4,0,0,0,0,0,0,0,0,0
761,"Vermillion County, Indiana",0,1,0,0,0,1,0,0,0,0,0,0,0
762,"Cecil County, Maryland",3,2,0,0,0,0,0,0,0,0,0,0,0
763,"Trego County, Kansas",0,0,0,0,1,0,0,0,0,0,0,0,0
764,"Lancaster County, South Carolina",0,0,0,1,0,0,0,0,0,0,0,0,0
765,"Weld County, Colorado",13,5,0,0,2,0,0,1,0,0,0,0,0
766,"Dunn County, Wisconsin",1,0,0,2,0,0,0,0,0,0,0,0,0
767,"Black Hawk County, Iowa",1,4,2,0,0,0,0,0,0,0,0,0,0
768,"Bowman County, North Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
769,"Lincoln County, Colorado",0,1,0,0,4,0,0,0,0,0,0,0,0
770,"Polk County, Georgia",0,1,0,0,0,0,0,1,0,0,0,0,0
771,"Webb County, Texas",1,1,0,0,4,0,0,0,0,0,0,0,0
772,"Giles County, Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0
773,"Mercer County, Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0
774,"Chippewa County, Minnesota",6,0,0,1,1,0,0,0,0,0,0,0,0
775,"Saguache County, Colorado",1,0,1,0,0,0,0,0,0,0,0,0,0
776,"DeKalb County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
777,"Miami-Dade County, Florida",3,1,0,0,0,0,2,0,0,0,0,1,0
778,"Pickens County, South Carolina",0,2,0,2,0,0,0,0,0,0,0,0,0
779,"Cache County, Utah",0,2,0,2,0,0,0,0,0,0,0,0,0
780,"Isabella County, Michigan",0,1,0,0,1,0,0,0,0,0,0,0,0
781,"Wichita County, Kansas",0,0,0,0,1,0,0,0,0,0,0,0,0
782,"Greenville County, South Carolina",0,0,1,3,0,0,0,0,0,0,0,0,0
783,"Hamilton County, Ohio",1,2,1,0,0,1,0,1,0,0,0,0,0
784,"Montgomery County, Maryland",4,2,0,0,0,1,0,0,0,0,0,0,0
785,"Franklin County, North Carolina",11,0,1,0,0,0,0,0,0,0,0,0,0
786,"Erie County, New York",4,2,0,0,3,0,0,0,0,0,0,0,0
787,"Menominee County, Michigan",0,0,0,3,0,0,0,0,0,0,0,0,0
788,"Salem County, New Jersey",2,1,0,0,0,1,0,0,0,0,0,2,0
789,"Lexington County, South Carolina",7,1,0,1,0,0,0,0,0,0,0,0,0
790,"Benton County, Washington",0,0,0,3,1,0,0,0,0,0,0,1,0
791,"Neosho County, Kansas",0,2,2,0,0,0,0,0,0,0,0,0,0
792,"Deuel County, Nebraska",0,0,1,0,0,0,0,0,0,0,0,0,0
793,"Charles City County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0
794,"Floyd County, Iowa",0,1,1,0,1,0,0,0,0,0,0,0,0
795,"Kay County, Oklahoma",0,3,0,1,4,0,0,0,0,0,0,0,0
796,"Washington County, Alabama",0,2,0,0,0,1,0,0,0,0,0,0,0
797,"McHenry County, Illinois",0,1,0,0,0,0,0,2,0,0,0,0,0
798,"Franklin County, New York",2,0,0,5,2,0,0,0,0,0,0,0,0
799,"Heard County, Georgia",0,5,0,0,0,1,0,0,0,0,0,0,0
800,"Hamilton County, Tennessee",2,0,0,1,0,0,0,0,0,0,0,1,0
801,"Clay County, North Carolina",0,0,0,2,0,0,0,0,0,0,0,0,0
802,"Cheatham County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
803,"Cheboygan County, Michigan",0,0,1,2,0,0,0,0,0,0,0,0,0
804,"Lewis County, Washington",0,1,0,4,0,1,0,0,0,0,0,0,0
805,"Chelan County, Washington",0,0,0,3,0,0,0,0,0,0,0,0,0
806,"Grainger County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
807,"Williamsburg County, South Carolina",1,0,0,0,0,0,0,0,0,0,0,0,0
808,"Delaware County, Pennsylvania",0,3,1,0,0,0,0,0,0,0,0,0,0
809,"Blair County, Pennsylvania",0,1,0,0,3,0,0,0,0,0,0,0,0
810,"Kusilvak Census Area, Alaska",0,0,8,0,0,0,0,0,0,0,0,0,0
811,"Jackson County, Mississippi",0,2,0,0,0,0,0,0,0,0,0,0,0
812,"Laramie County, Wyoming",0,1,0,0,2,0,0,0,0,0,0,0,0
813,"Douglas County, Washington",0,0,0,2,0,0,0,0,0,0,0,0,0
814,"Monroe County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
815,"Livingston County, Missouri",1,1,0,0,0,0,0,0,0,0,0,0,0
816,"Merrimack County, New Hampshire",0,0,0,10,0,1,0,0,0,0,0,0,0
817,"Grant County, New Mexico",1,1,1,0,0,0,0,0,0,0,0,0,0
818,"Yavapai County, Arizona",4,0,0,0,0,0,0,0,0,0,0,0,0
819,"Chippewa County, Wisconsin",2,2,0,5,0,0,0,0,0,0,0,0,0
820,"Chisago County, Minnesota",29,0,1,0,0,0,0,0,0,0,0,0,0
821,"Lamar County, Texas",1,2,0,0,0,0,0,0,0,0,0,0,0
822,"Choctaw County, Mississippi",0,2,0,0,0,1,0,0,0,0,0,0,0
823,"Navajo County, Arizona",0,0,0,0,2,1,0,0,0,0,0,0,0
824,"Mayes County, Oklahoma",0,2,0,3,0,0,0,0,0,0,0,0,0
825,"Chowan County, North Carolina",2,0,1,0,0,0,0,0,0,0,0,0,0
826,"CAL Fire San Diego Unit, California",10,5,0,2,1,0,0,1,0,1,0,0,0
827,"Colfax County, New Mexico",3,0,0,0,0,0,0,0,0,0,0,0,0
828,"Gray County, Kansas",0,0,0,0,4,0,0,0,0,0,0,0,0
829,"Lynn County, Texas",0,0,0,0,2,0,0,0,0,0,0,0,0
830,"DeSoto County, Florida",3,0,0,0,0,0,0,0,0,0,0,0,0
831,"Webster County, Nebraska",0,0,2,0,1,0,0,0,0,0,0,0,0
832,"Bonneville County, Idaho",0,0,0,6,4,0,0,0,0,0,0,0,0
833,"Union County, South Carolina",0,0,2,2,0,0,0,0,0,0,0,0,0
834,"McKinley County, New Mexico",1,0,0,0,0,1,0,0,0,0,0,0,0
835,"Dawson County, Nebraska",1,0,0,0,0,0,0,0,0,0,0,0,0
836,"Pratt County, Kansas",1,2,0,0,3,0,0,0,0,0,0,0,0
837,"Monroe County, New York",5,3,0,3,0,1,0,0,0,0,0,0,0
838,"Sierra County, New Mexico",2,0,0,1,0,0,0,0,0,0,0,0,0
839,"Howell County, Missouri",0,1,0,0,0,0,0,0,0,0,0,0,0
840,"Burnett County, Wisconsin",0,0,2,2,0,0,0,0,0,0,0,0,0
841,"Ralls County, Missouri",0,0,1,1,0,0,0,0,0,0,0,0,0
842,"Rutland County, Vermont",5,0,2,3,0,0,0,1,0,0,0,0,0
843,"Clark County, South Dakota",0,0,1,0,2,0,0,0,0,0,0,0,0
844,"Clarke County, Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0
845,"Itasca County, Minnesota",0,0,0,1,0,2,0,0,0,0,0,0,0
846,"Clay County, Kansas",0,1,0,0,0,0,0,0,0,0,0,0,0
847,"Pulaski County, Virginia",0,0,0,2,0,0,0,0,0,0,0,0,0
848,"Douglas County, Oregon",0,0,0,9,0,0,0,0,0,0,0,0,0
849,"Desha County, Arkansas",0,0,0,0,0,0,1,0,0,0,0,0,0
850,"Nez Perce County, Idaho",0,0,0,0,0,0,1,0,0,0,0,0,0
851,"Hendry County, Florida",1,0,0,0,0,0,0,0,0,0,0,0,0
852,"Washington County, Kansas",0,1,1,0,0,0,0,0,0,0,0,0,0
853,"Jefferson County, Indiana",0,0,0,0,0,1,0,0,0,0,0,0,0
854,"Russell County, Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0
855,"Clinton County, Ohio",0,0,0,0,0,0,0,1,0,0,0,0,0
856,"DeWitt County, Illinois",0,0,1,0,0,0,0,0,0,0,0,1,0
857,"Cloud County, Kansas",0,0,0,0,1,0,0,0,0,0,0,0,0
858,"Halifax County, Virginia",0,0,0,1,0,1,0,0,0,0,0,0,0
859,"Sandusky County, Ohio",1,1,0,0,0,0,0,0,0,0,0,0,0
860,"Grant County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0
861,"Denton County, Texas",1,2,0,1,0,0,0,0,0,0,0,0,0
862,"McLean County, North Dakota",0,0,0,1,0,1,0,0,0,0,0,0,0
863,"Pacific County, Washington",0,0,0,0,1,0,0,0,0,0,0,0,0
864,"Benton County, Oregon",1,1,0,0,0,0,0,0,0,0,0,0,0
865,"Steuben County, New York",1,0,0,0,4,0,0,0,0,0,0,0,0
866,"Richland County, South Carolina",0,1,0,1,0,1,1,0,0,0,0,0,0
867,"Carson County, Texas",0,0,0,0,10,0,0,0,0,0,0,0,0
868,"Colbert County, Alabama",0,1,0,0,0,0,0,0,0,0,0,0,0
869,"Thomas County, Kansas",1,1,1,0,1,0,0,0,0,0,0,0,0
870,"Branch County, Michigan",1,1,0,0,0,0,0,0,0,0,0,0,0
871,"Amherst County, Virginia",0,0,0,4,0,0,0,0,0,0,0,0,0
872,"Goliad County, Texas",0,0,0,0,0,1,0,0,0,0,0,0,0
873,"Livingston County, Michigan",0,0,1,0,0,0,0,0,0,0,0,0,0
874,"Yuba County, California",0,0,0,2,0,0,0,0,0,0,0,0,0
875,"Colleton County, South Carolina",1,0,0,0,0,0,0,0,0,0,0,0,0
876,"Surry County, Virginia",1,1,0,0,0,0,0,0,0,0,0,1,0
877,"Jefferson County, Colorado",3,3,0,0,1,0,0,0,0,0,0,0,0
878,"Prowers County, Colorado",0,0,1,0,3,0,0,0,0,0,0,0,0
879,"Logan County, Colorado",3,0,0,0,7,0,0,0,1,0,0,0,0
880,"Rosebud County, Montana",0,0,0,0,0,2,0,0,0,0,0,0,0
881,"Boone County, Missouri",0,3,1,0,0,0,0,0,0,0,0,0,0
882,"Columbia County, Wisconsin",0,0,0,1,1,1,0,0,0,0,0,0,0
883,"Columbia County, Georgia",1,0,0,1,0,0,0,0,0,0,0,0,0
884,"Izard County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0
885,"Colusa County, California",0,1,0,0,0,0,0,0,0,0,0,0,0
886,"Somervell County, Texas",0,0,0,0,0,0,0,0,0,0,0,1,0
887,"Madison County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
888,"Nodaway County, Missouri",0,1,0,0,1,0,0,0,0,0,0,0,0
889,"Jefferson County, Wisconsin",1,2,0,0,0,0,0,0,0,0,0,0,0
890,"Cabarrus County, North Carolina",4,0,0,0,0,0,0,0,0,0,0,0,0
891,"Conejos County, Colorado",2,0,0,0,0,0,0,0,0,0,0,0,0
892,"Indiana County, Pennsylvania",0,1,0,0,0,3,0,0,0,0,0,0,0
893,"Westmoreland County, Pennsylvania",0,1,0,1,0,0,0,0,0,0,0,0,0
894,"Coshocton County, Ohio",0,0,0,0,0,1,0,0,0,0,0,0,0
895,"Edgecombe County, North Carolina",6,0,0,0,0,0,0,0,0,0,0,0,0
896,"Saint Joseph County, Michigan",0,0,1,3,0,0,0,0,0,0,0,0,0
897,"Brown County, Wisconsin",0,3,0,0,1,0,1,0,0,0,0,0,0
898,"Iosco County, Michigan",0,0,0,4,0,0,0,0,0,0,0,0,0
899,"Pulaski County, Kentucky",0,0,0,0,0,1,0,0,0,0,0,0,0
900,"Clark County, Kentucky",1,1,0,0,0,0,0,0,0,0,0,0,0
901,"El Paso County, Texas",3,4,1,0,0,0,0,0,0,0,0,0,0
902,"Hood River County, Oregon",0,0,0,3,0,0,0,0,0,0,0,0,0
903,"Putnam County, Florida",2,0,0,0,0,1,1,0,0,0,0,0,0
904,"Johnson County, Iowa",0,3,1,0,0,0,0,0,0,0,0,0,0
905,"Smith County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
906,"Rock Island County, Illinois",0,2,0,1,0,0,0,0,0,0,0,1,0
907,"Mecklenburg County, North Carolina",1,0,3,0,0,0,1,0,0,0,0,1,0
908,"Tompkins County, New York",7,1,0,1,0,0,0,0,0,0,0,0,0
909,"Apache County, Arizona",0,0,0,0,0,2,0,0,0,0,0,0,0
910,"New Kent County, Virginia",1,0,0,0,0,0,0,0,0,0,0,0,0
911,"Grays Harbor County, Washington",0,1,0,1,0,0,0,0,0,0,0,0,0
912,"Pe̱uelas, Puerto Rico",0,2,1,2,0,0,0,0,0,0,0,0,0
913,"Floyd County, Texas",0,0,0,0,6,0,0,0,0,0,0,0,0
914,"Newton County, Texas",0,1,0,1,0,0,0,0,0,0,0,0,0
915,"Marin County, California",1,0,0,0,0,0,0,0,0,0,0,0,0
916,"Lane County, Oregon",0,1,0,7,0,0,2,0,0,0,0,0,0
917,"Evangeline Parish, Louisiana",0,1,0,0,0,0,0,0,0,0,0,0,0
918,"Richmond County, North Carolina",6,2,0,0,0,0,0,0,0,0,0,0,0
919,"Lake County, Illinois",0,3,0,0,0,1,0,0,0,0,0,0,0
920,"Stutsman County, North Dakota",0,1,1,0,1,0,0,0,0,0,0,0,0
921,"Fairfax County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0
922,"Lake County, Florida",0,1,0,0,0,0,0,0,0,0,0,0,0
923,"Niagara County, New York",1,2,0,3,0,1,0,0,0,0,0,0,0
924,"Tulsa County, Oklahoma",0,3,0,1,0,0,0,0,0,0,0,0,0
925,"Atchison County, Missouri",0,0,0,0,4,0,0,0,0,0,0,0,0
926,"Lincoln County, North Carolina",2,1,1,1,0,0,0,0,0,0,0,0,0
927,"Yakima County, Washington",0,0,0,6,0,0,0,0,0,0,0,0,0
928,"Greene County, Missouri",1,2,0,0,0,1,0,1,0,0,0,0,0
929,"Taylor County, Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0
930,"Moffat County, Colorado",0,0,0,0,0,1,0,0,0,0,0,0,0
931,"Martin County, Indiana",1,0,0,0,0,0,0,0,0,0,0,0,0
932,"Montgomery County, Indiana",3,0,0,0,0,1,0,0,0,0,0,0,0
933,"Nye County, Nevada",3,0,0,0,0,0,0,0,0,0,0,0,0
934,"Houston County, Alabama",0,0,1,0,0,0,0,0,0,0,0,1,0
935,"Washington County, North Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0
936,"Saline County, Nebraska",0,1,1,0,0,0,0,0,0,0,0,0,0
937,"Somerset County, Maryland",3,0,2,0,0,0,0,0,0,0,0,0,0
938,"Worth County, Georgia",0,1,0,1,0,0,0,0,0,0,0,0,0
939,"Escambia County, Florida",1,2,0,0,0,1,1,0,0,0,0,0,0
940,"Garrett County, Maryland",1,0,0,1,5,0,0,0,0,0,0,0,0
941,"Grant County, Kentucky",1,0,0,0,0,0,0,0,0,0,0,0,0
942,"Knox County, Nebraska",0,0,0,0,2,0,0,0,0,0,0,0,0
943,"Coahoma County, Mississippi",0,2,0,0,0,0,0,0,0,0,0,0,0
944,"Dewey County, Oklahoma",0,0,0,0,5,0,0,0,0,0,0,0,0
945,"Clay County, Iowa",0,1,1,0,2,0,0,0,0,0,0,0,0
946,"Sanilac County, Michigan",0,1,1,0,2,0,0,0,0,0,0,0,0
947,"Newaygo County, Michigan",0,0,0,2,0,0,1,0,0,0,0,0,0
948,"Bucks County, Pennsylvania",1,2,2,0,0,0,0,0,0,0,0,0,0
949,"Montrose County, Colorado",1,0,0,7,0,0,0,0,0,0,0,0,0
950,"Iron County, Michigan",0,0,0,5,0,0,0,0,0,0,0,0,0
951,"Winnebago County, Iowa",1,0,2,0,3,0,0,0,0,0,0,0,0
952,"Citrus County, Florida",0,1,0,0,0,0,0,0,0,0,0,0,0
953,"Roosevelt County, Montana",0,1,0,0,0,0,0,0,2,0,0,0,0
954,"Stewart County, Tennessee",0,0,0,0,0,1,0,0,0,0,0,0,0
955,"Cuming County, Nebraska",0,1,1,0,1,0,0,0,0,0,0,0,0
956,"Lea County, New Mexico",5,4,0,0,2,0,0,0,0,0,0,0,0
957,"Juab County, Utah",0,1,0,0,0,0,0,0,0,0,0,0,0
958,"Frontier County, Nebraska",0,1,0,0,0,0,0,0,0,0,0,0,0
959,"Mason County, Washington",0,0,0,3,0,0,0,0,0,0,0,0,0
960,"Manitowoc County, Wisconsin",0,1,0,0,0,0,0,0,0,0,1,1,0
961,"Santa Barbara County, California",2,3,0,0,0,0,0,0,0,0,0,0,0
962,"Ohio County, Kentucky",0,0,0,0,0,1,0,0,0,0,0,0,0
963,"Guilford County, North Carolina",2,0,5,0,0,0,0,0,0,0,0,0,0
964,"Medina County, Ohio",1,0,1,0,0,0,0,0,0,0,0,0,0
965,"Stark County, Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0
966,"Warren County, Virginia",1,1,0,0,0,0,0,0,0,0,0,0,0
967,"Shelby County, Ohio",1,0,2,0,0,0,0,0,0,0,0,0,0
968,"Wayne County, Ohio",1,1,1,0,0,1,1,0,0,0,0,0,0
969,"Miami County, Ohio",2,0,1,0,0,0,0,0,0,0,0,0,0
970,"Chippewa County, Michigan",0,0,2,2,0,0,0,0,0,0,0,0,0
971,"Ceiba, Puerto Rico",0,1,0,0,0,0,0,0,0,0,0,0,0
972,"Jackson County, Georgia",0,1,0,0,0,0,0,0,0,0,0,0,0
973,"Richland County, North Dakota",0,0,1,0,0,0,0,0,0,0,0,0,0
974,"Clay County, Tennessee",0,0,0,1,0,0,0,0,0,0,0,0,0
975,"Wasco County, Oregon",0,0,0,2,0,0,0,0,0,0,0,0,0
976,"Sangamon County, Illinois",0,1,3,0,0,1,0,0,0,0,0,0,0
977,"Whitfield County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
978,"Arkansas County, Arkansas",1,0,0,1,0,0,1,0,0,0,0,0,0
979,"Berkeley County, West Virginia",0,0,0,2,0,0,0,0,0,0,0,0,0
980,"Bay County, Michigan",0,3,0,0,0,0,0,0,0,0,0,0,0
981,"Inal̴han Municipality, Guam",1,0,0,0,0,0,0,0,0,0,0,0,0
982,"Davie County, North Carolina",4,0,0,0,0,0,0,0,0,0,0,0,0
983,"Pittsylvania County, Virginia",1,0,1,1,0,0,0,0,0,0,0,0,0
984,"Pickaway County, Ohio",0,1,0,0,0,0,0,0,0,0,0,0,0
985,"Henrico County, Virginia",0,1,0,0,0,0,0,0,0,0,0,0,0
986,"Darlington County, South Carolina",3,1,0,0,0,0,0,0,0,0,0,1,0
987,"Snohomish County, Washington",0,0,0,2,0,0,0,2,0,0,0,0,0
988,"Lancaster County, Pennsylvania",4,1,0,3,1,0,0,0,0,0,0,0,0
989,"Deer Lodge County, Montana",0,1,0,0,0,0,0,0,0,0,0,0,0
990,"Butler County, Nebraska",0,0,1,0,0,0,0,0,0,0,0,0,0
991,"Davidson County, North Carolina",0,0,4,1,0,0,0,0,0,0,0,0,0
992,"Ottawa County, Ohio",0,0,1,0,0,0,0,0,0,0,0,1,0
993,"Day County, South Dakota",0,0,0,0,1,0,0,0,0,0,0,0,0
994,"Webster County, Iowa",0,1,2,0,1,0,0,0,0,0,0,0,0
995,"Volusia County, Florida",2,1,2,0,0,0,0,0,0,0,0,0,0
996,"Hood County, Texas",0,3,0,0,0,0,0,0,0,0,0,0,0
997,"Beauregard Parish, Louisiana",0,0,0,0,0,0,1,0,0,0,0,0,0
998,"Texas County, Oklahoma",0,0,0,0,5,0,0,0,0,0,0,0,0
999,"Chester County, South Carolina",0,0,0,3,0,0,0,0,0,0,0,0,0
1000,"Decatur County, Indiana",1,0,0,0,0,0,0,0,0,0,0,0,0
1001,"Decatur County, Georgia",2,0,1,0,0,0,0,0,0,0,0,0,0
1002,"Morgan County, Alabama",0,2,0,0,0,0,0,0,0,0,0,0,0
1003,"Wasatch County, Utah",0,1,0,4,0,0,0,0,0,0,0,0,0
1004,"Grant County, Indiana",1,0,0,0,0,0,0,0,0,0,0,0,0
1005,"LaPorte County, Indiana",0,0,0,0,0,1,0,0,0,0,0,0,0
1006,"Clark County, Arkansas",0,0,0,1,0,0,0,0,0,0,0,0,0
1007,"Philadelphia County, Pennsylvania",1,5,4,0,0,0,1,0,0,0,0,0,0
1008,"Mississippi County, Arkansas",0,1,1,0,0,1,0,0,0,0,0,0,0
1009,"Eau Claire County, Wisconsin",0,0,0,1,0,0,0,0,0,0,0,0,0
1010,"Eaton County, Michigan",2,0,0,0,0,1,0,0,0,0,0,0,0
1011,"Lapeer County, Michigan",2,0,0,0,0,0,0,0,0,0,0,0,0
1012,"Roger Mills County, Oklahoma",0,0,0,0,3,0,0,0,0,0,0,0,0
1013,"Grayson County, Texas",4,1,0,1,0,0,0,0,0,0,0,0,0
1014,"Licking County, Ohio",1,0,0,0,0,0,0,0,0,0,0,0,0
1015,"Colquitt County, Georgia",1,0,0,0,0,0,0,0,0,0,0,0,0
1016,"Thayer County, Nebraska",0,0,2,0,0,0,0,0,0,0,0,0,0
1017,"Becker County, Minnesota",0,0,1,0,0,0,0,0,0,0,0,0,0
1018,"Whatcom County, Washington",0,4,0,7,0,0,0,1,0,0,0,0,0
1019,"Marion County, Kansas",0,0,0,0,1,0,0,0,0,0,0,0,0
1020,"Fallon County, Montana",0,0,0,0,1,0,0,0,0,0,0,0,0
1021,"Butler County, Ohio",0,7,0,1,0,1,0,0,0,0,0,0,0
1022,"Lincoln County, Idaho",0,0,0,3,0,0,0,0,0,0,0,0,0
1023,"Grundy County, Iowa",0,0,2,0,2,0,0,0,0,0,0,0,0
1024,"Summit County, Colorado",0,0,0,2,0,0,0,0,0,0,0,0,0
1025,"Walthall County, Mississippi",0,0,0,0,0,0,0,0,1,0,0,0,0
1026,"Garrard County, Kentucky",0,0,0,1,0,0,0,0,0,0,0,0,0
