,primary_fuel,state_x,county,state_y,median income
0,Hydro,Idaho,Ada , Idaho,79279
1,Hydro,Idaho,Ada , Idaho,79279
2,Waste,Idaho,Ada , Idaho,79279
3,Solar,Idaho,Ada , Idaho,79279
4,Hydro,Idaho,Ada , Idaho,79279
5,Hydro,Idaho,Ada , Idaho,79279
6,Solar,Idaho,Ada , Idaho,79279
7,Hydro,Idaho,Ada , Idaho,79279
8,Solar,Colorado,Adams , Colorado,81258
9,Solar,Colorado,Adams , Pennsylvania,72985
10,Solar,Colorado,Adams , Colorado,81258
11,Solar,Colorado,Adams , Pennsylvania,72985
12,Solar,Colorado,Adams , Colorado,81258
13,Solar,Colorado,Adams , Pennsylvania,72985
14,Solar,Colorado,Adams , Colorado,81258
15,Solar,Colorado,Adams , Pennsylvania,72985
16,Gas,Colorado,Adams , Colorado,81258
17,Gas,Colorado,Adams , Pennsylvania,72985
18,Solar,Colorado,Adams , Colorado,81258
19,Solar,Colorado,Adams , Pennsylvania,72985
20,Solar,Colorado,Adams , Colorado,81258
21,Solar,Colorado,Adams , Pennsylvania,72985
22,Gas,Colorado,Adams , Colorado,81258
23,Gas,Colorado,Adams , Pennsylvania,72985
24,Solar,Colorado,Adams , Colorado,81258
25,Solar,Colorado,Adams , Pennsylvania,72985
26,Gas,Colorado,Adams , Colorado,81258
27,Gas,Colorado,Adams , Pennsylvania,72985
28,Solar,Colorado,Adams , Colorado,81258
29,Solar,Colorado,Adams , Pennsylvania,72985
30,Biomass,Colorado,Adams , Colorado,81258
31,Biomass,Colorado,Adams , Pennsylvania,72985
32,Solar,Colorado,Adams , Colorado,81258
33,Solar,Colorado,Adams , Pennsylvania,72985
34,Solar,Colorado,Adams , Colorado,81258
35,Solar,Colorado,Adams , Pennsylvania,72985
36,Solar,Colorado,Adams , Colorado,81258
37,Solar,Colorado,Adams , Pennsylvania,72985
38,Solar,Colorado,Adams , Colorado,81258
39,Solar,Colorado,Adams , Pennsylvania,72985
40,Solar,Colorado,Adams , Colorado,81258
41,Solar,Colorado,Adams , Pennsylvania,72985
42,Solar,Colorado,Adams , Colorado,81258
43,Solar,Colorado,Adams , Pennsylvania,72985
44,Hydro,Idaho,Adams , Colorado,81258
45,Hydro,Idaho,Adams , Pennsylvania,72985
46,Hydro,Idaho,Adams , Colorado,81258
47,Hydro,Idaho,Adams , Pennsylvania,72985
48,Waste,Idaho,Adams , Colorado,81258
49,Waste,Idaho,Adams , Pennsylvania,72985
50,Gas,Indiana,Adams , Colorado,81258
51,Gas,Indiana,Adams , Pennsylvania,72985
52,Wind,Iowa,Adams , Colorado,81258
53,Wind,Iowa,Adams , Pennsylvania,72985
54,Oil,Iowa,Adams , Colorado,81258
55,Oil,Iowa,Adams , Pennsylvania,72985
56,Gas,Iowa,Adams , Colorado,81258
57,Gas,Iowa,Adams , Pennsylvania,72985
58,Wind,Nebraska,Adams , Colorado,81258
59,Wind,Nebraska,Adams , Pennsylvania,72985
60,Gas,Nebraska,Adams , Colorado,81258
61,Gas,Nebraska,Adams , Pennsylvania,72985
62,Solar,Nebraska,Adams , Colorado,81258
63,Solar,Nebraska,Adams , Pennsylvania,72985
64,Gas,Nebraska,Adams , Colorado,81258
65,Gas,Nebraska,Adams , Pennsylvania,72985
66,Coal,Nebraska,Adams , Colorado,81258
67,Coal,Nebraska,Adams , Pennsylvania,72985
68,Wind,North Dakota,Adams , Colorado,81258
69,Wind,North Dakota,Adams , Pennsylvania,72985
70,Biomass,Pennsylvania,Adams , Colorado,81258
71,Biomass,Pennsylvania,Adams , Pennsylvania,72985
72,Oil,Pennsylvania,Adams , Colorado,81258
73,Oil,Pennsylvania,Adams , Pennsylvania,72985
74,Oil,Pennsylvania,Adams , Colorado,81258
75,Oil,Pennsylvania,Adams , Pennsylvania,72985
76,Gas,Pennsylvania,Adams , Colorado,81258
77,Gas,Pennsylvania,Adams , Pennsylvania,72985
78,Solar,Pennsylvania,Adams , Colorado,81258
79,Solar,Pennsylvania,Adams , Pennsylvania,72985
80,Oil,Pennsylvania,Adams , Colorado,81258
81,Oil,Pennsylvania,Adams , Pennsylvania,72985
82,Solar,Washington,Adams , Colorado,81258
83,Solar,Washington,Adams , Pennsylvania,72985
84,Hydro,Wisconsin,Adams , Colorado,81258
85,Hydro,Wisconsin,Adams , Pennsylvania,72985
86,Waste,South Carolina,Aiken , South Carolina,55138
87,Solar,South Carolina,Aiken , South Carolina,55138
88,Gas,South Carolina,Aiken , South Carolina,55138
89,Solar,Florida,Alachua , Florida,56445
90,Coal,Florida,Alachua , Florida,56445
91,Waste,Florida,Alachua , Florida,56445
92,Gas,Florida,Alachua , Florida,56445
93,Solar,Florida,Alachua , Florida,56445
94,Gas,Florida,Alachua , Florida,56445
95,Gas,Florida,Alachua , Florida,56445
96,Solar,North Carolina,Alamance , North Carolina,58400
97,Solar,North Carolina,Alamance , North Carolina,58400
98,Solar,North Carolina,Alamance , North Carolina,58400
99,Hydro,North Carolina,Alamance , North Carolina,58400
100,Solar,North Carolina,Alamance , North Carolina,58400
101,Solar,North Carolina,Alamance , North Carolina,58400
102,Solar,North Carolina,Alamance , North Carolina,58400
103,Solar,North Carolina,Alamance , North Carolina,58400
104,Gas,California,Alameda , California,109729
105,Waste,California,Alameda , California,109729
106,Waste,California,Alameda , California,109729
107,Gas,California,Alameda , California,109729
108,Biomass,California,Alameda , California,109729
109,Wind,California,Alameda , California,109729
110,Oil,California,Alameda , California,109729
111,Wind,California,Alameda , California,109729
112,Wind,California,Alameda , California,109729
113,Gas,California,Alameda , California,109729
114,Gas,California,Alameda , California,109729
115,Gas,California,Alameda , California,109729
116,Gas,California,Alameda , California,109729
117,Gas,California,Alameda , California,109729
118,Gas,California,Alameda , California,109729
119,Solar,California,Alameda , California,109729
120,Biomass,California,Alameda , California,109729
121,Solar,California,Alameda , California,109729
122,Gas,California,Alameda , California,109729
123,Gas,California,Alameda , California,109729
124,Storage,California,Alameda , California,109729
125,Biomass,California,Alameda , California,109729
126,Solar,California,Alameda , California,109729
127,Gas,New York,Albany , New York,75232
128,Solar,New York,Albany , New York,75232
129,Solar,New York,Albany , New York,75232
130,Gas,New York,Albany , New York,75232
131,Solar,New York,Albany , New York,75232
132,Waste,New York,Albany , New York,75232
133,Hydro,New York,Albany , New York,75232
134,Hydro,New York,Albany , New York,75232
135,Solar,New York,Albany , New York,75232
136,Solar,New York,Albany , New York,75232
137,Waste,New York,Albany , New York,75232
138,Hydro,New York,Albany , New York,75232
139,Solar,New York,Albany , New York,75232
140,Hydro,New York,Albany , New York,75232
141,Gas,New York,Albany , New York,75232
142,Wind,Wyoming,Albany , New York,75232
143,Wind,Wyoming,Albany , New York,75232
144,Gas,Michigan,Allegan , Michigan,74371
145,Hydro,Michigan,Allegan , Michigan,74371
146,Gas,Michigan,Allegan , Michigan,74371
147,Gas,Michigan,Allegan , Michigan,74371
148,Coal,Maryland,Allegany , Maryland,48888
149,Storage,Maryland,Allegany , Maryland,48888
150,Gas,New York,Allegany , Maryland,48888
151,Solar,New York,Allegany , Maryland,48888
152,Waste,New York,Allegany , Maryland,48888
153,Hydro,New York,Allegany , Maryland,48888
154,Gas,Pennsylvania,Allegheny , Pennsylvania,69091
155,Gas,Pennsylvania,Allegheny , Pennsylvania,69091
156,Coal,Pennsylvania,Allegheny , Pennsylvania,69091
157,Gas,Pennsylvania,Allegheny , Pennsylvania,69091
158,Gas,Pennsylvania,Allegheny , Pennsylvania,69091
159,Gas,Pennsylvania,Allegheny , Pennsylvania,69091
160,Oil,Pennsylvania,Allegheny , Pennsylvania,69091
161,Gas,Pennsylvania,Allegheny , Pennsylvania,69091
162,Oil,Kansas,Allen , Indiana,62542
163,Oil,Kansas,Allen , Ohio,51497
164,Wind,Kansas,Allen , Indiana,62542
165,Wind,Kansas,Allen , Ohio,51497
166,Storage,Ohio,Allen , Indiana,62542
167,Storage,Ohio,Allen , Ohio,51497
168,Cogeneration,Kansas,Anderson , South Carolina,59037
169,Cogeneration,Kansas,Anderson , Tennessee,60364
170,Oil,Kansas,Anderson , South Carolina,59037
171,Oil,Kansas,Anderson , Tennessee,60364
172,Waste,South Carolina,Anderson , South Carolina,59037
173,Waste,South Carolina,Anderson , Tennessee,60364
174,Gas,South Carolina,Anderson , South Carolina,59037
175,Gas,South Carolina,Anderson , Tennessee,60364
176,Hydro,South Carolina,Anderson , South Carolina,59037
177,Hydro,South Carolina,Anderson , Tennessee,60364
178,Solar,South Carolina,Anderson , South Carolina,59037
179,Solar,South Carolina,Anderson , Tennessee,60364
180,Hydro,South Carolina,Anderson , South Carolina,59037
181,Hydro,South Carolina,Anderson , Tennessee,60364
182,Gas,South Carolina,Anderson , South Carolina,59037
183,Gas,South Carolina,Anderson , Tennessee,60364
184,Solar,South Carolina,Anderson , South Carolina,59037
185,Solar,South Carolina,Anderson , Tennessee,60364
186,Wind,Tennessee,Anderson , South Carolina,59037
187,Wind,Tennessee,Anderson , Tennessee,60364
188,Wind,Tennessee,Anderson , South Carolina,59037
189,Wind,Tennessee,Anderson , Tennessee,60364
190,Coal,Tennessee,Anderson , South Carolina,59037
191,Coal,Tennessee,Anderson , Tennessee,60364
192,Waste,Tennessee,Anderson , South Carolina,59037
193,Waste,Tennessee,Anderson , Tennessee,60364
194,Hydro,Tennessee,Anderson , South Carolina,59037
195,Hydro,Tennessee,Anderson , Tennessee,60364
196,Hydro,Maine,Androscoggin , Maine,62958
197,Hydro,Maine,Androscoggin , Maine,62958
198,Hydro,Maine,Androscoggin , Maine,62958
199,Hydro,Maine,Androscoggin , Maine,62958
200,Hydro,Maine,Androscoggin , Maine,62958
201,Hydro,Maine,Androscoggin , Maine,62958
202,Waste,Maine,Androscoggin , Maine,62958
203,Hydro,Maine,Androscoggin , Maine,62958
204,Hydro,Maine,Androscoggin , Maine,62958
205,Waste,Maine,Androscoggin , Maine,62958
206,Hydro,Maine,Androscoggin , Maine,62958
207,Hydro,Maine,Androscoggin , Maine,62958
208,Hydro,Maine,Androscoggin , Maine,62958
209,Solar,Maryland,Anne Arundel , Maryland,107823
210,Solar,Maryland,Anne Arundel , Maryland,107823
211,Coal,Maryland,Anne Arundel , Maryland,107823
212,Coal,Maryland,Anne Arundel , Maryland,107823
213,Waste,Maryland,Anne Arundel , Maryland,107823
214,Storage,Minnesota,Anoka , Minnesota,88410
215,Solar,Minnesota,Anoka , Minnesota,88410
216,Coal,Arizona,Apache , Arizona,40628
217,Coal,Arizona,Apache , Arizona,40628
218,Waste,Arizona,Apache , Arizona,40628
219,Solar,Colorado,Arapahoe , Colorado,84386
220,Gas,Colorado,Arapahoe , Colorado,84386
221,Waste,Colorado,Arapahoe , Colorado,84386
222,Hydro,Colorado,Arapahoe , Colorado,84386
223,Solar,Colorado,Arapahoe , Colorado,84386
224,Solar,Colorado,Arapahoe , Colorado,84386
225,Solar,Colorado,Arapahoe , Colorado,84386
226,Solar,Colorado,Arapahoe , Colorado,84386
227,Solar,Colorado,Arapahoe , Colorado,84386
228,Solar,Colorado,Arapahoe , Colorado,84386
229,Hydro,Pennsylvania,Armstrong , Pennsylvania,54039
230,Hydro,Pennsylvania,Armstrong , Pennsylvania,54039
231,Hydro,Pennsylvania,Armstrong , Pennsylvania,54039
232,Hydro,Pennsylvania,Armstrong , Pennsylvania,54039
233,Gas,Pennsylvania,Armstrong , Pennsylvania,54039
234,Coal,Pennsylvania,Armstrong , Pennsylvania,54039
235,Hydro,Pennsylvania,Armstrong , Pennsylvania,54039
236,Oil,Maine,Aroostook , Maine,52849
237,Oil,Maine,Aroostook , Maine,52849
238,Wind,Maine,Aroostook , Maine,52849
239,Wind,Maine,Aroostook , Maine,52849
240,Hydro,Maine,Aroostook , Maine,52849
241,Other,Maine,Aroostook , Maine,52849
242,Gas,Louisiana,Ascension Parish, Louisiana,72662
243,Gas,Louisiana,Ascension Parish, Louisiana,72662
244,Gas,Louisiana,Ascension Parish, Louisiana,72662
245,Gas,Louisiana,Ascension Parish, Louisiana,72662
246,Gas,Ohio,Ashtabula , Ohio,46771
247,Waste,Ohio,Ashtabula , Ohio,46771
248,Solar,New Jersey,Atlantic , New Jersey,66388
249,Waste,New Jersey,Atlantic , New Jersey,66388
250,Gas,New Jersey,Atlantic , New Jersey,66388
251,Solar,New Jersey,Atlantic , New Jersey,66388
252,Gas,New Jersey,Atlantic , New Jersey,66388
253,Storage,New Jersey,Atlantic , New Jersey,66388
254,Solar,New Jersey,Atlantic , New Jersey,66388
255,Solar,New Jersey,Atlantic , New Jersey,66388
256,Solar,New Jersey,Atlantic , New Jersey,66388
257,Solar,New Jersey,Atlantic , New Jersey,66388
258,Solar,New Jersey,Atlantic , New Jersey,66388
259,Wind,New Jersey,Atlantic , New Jersey,66388
260,Solar,New Jersey,Atlantic , New Jersey,66388
261,Solar,New Jersey,Atlantic , New Jersey,66388
262,Hydro,Georgia,Baldwin , Alabama,63866
263,Solar,Maryland,Baltimore , Maryland,80453
264,Biomass,Maryland,Baltimore , Maryland,80453
265,Solar,Maryland,Baltimore , Maryland,80453
266,Waste,Maryland,Baltimore , Maryland,80453
267,Solar,Maryland,Baltimore , Maryland,80453
268,Solar,Maryland,Baltimore , Maryland,80453
269,Gas,Maryland,Baltimore , Maryland,80453
270,Solar,Maryland,Baltimore , Maryland,80453
271,Solar,Maryland,Baltimore , Maryland,80453
272,Solar,Maryland,Baltimore , Maryland,80453
273,Solar,Maryland,Baltimore , Maryland,80453
274,Waste,Idaho,Bannock , Idaho,60736
275,Hydro,Idaho,Bannock , Idaho,60736
276,Solar,Massachusetts,Barnstable , Massachusetts,83537
277,Solar,Massachusetts,Barnstable , Massachusetts,83537
278,Oil,Massachusetts,Barnstable , Massachusetts,83537
279,Wind,Massachusetts,Barnstable , Massachusetts,83537
280,Solar,Massachusetts,Barnstable , Massachusetts,83537
281,Solar,Massachusetts,Barnstable , Massachusetts,83537
282,Solar,Massachusetts,Barnstable , Massachusetts,83537
283,Solar,Massachusetts,Barnstable , Massachusetts,83537
284,Solar,Massachusetts,Barnstable , Massachusetts,83537
285,Solar,Massachusetts,Barnstable , Massachusetts,83537
286,Wind,Massachusetts,Barnstable , Massachusetts,83537
287,Solar,Massachusetts,Barnstable , Massachusetts,83537
288,Wind,Massachusetts,Barnstable , Massachusetts,83537
289,Solar,Massachusetts,Barnstable , Massachusetts,83537
290,Waste,Georgia,Barrow , Georgia,65273
291,Hydro,Georgia,Bartow , Georgia,71523
292,Coal,Georgia,Bartow , Georgia,71523
293,Gas,Texas,Bastrop , Texas,80423
294,Gas,Texas,Bastrop , Texas,80423
295,Gas,Texas,Bastrop , Texas,80423
296,Waste,Florida,Bay , Florida,60557
297,Waste,Florida,Bay , Michigan,56911
298,Gas,Florida,Bay , Florida,60557
299,Gas,Florida,Bay , Michigan,56911
300,Waste,Florida,Bay , Florida,60557
301,Waste,Florida,Bay , Michigan,56911
302,Gas,Michigan,Bay , Florida,60557
303,Gas,Michigan,Bay , Michigan,56911
304,Gas,Michigan,Bay , Florida,60557
305,Gas,Michigan,Bay , Michigan,56911
306,Waste,Michigan,Bay , Florida,60557
307,Waste,Michigan,Bay , Michigan,56911
308,Gas,Michigan,Bay , Florida,60557
309,Gas,Michigan,Bay , Michigan,56911
310,Solar,North Carolina,Beaufort , South Carolina,70501
311,Solar,North Carolina,Beaufort , South Carolina,70501
312,Solar,North Carolina,Beaufort , South Carolina,70501
313,Solar,North Carolina,Beaufort , South Carolina,70501
314,Cogeneration,North Carolina,Beaufort , South Carolina,70501
315,Solar,North Carolina,Beaufort , South Carolina,70501
316,Solar,North Carolina,Beaufort , South Carolina,70501
317,Solar,North Carolina,Beaufort , South Carolina,70501
318,Solar,North Carolina,Beaufort , South Carolina,70501
319,Solar,North Carolina,Beaufort , South Carolina,70501
320,Solar,North Carolina,Beaufort , South Carolina,70501
321,Oil,South Carolina,Beaufort , South Carolina,70501
322,Solar,South Carolina,Beaufort , South Carolina,70501
323,Solar,South Carolina,Beaufort , South Carolina,70501
324,Wind,Oklahoma,Beaver , Pennsylvania,65003
325,Wind,Oklahoma,Beaver , Pennsylvania,65003
326,Solar,Pennsylvania,Beaver , Pennsylvania,65003
327,Nuclear,Pennsylvania,Beaver , Pennsylvania,65003
328,Hydro,Pennsylvania,Beaver , Pennsylvania,65003
329,Hydro,Pennsylvania,Beaver , Pennsylvania,65003
330,Biomass,Utah,Beaver , Pennsylvania,65003
331,Geothermal,Utah,Beaver , Pennsylvania,65003
332,Geothermal,Utah,Beaver , Pennsylvania,65003
333,Solar,Utah,Beaver , Pennsylvania,65003
334,Solar,Utah,Beaver , Pennsylvania,65003
335,Solar,Utah,Beaver , Pennsylvania,65003
336,Solar,Utah,Beaver , Pennsylvania,65003
337,Solar,Utah,Beaver , Pennsylvania,65003
338,Solar,Utah,Beaver , Pennsylvania,65003
339,Solar,Utah,Beaver , Pennsylvania,65003
340,Wind,Utah,Beaver , Pennsylvania,65003
341,Solar,Utah,Beaver , Pennsylvania,65003
342,Geothermal,Utah,Beaver , Pennsylvania,65003
343,Hydro,Utah,Beaver , Pennsylvania,65003
344,Solar,Virginia,Bedford , Virginia,66415
345,Waste,Virginia,Bedford , Virginia,66415
346,Oil,Virginia,Bedford , Virginia,66415
347,Gas,Texas,Bell , Texas,58542
348,Coal,Arkansas,Benton , Arkansas,78691
349,Coal,Arkansas,Benton , Oregon,64163
350,Coal,Arkansas,Benton , Washington,77059
351,Wind,Indiana,Benton , Arkansas,78691
352,Wind,Indiana,Benton , Oregon,64163
353,Wind,Indiana,Benton , Washington,77059
354,Wind,Indiana,Benton , Arkansas,78691
355,Wind,Indiana,Benton , Oregon,64163
356,Wind,Indiana,Benton , Washington,77059
357,Wind,Indiana,Benton , Arkansas,78691
358,Wind,Indiana,Benton , Oregon,64163
359,Wind,Indiana,Benton , Washington,77059
360,Wind,Indiana,Benton , Arkansas,78691
361,Wind,Indiana,Benton , Oregon,64163
362,Wind,Indiana,Benton , Washington,77059
363,Wind,Indiana,Benton , Arkansas,78691
364,Wind,Indiana,Benton , Oregon,64163
365,Wind,Indiana,Benton , Washington,77059
366,Oil,Iowa,Benton , Arkansas,78691
367,Oil,Iowa,Benton , Oregon,64163
368,Oil,Iowa,Benton , Washington,77059
369,Solar,Minnesota,Benton , Arkansas,78691
370,Solar,Minnesota,Benton , Oregon,64163
371,Solar,Minnesota,Benton , Washington,77059
372,Solar,Minnesota,Benton , Arkansas,78691
373,Solar,Minnesota,Benton , Oregon,64163
374,Solar,Minnesota,Benton , Washington,77059
375,Solar,Minnesota,Benton , Arkansas,78691
376,Solar,Minnesota,Benton , Oregon,64163
377,Solar,Minnesota,Benton , Washington,77059
378,Hydro,Minnesota,Benton , Arkansas,78691
379,Hydro,Minnesota,Benton , Oregon,64163
380,Hydro,Minnesota,Benton , Washington,77059
381,Solar,Minnesota,Benton , Arkansas,78691
382,Solar,Minnesota,Benton , Oregon,64163
383,Solar,Minnesota,Benton , Washington,77059
384,Solar,Minnesota,Benton , Arkansas,78691
385,Solar,Minnesota,Benton , Oregon,64163
386,Solar,Minnesota,Benton , Washington,77059
387,Solar,Minnesota,Benton , Arkansas,78691
388,Solar,Minnesota,Benton , Oregon,64163
389,Solar,Minnesota,Benton , Washington,77059
390,Gas,Mississippi,Benton , Arkansas,78691
391,Gas,Mississippi,Benton , Oregon,64163
392,Gas,Mississippi,Benton , Washington,77059
393,Hydro,Missouri,Benton , Arkansas,78691
394,Hydro,Missouri,Benton , Oregon,64163
395,Hydro,Missouri,Benton , Washington,77059
396,Waste,Oregon,Benton , Arkansas,78691
397,Waste,Oregon,Benton , Oregon,64163
398,Waste,Oregon,Benton , Washington,77059
399,Gas,Oregon,Benton , Arkansas,78691
400,Gas,Oregon,Benton , Oregon,64163
401,Gas,Oregon,Benton , Washington,77059
402,Solar,Oregon,Benton , Arkansas,78691
403,Solar,Oregon,Benton , Oregon,64163
404,Solar,Oregon,Benton , Washington,77059
405,Waste,Tennessee,Benton , Arkansas,78691
406,Waste,Tennessee,Benton , Oregon,64163
407,Waste,Tennessee,Benton , Washington,77059
408,Hydro,Washington,Benton , Arkansas,78691
409,Hydro,Washington,Benton , Oregon,64163
410,Hydro,Washington,Benton , Washington,77059
411,Nuclear,Washington,Benton , Arkansas,78691
412,Nuclear,Washington,Benton , Oregon,64163
413,Nuclear,Washington,Benton , Washington,77059
414,Hydro,Washington,Benton , Arkansas,78691
415,Hydro,Washington,Benton , Oregon,64163
416,Hydro,Washington,Benton , Washington,77059
417,Hydro,Washington,Benton , Arkansas,78691
418,Hydro,Washington,Benton , Oregon,64163
419,Hydro,Washington,Benton , Washington,77059
420,Wind,Washington,Benton , Arkansas,78691
421,Wind,Washington,Benton , Oregon,64163
422,Wind,Washington,Benton , Washington,77059
423,Gas,New Jersey,Bergen , New Jersey,105171
424,Solar,New Jersey,Bergen , New Jersey,105171
425,Gas,New Jersey,Bergen , New Jersey,105171
426,Solar,New Jersey,Bergen , New Jersey,105171
427,Oil,New Jersey,Bergen , New Jersey,105171
428,Solar,New Jersey,Bergen , New Jersey,105171
429,Waste,South Carolina,Berkeley , South Carolina,75004
430,Waste,South Carolina,Berkeley , West Virginia,71733
431,Coal,South Carolina,Berkeley , South Carolina,75004
432,Coal,South Carolina,Berkeley , West Virginia,71733
433,Hydro,South Carolina,Berkeley , South Carolina,75004
434,Hydro,South Carolina,Berkeley , West Virginia,71733
435,Hydro,South Carolina,Berkeley , South Carolina,75004
436,Hydro,South Carolina,Berkeley , West Virginia,71733
437,Hydro,South Carolina,Berkeley , South Carolina,75004
438,Hydro,South Carolina,Berkeley , West Virginia,71733
439,Coal,South Carolina,Berkeley , South Carolina,75004
440,Coal,South Carolina,Berkeley , West Virginia,71733
441,Hydro,West Virginia,Berkeley , South Carolina,75004
442,Hydro,West Virginia,Berkeley , West Virginia,71733
443,Hydro,West Virginia,Berkeley , South Carolina,75004
444,Hydro,West Virginia,Berkeley , West Virginia,71733
445,Gas,Pennsylvania,Berks , Pennsylvania,68658
446,Waste,Pennsylvania,Berks , Pennsylvania,68658
447,Solar,Pennsylvania,Berks , Pennsylvania,68658
448,Gas,Pennsylvania,Berks , Pennsylvania,68658
449,Waste,Pennsylvania,Berks , Pennsylvania,68658
450,Solar,Pennsylvania,Berks , Pennsylvania,68658
451,Oil,Pennsylvania,Berks , Pennsylvania,68658
452,Solar,Massachusetts,Berkshire , Massachusetts,60749
453,Wind,Massachusetts,Berkshire , Massachusetts,60749
454,Hydro,Massachusetts,Berkshire , Massachusetts,60749
455,Oil,Massachusetts,Berkshire , Massachusetts,60749
456,Solar,Massachusetts,Berkshire , Massachusetts,60749
457,Hydro,Massachusetts,Berkshire , Massachusetts,60749
458,Solar,Massachusetts,Berkshire , Massachusetts,60749
459,Wind,Massachusetts,Berkshire , Massachusetts,60749
460,Solar,Massachusetts,Berkshire , Massachusetts,60749
461,Solar,Massachusetts,Berkshire , Massachusetts,60749
462,Wind,Massachusetts,Berkshire , Massachusetts,60749
463,Solar,Massachusetts,Berkshire , Massachusetts,60749
464,Solar,Massachusetts,Berkshire , Massachusetts,60749
465,Solar,Massachusetts,Berkshire , Massachusetts,60749
466,Gas,Massachusetts,Berkshire , Massachusetts,60749
467,Solar,Massachusetts,Berkshire , Massachusetts,60749
468,Solar,Massachusetts,Berkshire , Massachusetts,60749
469,Solar,Massachusetts,Berkshire , Massachusetts,60749
470,Solar,Massachusetts,Berkshire , Massachusetts,60749
471,Solar,Massachusetts,Berkshire , Massachusetts,60749
472,Solar,Massachusetts,Berkshire , Massachusetts,60749
473,Solar,Massachusetts,Berkshire , Massachusetts,60749
474,Solar,Massachusetts,Berkshire , Massachusetts,60749
475,Wind,Massachusetts,Berkshire , Massachusetts,60749
476,Solar,Massachusetts,Berkshire , Massachusetts,60749
477,Oil,Massachusetts,Berkshire , Massachusetts,60749
478,Oil,Massachusetts,Berkshire , Massachusetts,60749
479,Solar,New Mexico,Bernalillo , New Mexico,59640
480,Solar,New Mexico,Bernalillo , New Mexico,59640
481,Solar,New Mexico,Bernalillo , New Mexico,59640
482,Solar,New Mexico,Bernalillo , New Mexico,59640
483,Solar,New Mexico,Bernalillo , New Mexico,59640
484,Gas,New Mexico,Bernalillo , New Mexico,59640
485,Storage,New Mexico,Bernalillo , New Mexico,59640
486,Solar,New Mexico,Bernalillo , New Mexico,59640
487,Gas,New Mexico,Bernalillo , New Mexico,59640
488,Gas,New Mexico,Bernalillo , New Mexico,59640
489,Solar,New Mexico,Bernalillo , New Mexico,59640
490,Solar,New Mexico,Bernalillo , New Mexico,59640
491,Solar,New Mexico,Bernalillo , New Mexico,59640
492,Gas,New Mexico,Bernalillo , New Mexico,59640
493,Hydro,Michigan,Berrien , Michigan,57535
494,Hydro,Michigan,Berrien , Michigan,57535
495,Nuclear,Michigan,Berrien , Michigan,57535
496,Hydro,Michigan,Berrien , Michigan,57535
497,Waste,Michigan,Berrien , Michigan,57535
498,Waste,Michigan,Berrien , Michigan,57535
499,Solar,Michigan,Berrien , Michigan,57535
500,Gas,Texas,Bexar , Texas,63057
501,Solar,Texas,Bexar , Texas,63057
502,Solar,Texas,Bexar , Texas,63057
503,Storage,Texas,Bexar , Texas,63057
504,Solar,Texas,Bexar , Texas,63057
505,Waste,Texas,Bexar , Texas,63057
506,Solar,Texas,Bexar , Texas,63057
507,Coal,Texas,Bexar , Texas,63057
508,Coal,Texas,Bexar , Texas,63057
509,Gas,Texas,Bexar , Texas,63057
510,Waste,Texas,Bexar , Texas,63057
511,Gas,Texas,Bexar , Texas,63057
512,Solar,Texas,Bexar , Texas,63057
513,Solar,Texas,Bexar , Texas,63057
514,Solar,Texas,Bexar , Texas,63057
515,Solar,Texas,Bexar , Texas,63057
516,Solar,Texas,Bexar , Texas,63057
517,Solar,Texas,Bexar , Texas,63057
518,Waste,Texas,Bexar , Texas,63057
519,Gas,Texas,Bexar , Texas,63057
520,Solar,Georgia,Bibb , Georgia,48176
521,Waste,Georgia,Bibb , Georgia,48176
522,Oil,Georgia,Bibb , Georgia,48176
523,Solar,Iowa,Black Hawk , Iowa,60264
524,Gas,Iowa,Black Hawk , Iowa,60264
525,Gas,Iowa,Black Hawk , Iowa,60264
526,Oil,Iowa,Black Hawk , Iowa,60264
527,Gas,Iowa,Black Hawk , Iowa,60264
528,Gas,Iowa,Black Hawk , Iowa,60264
529,Oil,Iowa,Black Hawk , Iowa,60264
530,Wind,Pennsylvania,Blair , Pennsylvania,57361
531,Gas,Pennsylvania,Blair , Pennsylvania,57361
532,Wind,Pennsylvania,Blair , Pennsylvania,57361
533,Wind,Pennsylvania,Blair , Pennsylvania,57361
534,Hydro,Tennessee,Blount , Tennessee,62102
535,Hydro,Tennessee,Blount , Tennessee,62102
536,Coal,Minnesota,Blue Earth , Minnesota,69858
537,Solar,Minnesota,Blue Earth , Minnesota,69858
538,Solar,Minnesota,Blue Earth , Minnesota,69858
539,Solar,Minnesota,Blue Earth , Minnesota,69858
540,Solar,Minnesota,Blue Earth , Minnesota,69858
541,Solar,Minnesota,Blue Earth , Minnesota,69858
542,Oil,Minnesota,Blue Earth , Minnesota,69858
543,Gas,Minnesota,Blue Earth , Minnesota,69858
544,Solar,Minnesota,Blue Earth , Minnesota,69858
545,Solar,Minnesota,Blue Earth , Minnesota,69858
546,Oil,Minnesota,Blue Earth , Minnesota,69858
547,Hydro,Minnesota,Blue Earth , Minnesota,69858
548,Solar,Minnesota,Blue Earth , Minnesota,69858
549,Solar,Minnesota,Blue Earth , Minnesota,69858
550,Solar,Minnesota,Blue Earth , Minnesota,69858
551,Waste,Minnesota,Blue Earth , Minnesota,69858
552,Hydro,Idaho,Bonneville , Idaho,68614
553,Hydro,Idaho,Bonneville , Idaho,68614
