,primary_fuel,state_x,county,state_y,median income
11150,Wind,Maine,Washington , Maryland,65367
11151,Wind,Maine,Washington , Minnesota,104935
11152,Wind,Maine,Washington , Oregon,92147
11153,Wind,Maine,Washington , Pennsylvania,68408
11154,Wind,Maine,Washington , Rhode Island,90427
11155,Wind,Maine,Washington , Tennessee,56009
11156,Wind,Maine,Washington , Utah,61186
11157,Wind,Maine,Washington , Wisconsin,83384
11158,Wind,Maine,Washington , Arkansas,65125
11159,Wind,Maine,Washington , Maryland,65367
11160,Wind,Maine,Washington , Minnesota,104935
11161,Wind,Maine,Washington , Oregon,92147
11162,Wind,Maine,Washington , Pennsylvania,68408
11163,Wind,Maine,Washington , Rhode Island,90427
11164,Wind,Maine,Washington , Tennessee,56009
11165,Wind,Maine,Washington , Utah,61186
11166,Wind,Maine,Washington , Wisconsin,83384
11167,Biomass,Maine,Washington , Arkansas,65125
11168,Biomass,Maine,Washington , Maryland,65367
11169,Biomass,Maine,Washington , Minnesota,104935
11170,Biomass,Maine,Washington , Oregon,92147
11171,Biomass,Maine,Washington , Pennsylvania,68408
11172,Biomass,Maine,Washington , Rhode Island,90427
11173,Biomass,Maine,Washington , Tennessee,56009
11174,Biomass,Maine,Washington , Utah,61186
11175,Biomass,Maine,Washington , Wisconsin,83384
11176,Solar,Maryland,Washington , Arkansas,65125
11177,Solar,Maryland,Washington , Maryland,65367
11178,Solar,Maryland,Washington , Minnesota,104935
11179,Solar,Maryland,Washington , Oregon,92147
11180,Solar,Maryland,Washington , Pennsylvania,68408
11181,Solar,Maryland,Washington , Rhode Island,90427
11182,Solar,Maryland,Washington , Tennessee,56009
11183,Solar,Maryland,Washington , Utah,61186
11184,Solar,Maryland,Washington , Wisconsin,83384
11185,Solar,Maryland,Washington , Arkansas,65125
11186,Solar,Maryland,Washington , Maryland,65367
11187,Solar,Maryland,Washington , Minnesota,104935
11188,Solar,Maryland,Washington , Oregon,92147
11189,Solar,Maryland,Washington , Pennsylvania,68408
11190,Solar,Maryland,Washington , Rhode Island,90427
11191,Solar,Maryland,Washington , Tennessee,56009
11192,Solar,Maryland,Washington , Utah,61186
11193,Solar,Maryland,Washington , Wisconsin,83384
11194,Storage,Maryland,Washington , Arkansas,65125
11195,Storage,Maryland,Washington , Maryland,65367
11196,Storage,Maryland,Washington , Minnesota,104935
11197,Storage,Maryland,Washington , Oregon,92147
11198,Storage,Maryland,Washington , Pennsylvania,68408
11199,Storage,Maryland,Washington , Rhode Island,90427
11200,Storage,Maryland,Washington , Tennessee,56009
11201,Storage,Maryland,Washington , Utah,61186
11202,Storage,Maryland,Washington , Wisconsin,83384
11203,Solar,Maryland,Washington , Arkansas,65125
11204,Solar,Maryland,Washington , Maryland,65367
11205,Solar,Maryland,Washington , Minnesota,104935
11206,Solar,Maryland,Washington , Oregon,92147
11207,Solar,Maryland,Washington , Pennsylvania,68408
11208,Solar,Maryland,Washington , Rhode Island,90427
11209,Solar,Maryland,Washington , Tennessee,56009
11210,Solar,Maryland,Washington , Utah,61186
11211,Solar,Maryland,Washington , Wisconsin,83384
11212,Solar,Maryland,Washington , Arkansas,65125
11213,Solar,Maryland,Washington , Maryland,65367
11214,Solar,Maryland,Washington , Minnesota,104935
11215,Solar,Maryland,Washington , Oregon,92147
11216,Solar,Maryland,Washington , Pennsylvania,68408
11217,Solar,Maryland,Washington , Rhode Island,90427
11218,Solar,Maryland,Washington , Tennessee,56009
11219,Solar,Maryland,Washington , Utah,61186
11220,Solar,Maryland,Washington , Wisconsin,83384
11221,Solar,Maryland,Washington , Arkansas,65125
11222,Solar,Maryland,Washington , Maryland,65367
11223,Solar,Maryland,Washington , Minnesota,104935
11224,Solar,Maryland,Washington , Oregon,92147
11225,Solar,Maryland,Washington , Pennsylvania,68408
11226,Solar,Maryland,Washington , Rhode Island,90427
11227,Solar,Maryland,Washington , Tennessee,56009
11228,Solar,Maryland,Washington , Utah,61186
11229,Solar,Maryland,Washington , Wisconsin,83384
11230,Solar,Maryland,Washington , Arkansas,65125
11231,Solar,Maryland,Washington , Maryland,65367
11232,Solar,Maryland,Washington , Minnesota,104935
11233,Solar,Maryland,Washington , Oregon,92147
11234,Solar,Maryland,Washington , Pennsylvania,68408
11235,Solar,Maryland,Washington , Rhode Island,90427
11236,Solar,Maryland,Washington , Tennessee,56009
11237,Solar,Maryland,Washington , Utah,61186
11238,Solar,Maryland,Washington , Wisconsin,83384
11239,Coal,Minnesota,Washington , Arkansas,65125
11240,Coal,Minnesota,Washington , Maryland,65367
11241,Coal,Minnesota,Washington , Minnesota,104935
11242,Coal,Minnesota,Washington , Oregon,92147
11243,Coal,Minnesota,Washington , Pennsylvania,68408
11244,Coal,Minnesota,Washington , Rhode Island,90427
11245,Coal,Minnesota,Washington , Tennessee,56009
11246,Coal,Minnesota,Washington , Utah,61186
11247,Coal,Minnesota,Washington , Wisconsin,83384
11248,Solar,Minnesota,Washington , Arkansas,65125
11249,Solar,Minnesota,Washington , Maryland,65367
11250,Solar,Minnesota,Washington , Minnesota,104935
11251,Solar,Minnesota,Washington , Oregon,92147
11252,Solar,Minnesota,Washington , Pennsylvania,68408
11253,Solar,Minnesota,Washington , Rhode Island,90427
11254,Solar,Minnesota,Washington , Tennessee,56009
11255,Solar,Minnesota,Washington , Utah,61186
11256,Solar,Minnesota,Washington , Wisconsin,83384
11257,Solar,Minnesota,Washington , Arkansas,65125
11258,Solar,Minnesota,Washington , Maryland,65367
11259,Solar,Minnesota,Washington , Minnesota,104935
11260,Solar,Minnesota,Washington , Oregon,92147
11261,Solar,Minnesota,Washington , Pennsylvania,68408
11262,Solar,Minnesota,Washington , Rhode Island,90427
11263,Solar,Minnesota,Washington , Tennessee,56009
11264,Solar,Minnesota,Washington , Utah,61186
11265,Solar,Minnesota,Washington , Wisconsin,83384
11266,Solar,Minnesota,Washington , Arkansas,65125
11267,Solar,Minnesota,Washington , Maryland,65367
11268,Solar,Minnesota,Washington , Minnesota,104935
11269,Solar,Minnesota,Washington , Oregon,92147
11270,Solar,Minnesota,Washington , Pennsylvania,68408
11271,Solar,Minnesota,Washington , Rhode Island,90427
11272,Solar,Minnesota,Washington , Tennessee,56009
11273,Solar,Minnesota,Washington , Utah,61186
11274,Solar,Minnesota,Washington , Wisconsin,83384
11275,Solar,Minnesota,Washington , Arkansas,65125
11276,Solar,Minnesota,Washington , Maryland,65367
11277,Solar,Minnesota,Washington , Minnesota,104935
11278,Solar,Minnesota,Washington , Oregon,92147
11279,Solar,Minnesota,Washington , Pennsylvania,68408
11280,Solar,Minnesota,Washington , Rhode Island,90427
11281,Solar,Minnesota,Washington , Tennessee,56009
11282,Solar,Minnesota,Washington , Utah,61186
11283,Solar,Minnesota,Washington , Wisconsin,83384
11284,Solar,Minnesota,Washington , Arkansas,65125
11285,Solar,Minnesota,Washington , Maryland,65367
11286,Solar,Minnesota,Washington , Minnesota,104935
11287,Solar,Minnesota,Washington , Oregon,92147
11288,Solar,Minnesota,Washington , Pennsylvania,68408
11289,Solar,Minnesota,Washington , Rhode Island,90427
11290,Solar,Minnesota,Washington , Tennessee,56009
11291,Solar,Minnesota,Washington , Utah,61186
11292,Solar,Minnesota,Washington , Wisconsin,83384
11293,Solar,Minnesota,Washington , Arkansas,65125
11294,Solar,Minnesota,Washington , Maryland,65367
11295,Solar,Minnesota,Washington , Minnesota,104935
11296,Solar,Minnesota,Washington , Oregon,92147
11297,Solar,Minnesota,Washington , Pennsylvania,68408
11298,Solar,Minnesota,Washington , Rhode Island,90427
11299,Solar,Minnesota,Washington , Tennessee,56009
11300,Solar,Minnesota,Washington , Utah,61186
11301,Solar,Minnesota,Washington , Wisconsin,83384
11302,Gas,Minnesota,Washington , Arkansas,65125
11303,Gas,Minnesota,Washington , Maryland,65367
11304,Gas,Minnesota,Washington , Minnesota,104935
11305,Gas,Minnesota,Washington , Oregon,92147
11306,Gas,Minnesota,Washington , Pennsylvania,68408
11307,Gas,Minnesota,Washington , Rhode Island,90427
11308,Gas,Minnesota,Washington , Tennessee,56009
11309,Gas,Minnesota,Washington , Utah,61186
11310,Gas,Minnesota,Washington , Wisconsin,83384
11311,Solar,Minnesota,Washington , Arkansas,65125
11312,Solar,Minnesota,Washington , Maryland,65367
11313,Solar,Minnesota,Washington , Minnesota,104935
11314,Solar,Minnesota,Washington , Oregon,92147
11315,Solar,Minnesota,Washington , Pennsylvania,68408
11316,Solar,Minnesota,Washington , Rhode Island,90427
11317,Solar,Minnesota,Washington , Tennessee,56009
11318,Solar,Minnesota,Washington , Utah,61186
11319,Solar,Minnesota,Washington , Wisconsin,83384
11320,Solar,Minnesota,Washington , Arkansas,65125
11321,Solar,Minnesota,Washington , Maryland,65367
11322,Solar,Minnesota,Washington , Minnesota,104935
11323,Solar,Minnesota,Washington , Oregon,92147
11324,Solar,Minnesota,Washington , Pennsylvania,68408
11325,Solar,Minnesota,Washington , Rhode Island,90427
11326,Solar,Minnesota,Washington , Tennessee,56009
11327,Solar,Minnesota,Washington , Utah,61186
11328,Solar,Minnesota,Washington , Wisconsin,83384
11329,Solar,Minnesota,Washington , Arkansas,65125
11330,Solar,Minnesota,Washington , Maryland,65367
11331,Solar,Minnesota,Washington , Minnesota,104935
11332,Solar,Minnesota,Washington , Oregon,92147
11333,Solar,Minnesota,Washington , Pennsylvania,68408
11334,Solar,Minnesota,Washington , Rhode Island,90427
11335,Solar,Minnesota,Washington , Tennessee,56009
11336,Solar,Minnesota,Washington , Utah,61186
11337,Solar,Minnesota,Washington , Wisconsin,83384
11338,Solar,Minnesota,Washington , Arkansas,65125
11339,Solar,Minnesota,Washington , Maryland,65367
11340,Solar,Minnesota,Washington , Minnesota,104935
11341,Solar,Minnesota,Washington , Oregon,92147
11342,Solar,Minnesota,Washington , Pennsylvania,68408
11343,Solar,Minnesota,Washington , Rhode Island,90427
11344,Solar,Minnesota,Washington , Tennessee,56009
11345,Solar,Minnesota,Washington , Utah,61186
11346,Solar,Minnesota,Washington , Wisconsin,83384
11347,Gas,Mississippi,Washington , Arkansas,65125
11348,Gas,Mississippi,Washington , Maryland,65367
11349,Gas,Mississippi,Washington , Minnesota,104935
11350,Gas,Mississippi,Washington , Oregon,92147
11351,Gas,Mississippi,Washington , Pennsylvania,68408
11352,Gas,Mississippi,Washington , Rhode Island,90427
11353,Gas,Mississippi,Washington , Tennessee,56009
11354,Gas,Mississippi,Washington , Utah,61186
11355,Gas,Mississippi,Washington , Wisconsin,83384
11356,Solar,Nebraska,Washington , Arkansas,65125
11357,Solar,Nebraska,Washington , Maryland,65367
11358,Solar,Nebraska,Washington , Minnesota,104935
11359,Solar,Nebraska,Washington , Oregon,92147
11360,Solar,Nebraska,Washington , Pennsylvania,68408
11361,Solar,Nebraska,Washington , Rhode Island,90427
11362,Solar,Nebraska,Washington , Tennessee,56009
11363,Solar,Nebraska,Washington , Utah,61186
11364,Solar,Nebraska,Washington , Wisconsin,83384
11365,Hydro,New York,Washington , Arkansas,65125
11366,Hydro,New York,Washington , Maryland,65367
11367,Hydro,New York,Washington , Minnesota,104935
11368,Hydro,New York,Washington , Oregon,92147
11369,Hydro,New York,Washington , Pennsylvania,68408
11370,Hydro,New York,Washington , Rhode Island,90427
11371,Hydro,New York,Washington , Tennessee,56009
11372,Hydro,New York,Washington , Utah,61186
11373,Hydro,New York,Washington , Wisconsin,83384
11374,Hydro,New York,Washington , Arkansas,65125
11375,Hydro,New York,Washington , Maryland,65367
11376,Hydro,New York,Washington , Minnesota,104935
11377,Hydro,New York,Washington , Oregon,92147
11378,Hydro,New York,Washington , Pennsylvania,68408
11379,Hydro,New York,Washington , Rhode Island,90427
11380,Hydro,New York,Washington , Tennessee,56009
11381,Hydro,New York,Washington , Utah,61186
11382,Hydro,New York,Washington , Wisconsin,83384
11383,Hydro,New York,Washington , Arkansas,65125
11384,Hydro,New York,Washington , Maryland,65367
11385,Hydro,New York,Washington , Minnesota,104935
11386,Hydro,New York,Washington , Oregon,92147
11387,Hydro,New York,Washington , Pennsylvania,68408
11388,Hydro,New York,Washington , Rhode Island,90427
11389,Hydro,New York,Washington , Tennessee,56009
11390,Hydro,New York,Washington , Utah,61186
11391,Hydro,New York,Washington , Wisconsin,83384
11392,Solar,New York,Washington , Arkansas,65125
11393,Solar,New York,Washington , Maryland,65367
11394,Solar,New York,Washington , Minnesota,104935
11395,Solar,New York,Washington , Oregon,92147
11396,Solar,New York,Washington , Pennsylvania,68408
11397,Solar,New York,Washington , Rhode Island,90427
11398,Solar,New York,Washington , Tennessee,56009
11399,Solar,New York,Washington , Utah,61186
11400,Solar,New York,Washington , Wisconsin,83384
11401,Solar,New York,Washington , Arkansas,65125
11402,Solar,New York,Washington , Maryland,65367
11403,Solar,New York,Washington , Minnesota,104935
11404,Solar,New York,Washington , Oregon,92147
11405,Solar,New York,Washington , Pennsylvania,68408
11406,Solar,New York,Washington , Rhode Island,90427
11407,Solar,New York,Washington , Tennessee,56009
11408,Solar,New York,Washington , Utah,61186
11409,Solar,New York,Washington , Wisconsin,83384
11410,Hydro,New York,Washington , Arkansas,65125
11411,Hydro,New York,Washington , Maryland,65367
11412,Hydro,New York,Washington , Minnesota,104935
11413,Hydro,New York,Washington , Oregon,92147
11414,Hydro,New York,Washington , Pennsylvania,68408
11415,Hydro,New York,Washington , Rhode Island,90427
11416,Hydro,New York,Washington , Tennessee,56009
11417,Hydro,New York,Washington , Utah,61186
11418,Hydro,New York,Washington , Wisconsin,83384
11419,Waste,New York,Washington , Arkansas,65125
11420,Waste,New York,Washington , Maryland,65367
11421,Waste,New York,Washington , Minnesota,104935
11422,Waste,New York,Washington , Oregon,92147
11423,Waste,New York,Washington , Pennsylvania,68408
11424,Waste,New York,Washington , Rhode Island,90427
11425,Waste,New York,Washington , Tennessee,56009
11426,Waste,New York,Washington , Utah,61186
11427,Waste,New York,Washington , Wisconsin,83384
11428,Solar,North Carolina,Washington , Arkansas,65125
11429,Solar,North Carolina,Washington , Maryland,65367
11430,Solar,North Carolina,Washington , Minnesota,104935
11431,Solar,North Carolina,Washington , Oregon,92147
11432,Solar,North Carolina,Washington , Pennsylvania,68408
11433,Solar,North Carolina,Washington , Rhode Island,90427
11434,Solar,North Carolina,Washington , Tennessee,56009
11435,Solar,North Carolina,Washington , Utah,61186
11436,Solar,North Carolina,Washington , Wisconsin,83384
11437,Solar,North Carolina,Washington , Arkansas,65125
11438,Solar,North Carolina,Washington , Maryland,65367
11439,Solar,North Carolina,Washington , Minnesota,104935
11440,Solar,North Carolina,Washington , Oregon,92147
11441,Solar,North Carolina,Washington , Pennsylvania,68408
11442,Solar,North Carolina,Washington , Rhode Island,90427
11443,Solar,North Carolina,Washington , Tennessee,56009
11444,Solar,North Carolina,Washington , Utah,61186
11445,Solar,North Carolina,Washington , Wisconsin,83384
11446,Gas,Ohio,Washington , Arkansas,65125
11447,Gas,Ohio,Washington , Maryland,65367
11448,Gas,Ohio,Washington , Minnesota,104935
11449,Gas,Ohio,Washington , Oregon,92147
11450,Gas,Ohio,Washington , Pennsylvania,68408
11451,Gas,Ohio,Washington , Rhode Island,90427
11452,Gas,Ohio,Washington , Tennessee,56009
11453,Gas,Ohio,Washington , Utah,61186
11454,Gas,Ohio,Washington , Wisconsin,83384
11455,Gas,Ohio,Washington , Arkansas,65125
11456,Gas,Ohio,Washington , Maryland,65367
11457,Gas,Ohio,Washington , Minnesota,104935
11458,Gas,Ohio,Washington , Oregon,92147
11459,Gas,Ohio,Washington , Pennsylvania,68408
11460,Gas,Ohio,Washington , Rhode Island,90427
11461,Gas,Ohio,Washington , Tennessee,56009
11462,Gas,Ohio,Washington , Utah,61186
11463,Gas,Ohio,Washington , Wisconsin,83384
11464,Hydro,Ohio,Washington , Arkansas,65125
11465,Hydro,Ohio,Washington , Maryland,65367
11466,Hydro,Ohio,Washington , Minnesota,104935
11467,Hydro,Ohio,Washington , Oregon,92147
11468,Hydro,Ohio,Washington , Pennsylvania,68408
11469,Hydro,Ohio,Washington , Rhode Island,90427
11470,Hydro,Ohio,Washington , Tennessee,56009
11471,Hydro,Ohio,Washington , Utah,61186
11472,Hydro,Ohio,Washington , Wisconsin,83384
11473,Biomass,Oregon,Washington , Arkansas,65125
11474,Biomass,Oregon,Washington , Maryland,65367
11475,Biomass,Oregon,Washington , Minnesota,104935
11476,Biomass,Oregon,Washington , Oregon,92147
11477,Biomass,Oregon,Washington , Pennsylvania,68408
11478,Biomass,Oregon,Washington , Rhode Island,90427
11479,Biomass,Oregon,Washington , Tennessee,56009
11480,Biomass,Oregon,Washington , Utah,61186
11481,Biomass,Oregon,Washington , Wisconsin,83384
11482,Solar,Oregon,Washington , Arkansas,65125
11483,Solar,Oregon,Washington , Maryland,65367
11484,Solar,Oregon,Washington , Minnesota,104935
11485,Solar,Oregon,Washington , Oregon,92147
11486,Solar,Oregon,Washington , Pennsylvania,68408
11487,Solar,Oregon,Washington , Rhode Island,90427
11488,Solar,Oregon,Washington , Tennessee,56009
11489,Solar,Oregon,Washington , Utah,61186
11490,Solar,Oregon,Washington , Wisconsin,83384
11491,Waste,Pennsylvania,Washington , Arkansas,65125
11492,Waste,Pennsylvania,Washington , Maryland,65367
11493,Waste,Pennsylvania,Washington , Minnesota,104935
11494,Waste,Pennsylvania,Washington , Oregon,92147
11495,Waste,Pennsylvania,Washington , Pennsylvania,68408
11496,Waste,Pennsylvania,Washington , Rhode Island,90427
11497,Waste,Pennsylvania,Washington , Tennessee,56009
11498,Waste,Pennsylvania,Washington , Utah,61186
11499,Waste,Pennsylvania,Washington , Wisconsin,83384
11500,Hydro,Tennessee,Washington , Arkansas,65125
11501,Hydro,Tennessee,Washington , Maryland,65367
11502,Hydro,Tennessee,Washington , Minnesota,104935
11503,Hydro,Tennessee,Washington , Oregon,92147
11504,Hydro,Tennessee,Washington , Pennsylvania,68408
11505,Hydro,Tennessee,Washington , Rhode Island,90427
11506,Hydro,Tennessee,Washington , Tennessee,56009
11507,Hydro,Tennessee,Washington , Utah,61186
11508,Hydro,Tennessee,Washington , Wisconsin,83384
11509,Oil,Tennessee,Washington , Arkansas,65125
11510,Oil,Tennessee,Washington , Maryland,65367
11511,Oil,Tennessee,Washington , Minnesota,104935
11512,Oil,Tennessee,Washington , Oregon,92147
11513,Oil,Tennessee,Washington , Pennsylvania,68408
11514,Oil,Tennessee,Washington , Rhode Island,90427
11515,Oil,Tennessee,Washington , Tennessee,56009
11516,Oil,Tennessee,Washington , Utah,61186
11517,Oil,Tennessee,Washington , Wisconsin,83384
11518,Solar,Tennessee,Washington , Arkansas,65125
11519,Solar,Tennessee,Washington , Maryland,65367
11520,Solar,Tennessee,Washington , Minnesota,104935
11521,Solar,Tennessee,Washington , Oregon,92147
11522,Solar,Tennessee,Washington , Pennsylvania,68408
11523,Solar,Tennessee,Washington , Rhode Island,90427
11524,Solar,Tennessee,Washington , Tennessee,56009
11525,Solar,Tennessee,Washington , Utah,61186
11526,Solar,Tennessee,Washington , Wisconsin,83384
11527,Oil,Utah,Washington , Arkansas,65125
11528,Oil,Utah,Washington , Maryland,65367
11529,Oil,Utah,Washington , Minnesota,104935
11530,Oil,Utah,Washington , Oregon,92147
11531,Oil,Utah,Washington , Pennsylvania,68408
11532,Oil,Utah,Washington , Rhode Island,90427
11533,Oil,Utah,Washington , Tennessee,56009
11534,Oil,Utah,Washington , Utah,61186
11535,Oil,Utah,Washington , Wisconsin,83384
11536,Solar,Utah,Washington , Arkansas,65125
11537,Solar,Utah,Washington , Maryland,65367
11538,Solar,Utah,Washington , Minnesota,104935
11539,Solar,Utah,Washington , Oregon,92147
11540,Solar,Utah,Washington , Pennsylvania,68408
11541,Solar,Utah,Washington , Rhode Island,90427
11542,Solar,Utah,Washington , Tennessee,56009
11543,Solar,Utah,Washington , Utah,61186
11544,Solar,Utah,Washington , Wisconsin,83384
11545,Gas,Utah,Washington , Arkansas,65125
11546,Gas,Utah,Washington , Maryland,65367
11547,Gas,Utah,Washington , Minnesota,104935
11548,Gas,Utah,Washington , Oregon,92147
11549,Gas,Utah,Washington , Pennsylvania,68408
11550,Gas,Utah,Washington , Rhode Island,90427
11551,Gas,Utah,Washington , Tennessee,56009
11552,Gas,Utah,Washington , Utah,61186
11553,Gas,Utah,Washington , Wisconsin,83384
11554,Gas,Utah,Washington , Arkansas,65125
11555,Gas,Utah,Washington , Maryland,65367
11556,Gas,Utah,Washington , Minnesota,104935
11557,Gas,Utah,Washington , Oregon,92147
11558,Gas,Utah,Washington , Pennsylvania,68408
11559,Gas,Utah,Washington , Rhode Island,90427
11560,Gas,Utah,Washington , Tennessee,56009
11561,Gas,Utah,Washington , Utah,61186
11562,Gas,Utah,Washington , Wisconsin,83384
11563,Hydro,Utah,Washington , Arkansas,65125
11564,Hydro,Utah,Washington , Maryland,65367
11565,Hydro,Utah,Washington , Minnesota,104935
11566,Hydro,Utah,Washington , Oregon,92147
11567,Hydro,Utah,Washington , Pennsylvania,68408
11568,Hydro,Utah,Washington , Rhode Island,90427
11569,Hydro,Utah,Washington , Tennessee,56009
11570,Hydro,Utah,Washington , Utah,61186
11571,Hydro,Utah,Washington , Wisconsin,83384
11572,Oil,Utah,Washington , Arkansas,65125
11573,Oil,Utah,Washington , Maryland,65367
11574,Oil,Utah,Washington , Minnesota,104935
11575,Oil,Utah,Washington , Oregon,92147
11576,Oil,Utah,Washington , Pennsylvania,68408
11577,Oil,Utah,Washington , Rhode Island,90427
11578,Oil,Utah,Washington , Tennessee,56009
11579,Oil,Utah,Washington , Utah,61186
11580,Oil,Utah,Washington , Wisconsin,83384
11581,Cogeneration,Utah,Washington , Arkansas,65125
11582,Cogeneration,Utah,Washington , Maryland,65367
11583,Cogeneration,Utah,Washington , Minnesota,104935
11584,Cogeneration,Utah,Washington , Oregon,92147
11585,Cogeneration,Utah,Washington , Pennsylvania,68408
11586,Cogeneration,Utah,Washington , Rhode Island,90427
11587,Cogeneration,Utah,Washington , Tennessee,56009
11588,Cogeneration,Utah,Washington , Utah,61186
11589,Cogeneration,Utah,Washington , Wisconsin,83384
11590,Gas,Utah,Washington , Arkansas,65125
11591,Gas,Utah,Washington , Maryland,65367
11592,Gas,Utah,Washington , Minnesota,104935
11593,Gas,Utah,Washington , Oregon,92147
11594,Gas,Utah,Washington , Pennsylvania,68408
11595,Gas,Utah,Washington , Rhode Island,90427
11596,Gas,Utah,Washington , Tennessee,56009
11597,Gas,Utah,Washington , Utah,61186
11598,Gas,Utah,Washington , Wisconsin,83384
11599,Oil,Vermont,Washington , Arkansas,65125
11600,Oil,Vermont,Washington , Maryland,65367
11601,Oil,Vermont,Washington , Minnesota,104935
11602,Oil,Vermont,Washington , Oregon,92147
11603,Oil,Vermont,Washington , Pennsylvania,68408
11604,Oil,Vermont,Washington , Rhode Island,90427
11605,Oil,Vermont,Washington , Tennessee,56009
11606,Oil,Vermont,Washington , Utah,61186
11607,Oil,Vermont,Washington , Wisconsin,83384
11608,Hydro,Vermont,Washington , Arkansas,65125
11609,Hydro,Vermont,Washington , Maryland,65367
11610,Hydro,Vermont,Washington , Minnesota,104935
11611,Hydro,Vermont,Washington , Oregon,92147
11612,Hydro,Vermont,Washington , Pennsylvania,68408
11613,Hydro,Vermont,Washington , Rhode Island,90427
11614,Hydro,Vermont,Washington , Tennessee,56009
11615,Hydro,Vermont,Washington , Utah,61186
11616,Hydro,Vermont,Washington , Wisconsin,83384
11617,Hydro,Vermont,Washington , Arkansas,65125
11618,Hydro,Vermont,Washington , Maryland,65367
11619,Hydro,Vermont,Washington , Minnesota,104935
11620,Hydro,Vermont,Washington , Oregon,92147
11621,Hydro,Vermont,Washington , Pennsylvania,68408
11622,Hydro,Vermont,Washington , Rhode Island,90427
11623,Hydro,Vermont,Washington , Tennessee,56009
11624,Hydro,Vermont,Washington , Utah,61186
11625,Hydro,Vermont,Washington , Wisconsin,83384
11626,Hydro,Vermont,Washington , Arkansas,65125
11627,Hydro,Vermont,Washington , Maryland,65367
11628,Hydro,Vermont,Washington , Minnesota,104935
11629,Hydro,Vermont,Washington , Oregon,92147
11630,Hydro,Vermont,Washington , Pennsylvania,68408
11631,Hydro,Vermont,Washington , Rhode Island,90427
11632,Hydro,Vermont,Washington , Tennessee,56009
11633,Hydro,Vermont,Washington , Utah,61186
11634,Hydro,Vermont,Washington , Wisconsin,83384
11635,Waste,Vermont,Washington , Arkansas,65125
11636,Waste,Vermont,Washington , Maryland,65367
11637,Waste,Vermont,Washington , Minnesota,104935
11638,Waste,Vermont,Washington , Oregon,92147
11639,Waste,Vermont,Washington , Pennsylvania,68408
11640,Waste,Vermont,Washington , Rhode Island,90427
11641,Waste,Vermont,Washington , Tennessee,56009
11642,Waste,Vermont,Washington , Utah,61186
11643,Waste,Vermont,Washington , Wisconsin,83384
11644,Hydro,Vermont,Washington , Arkansas,65125
11645,Hydro,Vermont,Washington , Maryland,65367
11646,Hydro,Vermont,Washington , Minnesota,104935
11647,Hydro,Vermont,Washington , Oregon,92147
11648,Hydro,Vermont,Washington , Pennsylvania,68408
11649,Hydro,Vermont,Washington , Rhode Island,90427
11650,Hydro,Vermont,Washington , Tennessee,56009
11651,Hydro,Vermont,Washington , Utah,61186
11652,Hydro,Vermont,Washington , Wisconsin,83384
11653,Hydro,Vermont,Washington , Arkansas,65125
11654,Hydro,Vermont,Washington , Maryland,65367
11655,Hydro,Vermont,Washington , Minnesota,104935
11656,Hydro,Vermont,Washington , Oregon,92147
11657,Hydro,Vermont,Washington , Pennsylvania,68408
11658,Hydro,Vermont,Washington , Rhode Island,90427
11659,Hydro,Vermont,Washington , Tennessee,56009
11660,Hydro,Vermont,Washington , Utah,61186
11661,Hydro,Vermont,Washington , Wisconsin,83384
11662,Hydro,Vermont,Washington , Arkansas,65125
11663,Hydro,Vermont,Washington , Maryland,65367
11664,Hydro,Vermont,Washington , Minnesota,104935
11665,Hydro,Vermont,Washington , Oregon,92147
11666,Hydro,Vermont,Washington , Pennsylvania,68408
11667,Hydro,Vermont,Washington , Rhode Island,90427
11668,Hydro,Vermont,Washington , Tennessee,56009
11669,Hydro,Vermont,Washington , Utah,61186
11670,Hydro,Vermont,Washington , Wisconsin,83384
11671,Gas,Virginia,Washington , Arkansas,65125
11672,Gas,Virginia,Washington , Maryland,65367
11673,Gas,Virginia,Washington , Minnesota,104935
11674,Gas,Virginia,Washington , Oregon,92147
11675,Gas,Virginia,Washington , Pennsylvania,68408
11676,Gas,Virginia,Washington , Rhode Island,90427
11677,Gas,Virginia,Washington , Tennessee,56009
11678,Gas,Virginia,Washington , Utah,61186
11679,Gas,Virginia,Washington , Wisconsin,83384
11680,Oil,Wisconsin,Washington , Arkansas,65125
11681,Oil,Wisconsin,Washington , Maryland,65367
11682,Oil,Wisconsin,Washington , Minnesota,104935
11683,Oil,Wisconsin,Washington , Oregon,92147
11684,Oil,Wisconsin,Washington , Pennsylvania,68408
11685,Oil,Wisconsin,Washington , Rhode Island,90427
11686,Oil,Wisconsin,Washington , Tennessee,56009
11687,Oil,Wisconsin,Washington , Utah,61186
11688,Oil,Wisconsin,Washington , Wisconsin,83384
11689,Oil,Wisconsin,Washington , Arkansas,65125
11690,Oil,Wisconsin,Washington , Maryland,65367
11691,Oil,Wisconsin,Washington , Minnesota,104935
11692,Oil,Wisconsin,Washington , Oregon,92147
11693,Oil,Wisconsin,Washington , Pennsylvania,68408
11694,Oil,Wisconsin,Washington , Rhode Island,90427
11695,Oil,Wisconsin,Washington , Tennessee,56009
11696,Oil,Wisconsin,Washington , Utah,61186
11697,Oil,Wisconsin,Washington , Wisconsin,83384
11698,Geothermal,Nevada,Washoe , Nevada,76220
11699,Geothermal,Nevada,Washoe , Nevada,76220
11700,Geothermal,Nevada,Washoe , Nevada,76220
