,State,Year,Fuel Type,Capacity (MWh)
3918,MO,2021,Petroleum,1113.4
3919,MO,2021,Nuclear,1247.0
3920,MO,2021,Natural Gas,5812.4
3921,MO,2020,Coal,10488.0
3922,MO,2020,Wind,1982.2
3923,MO,2020,Solar,63.7
3924,MO,2020,Petroleum,1094.6
3925,MO,2020,Nuclear,1247.0
3926,MO,2020,Natural Gas,5896.6
3927,MO,2020,Hydroelectric,548.5
3928,MO,2018,Natural Gas,6066.6
3929,MO,2018,Nuclear,1190.0
3930,MO,2018,Petroleum,1112.5
3931,MO,2018,Solar,62.1
3932,MO,2018,Wind,954.3
3933,MO,2018,Coal,10470.9
3934,MO,2018,Hydroelectric,548.5
3935,MO,2017,Hydroelectric,548.5
3936,MO,2017,Natural Gas,6025.6
3937,MO,2017,Nuclear,1190.0
3938,MO,2017,Petroleum,1105.1
3939,MO,2017,Solar,48.6
3940,MO,2017,Wind,954.3
3941,MO,2017,Coal,11260.8
3942,MO,2016,Coal,11726.1
3943,MO,2016,Wind,654.3
3944,MO,2016,Solar,25.7
3945,MO,2016,Petroleum,1134.2
3946,MO,2016,Nuclear,1190.0
3947,MO,2016,Natural Gas,5718.1
3948,MO,2016,Hydroelectric,545.7
3949,MO,2015,Coal,12156.5
3950,MO,2015,Wind,458.5
3951,MO,2015,Solar,11.5
3952,MO,2015,Petroleum,1144.7
3953,MO,2015,Nuclear,1190.0
3954,MO,2015,Natural Gas,5582.4
3955,MO,2015,Hydroelectric,545.7
3956,MO,2014,Coal,12326.6
3957,MO,2014,Wind,458.5
3958,MO,2014,Hydroelectric,568.1
3959,MO,2014,Natural Gas,5416.2
3960,MO,2014,Nuclear,1193.0
3961,MO,2014,Petroleum,1145.0
3962,MO,2014,Solar,7.7
3963,MO,2013,Natural Gas,5431.7
3964,MO,2013,Nuclear,1194.0
3965,MO,2013,Petroleum,1146.0
3966,MO,2013,Wind,458.5
3967,MO,2013,Coal,12332.9
3968,MO,2013,Hydroelectric,570.3
3969,MO,2012,Natural Gas,5499.7
3970,MO,2012,Nuclear,1190.0
3971,MO,2012,Petroleum,1161.4
3972,MO,2012,Wind,458.5
3973,MO,2012,Coal,12457.5
3974,MO,2012,Hydroelectric,570.3
3975,MO,2011,Coal,12424.7
3976,MO,2011,Wind,458.5
3977,MO,2011,Petroleum,1217.7
3978,MO,2011,Nuclear,1190.0
3979,MO,2011,Natural Gas,5525.3
3980,MO,2011,Hydroelectric,570.3
3981,MO,2010,Hydroelectric,564.2
3982,MO,2010,Natural Gas,5578.8
3983,MO,2010,Nuclear,1190.0
3984,MO,2010,Petroleum,1212.2
3985,MO,2010,Wind,458.5
3986,MO,2010,Coal,12070.1
3987,MO,2009,Coal,11231.0
3988,MO,2009,Wind,308.5
3989,MO,2009,Petroleum,1272.2
3990,MO,2009,Nuclear,1190.0
3991,MO,2009,Natural Gas,5597.9
3992,MO,2009,Hydroelectric,564.2
3993,MO,2008,Coal,11240.0
3994,MO,2008,Wind,162.5
3995,MO,2008,Petroleum,1282.0
3996,MO,2008,Nuclear,1190.0
3997,MO,2008,Natural Gas,5603.6
3998,MO,2008,Hydroelectric,566.2
3999,MO,2007,Wind,57.0
4000,MO,2007,Petroleum,1287.0
4001,MO,2007,Nuclear,1190.0
4002,MO,2007,Natural Gas,5553.0
4003,MO,2007,Hydroelectric,552.0
4004,MO,2007,Coal,11259.0
4005,MO,2006,Coal,11299.0
4006,MO,2006,Petroleum,1279.0
4007,MO,2006,Nuclear,1190.0
4008,MO,2006,Natural Gas,5619.0
4009,MO,2006,Hydroelectric,552.0
4010,MO,2005,Petroleum,1254.0
4011,MO,2005,Coal,11273.0
4012,MO,2005,Nuclear,1190.0
4013,MO,2005,Hydroelectric,552.0
4014,MO,2005,Natural Gas,5607.0
4015,MO,2004,Coal,11257.0
4016,MO,2004,Petroleum,1251.0
4017,MO,2004,Natural Gas,5302.0
4018,MO,2004,Nuclear,1137.0
4019,MO,2004,Hydroelectric,556.0
4020,MO,2003,Petroleum,1270.0
4021,MO,2003,Coal,11267.0
4022,MO,2003,Nuclear,1137.0
4023,MO,2003,Hydroelectric,556.0
4024,MO,2003,Natural Gas,5089.0
4025,MO,2002,Petroleum,1247.0
4026,MO,2002,Coal,11148.0
4027,MO,2002,Nuclear,1143.0
4028,MO,2002,Natural Gas,5065.0
4029,MO,2002,Hydroelectric,543.0
4030,MO,2001,Petroleum,1625.0
4031,MO,2001,Coal,11127.0
4032,MO,2001,Nuclear,1143.0
4033,MO,2001,Hydroelectric,543.0
4034,MO,2001,Natural Gas,4044.0
4035,MO,2000,Coal,11125.0
4036,MO,2000,Hydroelectric,543.0
4037,MO,2000,Natural Gas,2493.0
4038,MO,2000,Nuclear,1143.0
4039,MO,2000,Petroleum,1206.0
4040,MO,1999,Coal,10982.0
4041,MO,1999,Petroleum,1191.0
4042,MO,1999,Nuclear,1127.0
4043,MO,1999,Natural Gas,2363.0
4044,MO,1999,Hydroelectric,543.0
4045,MO,1998,Natural Gas,1820.0
4046,MO,1998,Nuclear,1143.0
4047,MO,1998,Petroleum,1191.0
4048,MO,1998,Coal,11036.0
4049,MO,1998,Hydroelectric,543.0
4050,MO,1997,Coal,11014.0
4051,MO,1997,Petroleum,1210.0
4052,MO,1997,Nuclear,1143.0
4053,MO,1997,Natural Gas,1844.0
4054,MO,1997,Hydroelectric,543.0
4055,MO,1996,Coal,10653.0
4056,MO,1996,Petroleum,1741.0
4057,MO,1996,Nuclear,1137.0
4058,MO,1996,Natural Gas,1449.0
4059,MO,1996,Hydroelectric,543.0
4060,MO,1995,Nuclear,1125.0
4061,MO,1995,Natural Gas,1209.0
4062,MO,1995,Hydroelectric,543.0
4063,MO,1995,Coal,10671.0
4064,MO,1995,Petroleum,1720.0
4065,MO,1994,Petroleum,1628.0
4066,MO,1994,Coal,10908.0
4067,MO,1994,Nuclear,1115.0
4068,MO,1994,Natural Gas,841.0
4069,MO,1994,Hydroelectric,543.0
4070,MO,1993,Coal,10897.0
4071,MO,1993,Hydroelectric,543.0
4072,MO,1993,Natural Gas,834.0
4073,MO,1993,Nuclear,1125.0
4074,MO,1993,Petroleum,1574.0
4075,MO,1992,Petroleum,1550.0
4076,MO,1992,Coal,10897.0
4077,MO,1992,Nuclear,1125.0
4078,MO,1992,Hydroelectric,543.0
4079,MO,1992,Natural Gas,834.0
4080,MO,1991,Coal,10880.0
4081,MO,1991,Hydroelectric,544.0
4082,MO,1991,Natural Gas,768.0
4083,MO,1991,Nuclear,1125.0
4084,MO,1991,Petroleum,1537.0
4085,MO,1990,Coal,10830.0
4086,MO,1990,Hydroelectric,544.0
4087,MO,1990,Nuclear,1125.0
4088,MO,1990,Natural Gas,770.0
4089,MO,1990,Petroleum,1498.0
4090,MS,2021,Nuclear,1401.0
4091,MS,2021,Petroleum,9.0
4092,MS,2021,Solar,219.3
4093,MS,2021,Coal,1444.0
4094,MS,2021,Natural Gas,11309.5
4095,MS,2020,Coal,1444.0
4096,MS,2020,Solar,218.1
4097,MS,2020,Petroleum,9.0
4098,MS,2020,Nuclear,1401.0
4099,MS,2020,Natural Gas,11227.3
4100,MS,2018,Petroleum,19.3
4101,MS,2018,Nuclear,1401.0
4102,MS,2018,Natural Gas,11404.4
4103,MS,2018,Coal,1444.0
4104,MS,2018,Solar,160.6
4105,MS,2017,Coal,1804.0
4106,MS,2017,Solar,160.6
4107,MS,2017,Petroleum,44.3
4108,MS,2017,Nuclear,1401.0
4109,MS,2017,Natural Gas,12141.6
4110,MS,2016,Petroleum,44.3
4111,MS,2016,Nuclear,1401.0
4112,MS,2016,Solar,3.1
4113,MS,2016,Coal,1820.0
4114,MS,2016,Natural Gas,12413.7
4115,MS,2015,Nuclear,1401.0
4116,MS,2015,Petroleum,44.3
4117,MS,2015,Coal,1820.0
4118,MS,2015,Natural Gas,12543.1
4119,MS,2014,Coal,2526.0
4120,MS,2014,Petroleum,43.1
4121,MS,2014,Natural Gas,11678.3
4122,MS,2014,Nuclear,1408.5
4123,MS,2013,Coal,2526.0
4124,MS,2013,Petroleum,43.0
4125,MS,2013,Nuclear,1413.4
4126,MS,2013,Natural Gas,11149.2
4127,MS,2012,Coal,2526.0
4128,MS,2012,Petroleum,35.0
4129,MS,2012,Natural Gas,11410.5
4130,MS,2012,Nuclear,1190.0
4131,MS,2011,Coal,2526.0
4132,MS,2011,Nuclear,1190.0
4133,MS,2011,Petroleum,35.0
4134,MS,2011,Natural Gas,11551.9
4135,MS,2010,Coal,2526.0
4136,MS,2010,Petroleum,35.0
4137,MS,2010,Natural Gas,11638.3
4138,MS,2010,Nuclear,1251.0
4139,MS,2009,Coal,2554.9
4140,MS,2009,Petroleum,35.0
4141,MS,2009,Nuclear,1251.0
4142,MS,2009,Natural Gas,11745.6
4143,MS,2008,Coal,2554.9
4144,MS,2008,Petroleum,36.0
4145,MS,2008,Natural Gas,11863.4
4146,MS,2008,Nuclear,1259.0
4147,MS,2007,Coal,2542.0
4148,MS,2007,Nuclear,1268.0
4149,MS,2007,Petroleum,36.0
4150,MS,2007,Natural Gas,12125.0
4151,MS,2006,Coal,2548.0
4152,MS,2006,Petroleum,36.0
4153,MS,2006,Nuclear,1266.0
4154,MS,2006,Natural Gas,12537.0
4155,MS,2005,Nuclear,1266.0
4156,MS,2005,Petroleum,34.0
4157,MS,2005,Coal,2563.0
4158,MS,2005,Natural Gas,12789.0
4159,MS,2004,Coal,2660.0
4160,MS,2004,Petroleum,32.0
4161,MS,2004,Natural Gas,12548.0
4162,MS,2004,Nuclear,1270.0
4163,MS,2003,Coal,2671.0
4164,MS,2003,Nuclear,1263.0
4165,MS,2003,Petroleum,36.0
4166,MS,2003,Natural Gas,12407.0
4167,MS,2002,Coal,2665.0
4168,MS,2002,Petroleum,36.0
4169,MS,2002,Natural Gas,9176.0
4170,MS,2002,Nuclear,1231.0
4171,MS,2001,Coal,2208.0
4172,MS,2001,Petroleum,60.0
4173,MS,2001,Nuclear,1210.0
4174,MS,2001,Natural Gas,6436.0
4175,MS,2000,Coal,2208.0
4176,MS,2000,Natural Gas,5263.0
4177,MS,2000,Petroleum,65.0
4178,MS,2000,Nuclear,1210.0
4179,MS,1999,Coal,2121.0
4180,MS,1999,Petroleum,35.0
4181,MS,1999,Nuclear,1204.0
4182,MS,1999,Natural Gas,4454.0
4183,MS,1998,Nuclear,1204.0
4184,MS,1998,Petroleum,42.0
4185,MS,1998,Coal,2136.0
4186,MS,1998,Natural Gas,3888.0
4187,MS,1997,Nuclear,1200.0
4188,MS,1997,Petroleum,33.0
4189,MS,1997,Coal,2131.0
4190,MS,1997,Natural Gas,3847.0
4191,MS,1996,Coal,2255.0
4192,MS,1996,Petroleum,33.0
4193,MS,1996,Natural Gas,3778.0
4194,MS,1996,Nuclear,1179.0
4195,MS,1995,Coal,2255.0
4196,MS,1995,Nuclear,1173.0
4197,MS,1995,Natural Gas,3782.0
4198,MS,1995,Petroleum,33.0
4199,MS,1994,Nuclear,1143.0
4200,MS,1994,Petroleum,126.0
4201,MS,1994,Coal,2228.0
4202,MS,1994,Natural Gas,3613.0
4203,MS,1993,Nuclear,1143.0
4204,MS,1993,Natural Gas,2762.0
4205,MS,1993,Coal,2238.0
4206,MS,1993,Petroleum,897.0
4207,MS,1992,Nuclear,1143.0
4208,MS,1992,Petroleum,897.0
4209,MS,1992,Coal,2238.0
4210,MS,1992,Natural Gas,2761.0
4211,MS,1991,Coal,2246.0
4212,MS,1991,Natural Gas,2618.0
4213,MS,1991,Nuclear,1143.0
4214,MS,1991,Petroleum,894.0
4215,MS,1990,Coal,2244.0
4216,MS,1990,Natural Gas,2620.0
4217,MS,1990,Nuclear,1142.0
4218,MS,1990,Petroleum,894.0
4219,MT,2021,Coal,1630.5
4220,MT,2021,Wind,1112.7
4221,MT,2021,Solar,17.0
4222,MT,2021,Petroleum,52.0
4223,MT,2021,Natural Gas,388.0
4224,MT,2021,Hydroelectric,2820.5
4225,MT,2020,Coal,1683.6
4226,MT,2020,Wind,872.9
4227,MT,2020,Solar,17.0
4228,MT,2020,Petroleum,52.0
4229,MT,2020,Natural Gas,388.0
4230,MT,2020,Hydroelectric,2806.4
4231,MT,2018,Petroleum,52.0
4232,MT,2018,Natural Gas,393.8
4233,MT,2018,Hydroelectric,2767.7
4234,MT,2018,Coal,2297.6
4235,MT,2018,Solar,17.0
4236,MT,2018,Wind,783.5
4237,MT,2017,Petroleum,52.0
4238,MT,2017,Solar,17.0
4239,MT,2017,Wind,678.5
4240,MT,2017,Coal,2293.1
4241,MT,2017,Natural Gas,393.8
4242,MT,2017,Hydroelectric,2747.8
4243,MT,2016,Coal,2293.1
4244,MT,2016,Wind,678.5
4245,MT,2016,Petroleum,52.0
4246,MT,2016,Natural Gas,393.8
4247,MT,2016,Hydroelectric,2747.8
4248,MT,2015,Coal,2293.1
4249,MT,2015,Wind,653.5
4250,MT,2015,Petroleum,52.0
4251,MT,2015,Natural Gas,375.6
4252,MT,2015,Hydroelectric,2757.6
4253,MT,2014,Coal,2419.1
4254,MT,2014,Natural Gas,416.1
4255,MT,2014,Petroleum,52.0
4256,MT,2014,Wind,636.7
4257,MT,2014,Hydroelectric,2757.6
4258,MT,2013,Natural Gas,416.1
4259,MT,2013,Petroleum,52.0
4260,MT,2013,Wind,612.4
4261,MT,2013,Coal,2442.1
4262,MT,2013,Hydroelectric,2758.1
4263,MT,2012,Hydroelectric,2731.6
4264,MT,2012,Natural Gas,416.1
4265,MT,2012,Petroleum,54.0
4266,MT,2012,Wind,627.8
4267,MT,2012,Coal,2442.1
4268,MT,2011,Coal,2442.1
4269,MT,2011,Wind,378.2
4270,MT,2011,Petroleum,54.0
4271,MT,2011,Natural Gas,375.6
4272,MT,2011,Hydroelectric,2724.6
4273,MT,2010,Coal,2442.3
4274,MT,2010,Natural Gas,239.7
4275,MT,2010,Petroleum,54.0
4276,MT,2010,Wind,379.2
4277,MT,2010,Hydroelectric,2705.3
4278,MT,2009,Coal,2442.3
4279,MT,2009,Wind,368.7
4280,MT,2009,Petroleum,57.0
4281,MT,2009,Natural Gas,156.2
4282,MT,2009,Hydroelectric,2691.6
4283,MT,2008,Coal,2442.3
4284,MT,2008,Wind,255.0
4285,MT,2008,Petroleum,57.0
4286,MT,2008,Natural Gas,153.7
4287,MT,2008,Hydroelectric,2659.7
4288,MT,2007,Coal,2458.0
4289,MT,2007,Geothermal,22.0
4290,MT,2007,Hydroelectric,2620.0
4291,MT,2007,Natural Gas,154.0
4292,MT,2007,Petroleum,59.0
4293,MT,2007,Wind,149.0
4294,MT,2006,Coal,2460.0
4295,MT,2006,Wind,145.0
4296,MT,2006,Petroleum,57.0
4297,MT,2006,Natural Gas,154.0
4298,MT,2006,Hydroelectric,2604.0
4299,MT,2005,Coal,2339.0
4300,MT,2005,Wind,135.0
4301,MT,2005,Hydroelectric,2619.0
4302,MT,2005,Natural Gas,100.0
4303,MT,2005,Petroleum,57.0
4304,MT,2004,Natural Gas,98.0
4305,MT,2004,Petroleum,55.0
4306,MT,2004,Coal,2335.0
4307,MT,2004,Hydroelectric,2627.0
4308,MT,2003,Coal,2300.0
4309,MT,2003,Hydroelectric,2712.0
4310,MT,2003,Natural Gas,97.0
4311,MT,2003,Petroleum,90.0
4312,MT,2002,Coal,2296.0
4313,MT,2002,Petroleum,95.0
4314,MT,2002,Natural Gas,58.0
4315,MT,2002,Hydroelectric,2717.0
4316,MT,2001,Coal,2335.0
4317,MT,2001,Petroleum,58.0
4318,MT,2001,Hydroelectric,2680.0
4319,MT,2001,Natural Gas,58.0
4320,MT,2000,Natural Gas,58.0
4321,MT,2000,Coal,2987.0
4322,MT,2000,Hydroelectric,2734.0
4323,MT,2000,Petroleum,65.0
4324,MT,1999,Natural Gas,53.0
4325,MT,1999,Coal,3013.0
4326,MT,1999,Petroleum,66.0
4327,MT,1999,Hydroelectric,2730.0
4328,MT,1998,Natural Gas,52.0
4329,MT,1998,Petroleum,66.0
4330,MT,1998,Coal,2339.0
4331,MT,1998,Hydroelectric,2598.0
4332,MT,1997,Coal,2333.0
4333,MT,1997,Petroleum,66.0
4334,MT,1997,Natural Gas,53.0
4335,MT,1997,Hydroelectric,2602.0
4336,MT,1996,Coal,2299.0
4337,MT,1996,Petroleum,66.0
4338,MT,1996,Natural Gas,120.0
4339,MT,1996,Hydroelectric,2557.0
4340,MT,1995,Petroleum,61.0
4341,MT,1995,Coal,2299.0
4342,MT,1995,Natural Gas,120.0
4343,MT,1995,Hydroelectric,2562.0
4344,MT,1994,Natural Gas,120.0
4345,MT,1994,Coal,2299.0
4346,MT,1994,Hydroelectric,2526.0
4347,MT,1993,Natural Gas,120.0
4348,MT,1993,Coal,2299.0
4349,MT,1993,Hydroelectric,2490.0
4350,MT,1992,Natural Gas,120.0
4351,MT,1992,Coal,2299.0
4352,MT,1992,Hydroelectric,2490.0
4353,MT,1991,Coal,2299.0
4354,MT,1991,Hydroelectric,2448.0
4355,MT,1991,Natural Gas,120.0
4356,MT,1991,Wind,0.0
4357,MT,1990,Coal,2299.0
4358,MT,1990,Hydroelectric,2531.0
4359,MT,1990,Natural Gas,120.0
4360,MT,1990,Wind,0.0
4361,NC,2021,Coal,9258.7
4362,NC,2021,Wind,208.0
4363,NC,2021,Solar,5733.0
4364,NC,2021,Petroleum,502.0
4365,NC,2021,Nuclear,5149.6
4366,NC,2021,Natural Gas,11557.5
4367,NC,2021,Hydroelectric,2005.7
4368,NC,2020,Coal,9935.7
4369,NC,2020,Wind,208.0
4370,NC,2020,Solar,5021.8
4371,NC,2020,Petroleum,502.0
4372,NC,2020,Nuclear,5149.6
4373,NC,2020,Natural Gas,11557.5
4374,NC,2020,Hydroelectric,2009.0
4375,NC,2018,Solar,3998.1
4376,NC,2018,Petroleum,502.6
4377,NC,2018,Nuclear,5149.6
4378,NC,2018,Natural Gas,11113.1
4379,NC,2018,Hydroelectric,2002.0
4380,NC,2018,Coal,10504.8
4381,NC,2018,Wind,208.0
4382,NC,2017,Natural Gas,10769.9
4383,NC,2017,Nuclear,5117.6
4384,NC,2017,Petroleum,337.6
4385,NC,2017,Solar,3355.0
4386,NC,2017,Wind,208.0
4387,NC,2017,Coal,10536.8
4388,NC,2017,Hydroelectric,2002.0
4389,NC,2016,Coal,10745.8
4390,NC,2016,Wind,208.0
4391,NC,2016,Solar,2437.0
4392,NC,2016,Petroleum,396.6
4393,NC,2016,Nuclear,5113.6
4394,NC,2016,Natural Gas,10682.5
4395,NC,2016,Hydroelectric,2002.0
4396,NC,2015,Coal,10802.8
4397,NC,2015,Solar,1436.8
4398,NC,2015,Petroleum,402.8
4399,NC,2015,Nuclear,5113.6
4400,NC,2015,Natural Gas,10815.7
4401,NC,2015,Hydroelectric,2004.1
4402,NC,2014,Coal,10832.8
4403,NC,2014,Solar,676.0
4404,NC,2014,Hydroelectric,1999.1
4405,NC,2014,Natural Gas,10770.2
4406,NC,2014,Nuclear,5094.1
4407,NC,2014,Petroleum,402.4
4408,NC,2013,Natural Gas,10742.3
4409,NC,2013,Nuclear,5076.1
4410,NC,2013,Petroleum,402.4
4411,NC,2013,Solar,333.2
4412,NC,2013,Coal,10794.8
4413,NC,2013,Hydroelectric,1997.0
4414,NC,2012,Natural Gas,10086.3
4415,NC,2012,Nuclear,4998.0
4416,NC,2012,Petroleum,447.4
4417,NC,2012,Solar,114.6
4418,NC,2012,Coal,12104.8
4419,NC,2012,Hydroelectric,1964.2
4420,NC,2011,Coal,12250.8
4421,NC,2011,Solar,44.7
4422,NC,2011,Petroleum,543.7
4423,NC,2011,Nuclear,4970.0
4424,NC,2011,Natural Gas,8026.3
4425,NC,2011,Hydroelectric,1964.3
4426,NC,2010,Coal,12765.8
4427,NC,2010,Natural Gas,6742.3
4428,NC,2010,Nuclear,4958.0
4429,NC,2010,Petroleum,572.7
4430,NC,2010,Solar,34.9
4431,NC,2010,Hydroelectric,1955.7
4432,NC,2009,Coal,12951.8
4433,NC,2009,Solar,3.3
4434,NC,2009,Petroleum,559.9
4435,NC,2009,Nuclear,4958.0
4436,NC,2009,Natural Gas,6718.3
4437,NC,2009,Hydroelectric,1951.7
4438,NC,2008,Coal,13068.8
4439,NC,2008,Solar,3.3
4440,NC,2008,Petroleum,557.8
4441,NC,2008,Nuclear,4958.0
4442,NC,2008,Natural Gas,6678.7
4443,NC,2008,Hydroelectric,1951.7
4444,NC,2007,Coal,13068.0
4445,NC,2007,Hydroelectric,1960.0
4446,NC,2007,Natural Gas,6616.0
4447,NC,2007,Nuclear,4975.0
4448,NC,2007,Petroleum,564.0
4449,NC,2006,Coal,13113.0
4450,NC,2006,Petroleum,563.0
4451,NC,2006,Nuclear,4975.0
4452,NC,2006,Natural Gas,5997.0
4453,NC,2006,Hydroelectric,1954.0
4454,NC,2005,Petroleum,594.0
4455,NC,2005,Coal,13196.0
4456,NC,2005,Nuclear,4938.0
4457,NC,2005,Hydroelectric,1945.0
4458,NC,2005,Natural Gas,5997.0
4459,NC,2004,Coal,13226.0
4460,NC,2004,Petroleum,595.0
4461,NC,2004,Natural Gas,6310.0
4462,NC,2004,Nuclear,4938.0
4463,NC,2004,Hydroelectric,1951.0
4464,NC,2003,Coal,13268.0
4465,NC,2003,Hydroelectric,1939.0
4466,NC,2003,Petroleum,885.0
4467,NC,2003,Natural Gas,6299.0
4468,NC,2003,Nuclear,4783.0
4469,NC,2002,Petroleum,887.0
4470,NC,2002,Coal,13268.0
4471,NC,2002,Nuclear,4731.0
4472,NC,2002,Natural Gas,5723.0
4473,NC,2002,Hydroelectric,1914.0
4474,NC,2001,Petroleum,839.0
4475,NC,2001,Coal,13322.0
4476,NC,2001,Nuclear,4731.0
4477,NC,2001,Hydroelectric,1867.0
4478,NC,2001,Natural Gas,4789.0
4479,NC,2000,Coal,13365.0
4480,NC,2000,Hydroelectric,1860.0
4481,NC,2000,Natural Gas,3260.0
4482,NC,2000,Nuclear,4691.0
4483,NC,2000,Petroleum,886.0
4484,NC,1999,Coal,13264.0
4485,NC,1999,Petroleum,843.0
4486,NC,1999,Nuclear,4691.0
4487,NC,1999,Natural Gas,1782.0
4488,NC,1999,Hydroelectric,1860.0
4489,NC,1998,Petroleum,883.0
4490,NC,1998,Coal,13266.0
4491,NC,1998,Hydroelectric,1990.0
4492,NC,1998,Natural Gas,1571.0
4493,NC,1998,Nuclear,4691.0
4494,NC,1997,Coal,13352.0
4495,NC,1997,Petroleum,879.0
4496,NC,1997,Nuclear,4749.0
4497,NC,1997,Natural Gas,1576.0
4498,NC,1997,Hydroelectric,1927.0
4499,NC,1996,Coal,13401.0
4500,NC,1996,Petroleum,864.0
4501,NC,1996,Nuclear,4639.0
4502,NC,1996,Natural Gas,1579.0
4503,NC,1996,Hydroelectric,1916.0
4504,NC,1995,Natural Gas,469.0
4505,NC,1995,Nuclear,4639.0
4506,NC,1995,Petroleum,1758.0
4507,NC,1995,Coal,13405.0
4508,NC,1995,Hydroelectric,1890.0
4509,NC,1994,Petroleum,868.0
4510,NC,1994,Coal,13356.0
4511,NC,1994,Nuclear,4639.0
4512,NC,1994,Natural Gas,428.0
4513,NC,1994,Hydroelectric,1818.0
4514,NC,1993,Coal,13185.0
4515,NC,1993,Hydroelectric,1815.0
4516,NC,1993,Natural Gas,425.0
4517,NC,1993,Nuclear,4639.0
4518,NC,1993,Petroleum,854.0
4519,NC,1992,Petroleum,826.0
4520,NC,1992,Coal,13169.0
4521,NC,1992,Nuclear,4639.0
4522,NC,1992,Hydroelectric,1815.0
4523,NC,1992,Natural Gas,357.0
4524,NC,1991,Coal,13078.0
4525,NC,1991,Hydroelectric,1827.0
4526,NC,1991,Natural Gas,262.0
4527,NC,1991,Nuclear,4639.0
4528,NC,1991,Petroleum,854.0
4529,NC,1990,Coal,13049.0
4530,NC,1990,Hydroelectric,1827.0
4531,NC,1990,Nuclear,4698.0
4532,NC,1990,Natural Gas,307.0
4533,NC,1990,Petroleum,816.0
4534,ND,2021,Coal,4018.5
4535,ND,2021,Wind,4326.7
4536,ND,2021,Petroleum,63.2
4537,ND,2021,Natural Gas,560.8
4538,ND,2021,Hydroelectric,510.0
4539,ND,2020,Coal,3948.8
4540,ND,2020,Wind,4027.9
4541,ND,2020,Petroleum,63.2
4542,ND,2020,Natural Gas,613.9
4543,ND,2020,Hydroelectric,510.0
4544,ND,2018,Natural Gas,519.6
4545,ND,2018,Petroleum,63.2
4546,ND,2018,Wind,3221.8
4547,ND,2018,Coal,4042.4
4548,ND,2018,Hydroelectric,510.0
4549,ND,2017,Natural Gas,519.6
4550,ND,2017,Petroleum,65.2
4551,ND,2017,Wind,3073.0
4552,ND,2017,Coal,4042.4
4553,ND,2017,Hydroelectric,510.0
4554,ND,2016,Coal,4222.5
4555,ND,2016,Wind,2823.7
4556,ND,2016,Petroleum,62.3
4557,ND,2016,Natural Gas,328.0
4558,ND,2016,Hydroelectric,510.0
4559,ND,2015,Coal,4214.4
4560,ND,2015,Wind,2221.7
4561,ND,2015,Petroleum,64.7
4562,ND,2015,Natural Gas,328.0
4563,ND,2015,Hydroelectric,510.0
4564,ND,2014,Coal,4184.6
4565,ND,2014,Wind,1759.2
4566,ND,2014,Hydroelectric,510.0
4567,ND,2014,Natural Gas,248.0
4568,ND,2014,Petroleum,64.6
4569,ND,2013,Petroleum,64.6
4570,ND,2013,Natural Gas,80.0
4571,ND,2013,Hydroelectric,510.0
4572,ND,2013,Coal,4128.4
4573,ND,2013,Wind,1759.2
4574,ND,2012,Coal,4141.1
4575,ND,2012,Wind,1759.2
4576,ND,2012,Petroleum,58.6
4577,ND,2012,Hydroelectric,508.0
4578,ND,2011,Coal,4147.3
4579,ND,2011,Hydroelectric,508.0
4580,ND,2011,Natural Gas,9.6
4581,ND,2011,Petroleum,72.4
4582,ND,2011,Wind,1422.9
4583,ND,2010,Wind,1422.9
4584,ND,2010,Petroleum,71.4
4585,ND,2010,Natural Gas,9.6
4586,ND,2010,Coal,4152.7
4587,ND,2010,Hydroelectric,508.0
4588,ND,2009,Wind,1201.8
4589,ND,2009,Coal,4148.3
4590,ND,2009,Petroleum,71.4
4591,ND,2009,Natural Gas,9.6
4592,ND,2009,Hydroelectric,508.0
4593,ND,2008,Wind,775.7
4594,ND,2008,Coal,4119.2
4595,ND,2008,Petroleum,75.1
4596,ND,2008,Hydroelectric,486.0
4597,ND,2008,Natural Gas,9.6
4598,ND,2007,Coal,4119.0
4599,ND,2007,Hydroelectric,486.0
4600,ND,2007,Petroleum,75.0
4601,ND,2007,Natural Gas,10.0
4602,ND,2007,Wind,383.0
4603,ND,2006,Coal,4127.0
4604,ND,2006,Wind,164.0
4605,ND,2006,Petroleum,77.0
4606,ND,2006,Natural Gas,10.0
4607,ND,2006,Hydroelectric,443.0
4608,ND,2005,Petroleum,75.0
4609,ND,2005,Wind,96.0
4610,ND,2005,Coal,4127.0
4611,ND,2005,Natural Gas,10.0
4612,ND,2005,Hydroelectric,432.0
4613,ND,2004,Coal,4126.0
4614,ND,2004,Wind,64.0
4615,ND,2004,Petroleum,71.0
4616,ND,2004,Natural Gas,10.0
4617,ND,2004,Hydroelectric,485.0
4618,ND,2003,Petroleum,70.0
4619,ND,2003,Wind,64.0
4620,ND,2003,Coal,4129.0
4621,ND,2003,Natural Gas,10.0
4622,ND,2003,Hydroelectric,371.0
4623,ND,2002,Coal,4105.0
4624,ND,2002,Petroleum,69.0
4625,ND,2002,Natural Gas,10.0
4626,ND,2002,Hydroelectric,497.0
4627,ND,2001,Coal,4128.0
4628,ND,2001,Petroleum,64.0
4629,ND,2001,Hydroelectric,497.0
4630,ND,2001,Natural Gas,10.0
4631,ND,2000,Coal,4127.0
4632,ND,2000,Natural Gas,10.0
4633,ND,2000,Hydroelectric,497.0
4634,ND,2000,Petroleum,66.0
