,State,Year,Fuel Type,Capacity (MWh)
0,AK,2021,Coal,168.9
1,AK,2021,Wind,59.0
2,AK,2021,Solar,0.8
3,AK,2021,Petroleum,742.7
4,AK,2021,Natural Gas,1273.1
5,AK,2021,Hydroelectric,475.6
6,AK,2020,Coal,168.9
7,AK,2020,Wind,59.8
8,AK,2020,Petroleum,739.9
9,AK,2020,Natural Gas,1273.1
10,AK,2020,Hydroelectric,470.6
11,AK,2018,Natural Gas,1280.5
12,AK,2018,Petroleum,726.8
13,AK,2018,Coal,152.8
14,AK,2018,Wind,60.6
15,AK,2018,Hydroelectric,470.6
16,AK,2017,Natural Gas,1280.5
17,AK,2017,Petroleum,731.0
18,AK,2017,Wind,60.6
19,AK,2017,Coal,152.8
20,AK,2017,Hydroelectric,470.6
21,AK,2016,Wind,60.6
22,AK,2016,Petroleum,725.1
23,AK,2016,Natural Gas,1280.5
24,AK,2016,Hydroelectric,470.4
25,AK,2016,Coal,153.8
26,AK,2015,Coal,103.8
27,AK,2015,Wind,60.6
28,AK,2015,Petroleum,702.3
29,AK,2015,Natural Gas,1247.3
30,AK,2015,Hydroelectric,441.1
31,AK,2014,Wind,60.0
32,AK,2014,Coal,106.1
33,AK,2014,Petroleum,685.4
34,AK,2014,Hydroelectric,435.7
35,AK,2014,Natural Gas,1103.0
36,AK,2013,Natural Gas,1095.2
37,AK,2013,Petroleum,668.7
38,AK,2013,Wind,60.0
39,AK,2013,Coal,110.5
40,AK,2013,Hydroelectric,415.6
41,AK,2012,Natural Gas,853.6
42,AK,2012,Petroleum,673.5
43,AK,2012,Wind,32.7
44,AK,2012,Coal,110.5
45,AK,2012,Hydroelectric,415.6
46,AK,2011,Coal,110.5
47,AK,2011,Wind,7.4
48,AK,2011,Petroleum,668.9
49,AK,2011,Natural Gas,837.5
50,AK,2011,Hydroelectric,415.2
51,AK,2010,Coal,110.5
52,AK,2010,Wind,7.4
53,AK,2010,Natural Gas,837.7
54,AK,2010,Petroleum,662.7
55,AK,2010,Hydroelectric,414.4
56,AK,2009,Natural Gas,836.3
57,AK,2009,Petroleum,644.0
58,AK,2009,Wind,7.4
59,AK,2009,Coal,110.5
60,AK,2009,Hydroelectric,414.2
61,AK,2008,Natural Gas,837.8
62,AK,2008,Petroleum,642.7
63,AK,2008,Wind,2.9
64,AK,2008,Coal,112.0
65,AK,2008,Hydroelectric,399.9
66,AK,2007,Coal,105.0
67,AK,2007,Wind,3.0
68,AK,2007,Petroleum,622.0
69,AK,2007,Natural Gas,834.0
70,AK,2007,Hydroelectric,397.0
71,AK,2006,Coal,105.0
72,AK,2006,Wind,3.0
73,AK,2006,Petroleum,575.0
74,AK,2006,Natural Gas,805.0
75,AK,2006,Hydroelectric,397.0
76,AK,2005,Coal,105.0
77,AK,2005,Wind,10.0
78,AK,2005,Petroleum,574.0
79,AK,2005,Natural Gas,805.0
80,AK,2005,Hydroelectric,397.0
81,AK,2004,Coal,85.0
82,AK,2004,Hydroelectric,395.0
83,AK,2004,Natural Gas,805.0
84,AK,2004,Petroleum,565.0
85,AK,2004,Wind,1.0
86,AK,2003,Coal,85.0
87,AK,2003,Wind,1.0
88,AK,2003,Petroleum,578.0
89,AK,2003,Natural Gas,835.0
90,AK,2003,Hydroelectric,396.0
91,AK,2002,Coal,85.0
92,AK,2002,Petroleum,577.0
93,AK,2002,Hydroelectric,396.0
94,AK,2002,Natural Gas,937.0
95,AK,2001,Hydroelectric,399.0
96,AK,2001,Natural Gas,923.0
97,AK,2001,Petroleum,583.0
98,AK,2001,Coal,85.0
99,AK,2000,Hydroelectric,396.0
100,AK,2000,Natural Gas,851.0
101,AK,2000,Wind,0.0
102,AK,2000,Petroleum,673.0
103,AK,2000,Coal,108.0
104,AK,1999,Coal,108.0
105,AK,1999,Wind,0.0
106,AK,1999,Petroleum,655.0
107,AK,1999,Natural Gas,805.0
108,AK,1999,Hydroelectric,374.0
109,AK,1998,Natural Gas,804.0
110,AK,1998,Petroleum,668.0
111,AK,1998,Wind,0.0
112,AK,1998,Coal,109.0
113,AK,1998,Hydroelectric,360.0
114,AK,1997,Coal,110.0
115,AK,1997,Wind,0.0
116,AK,1997,Petroleum,663.0
117,AK,1997,Natural Gas,813.0
118,AK,1997,Hydroelectric,371.0
119,AK,1996,Coal,110.0
120,AK,1996,Wind,0.0
121,AK,1996,Petroleum,620.0
122,AK,1996,Natural Gas,811.0
123,AK,1996,Hydroelectric,353.0
124,AK,1995,Natural Gas,891.0
125,AK,1995,Petroleum,623.0
126,AK,1995,Wind,0.0
127,AK,1995,Coal,110.0
128,AK,1995,Hydroelectric,353.0
129,AK,1994,Wind,0.0
130,AK,1994,Coal,110.0
131,AK,1994,Petroleum,627.0
132,AK,1994,Natural Gas,899.0
133,AK,1994,Hydroelectric,352.0
134,AK,1993,Coal,110.0
135,AK,1993,Wind,0.0
136,AK,1993,Petroleum,606.0
137,AK,1993,Natural Gas,904.0
138,AK,1993,Hydroelectric,352.0
139,AK,1992,Natural Gas,820.0
140,AK,1992,Hydroelectric,352.0
141,AK,1992,Petroleum,555.0
142,AK,1992,Coal,110.0
143,AK,1992,Wind,0.0
144,AK,1991,Coal,112.0
145,AK,1991,Hydroelectric,238.0
146,AK,1991,Natural Gas,796.0
147,AK,1991,Petroleum,548.0
148,AK,1991,Wind,0.0
149,AK,1990,Coal,117.0
150,AK,1990,Hydroelectric,236.0
151,AK,1990,Petroleum,584.0
152,AK,1990,Natural Gas,808.0
153,AK,1990,Wind,0.0
154,AL,2021,Coal,4728.0
155,AL,2021,Solar,421.1
156,AL,2021,Petroleum,42.6
157,AL,2021,Nuclear,5452.7
158,AL,2021,Natural Gas,14350.7
159,AL,2021,Hydroelectric,3291.8
160,AL,2020,Coal,4728.0
161,AL,2020,Solar,194.1
162,AL,2020,Petroleum,42.6
163,AL,2020,Nuclear,5544.5
164,AL,2020,Natural Gas,14298.5
165,AL,2020,Hydroelectric,3291.8
166,AL,2018,Natural Gas,14259.3
167,AL,2018,Nuclear,5370.4
168,AL,2018,Petroleum,42.6
169,AL,2018,Solar,194.1
170,AL,2018,Coal,6338.7
171,AL,2018,Hydroelectric,3292.0
172,AL,2017,Natural Gas,14941.9
173,AL,2017,Nuclear,5060.4
174,AL,2017,Petroleum,42.6
175,AL,2017,Solar,179.3
176,AL,2017,Coal,5503.1
177,AL,2017,Hydroelectric,3290.8
178,AL,2016,Coal,6283.4
179,AL,2016,Solar,75.0
180,AL,2016,Petroleum,42.6
181,AL,2016,Nuclear,5060.4
182,AL,2016,Natural Gas,13881.9
183,AL,2016,Hydroelectric,3042.3
184,AL,2015,Coal,8691.4
185,AL,2015,Petroleum,42.6
186,AL,2015,Nuclear,5066.4
187,AL,2015,Natural Gas,12564.7
188,AL,2015,Hydroelectric,3271.0
189,AL,2014,Coal,10746.4
190,AL,2014,Hydroelectric,3271.0
191,AL,2014,Natural Gas,12111.2
192,AL,2014,Nuclear,5066.4
193,AL,2014,Petroleum,42.6
194,AL,2013,Natural Gas,12082.0
195,AL,2013,Nuclear,5043.4
196,AL,2013,Petroleum,42.6
197,AL,2013,Coal,11136.7
198,AL,2013,Hydroelectric,3272.2
199,AL,2012,Natural Gas,12045.4
200,AL,2012,Nuclear,5043.4
201,AL,2012,Petroleum,42.6
202,AL,2012,Coal,11367.3
203,AL,2012,Hydroelectric,3272.2
204,AL,2011,Coal,11456.6
205,AL,2011,Petroleum,42.6
206,AL,2011,Nuclear,5043.4
207,AL,2011,Natural Gas,12072.6
208,AL,2011,Hydroelectric,3272.2
209,AL,2010,Natural Gas,11935.6
210,AL,2010,Nuclear,5043.4
211,AL,2010,Petroleum,42.6
212,AL,2010,Coal,11440.6
213,AL,2010,Hydroelectric,3272.2
214,AL,2009,Natural Gas,10911.9
215,AL,2009,Nuclear,4985.4
216,AL,2009,Petroleum,42.6
217,AL,2009,Coal,11485.7
218,AL,2009,Hydroelectric,3272.1
219,AL,2008,Natural Gas,10723.9
220,AL,2008,Nuclear,4984.6
221,AL,2008,Petroleum,42.6
222,AL,2008,Coal,11505.9
223,AL,2008,Hydroelectric,3272.1
224,AL,2007,Coal,11544.0
225,AL,2007,Petroleum,43.0
226,AL,2007,Nuclear,4985.0
227,AL,2007,Natural Gas,10098.0
228,AL,2007,Hydroelectric,3272.0
229,AL,2006,Coal,11557.0
230,AL,2006,Petroleum,43.0
231,AL,2006,Nuclear,5008.0
232,AL,2006,Natural Gas,10104.0
233,AL,2006,Hydroelectric,3271.0
234,AL,2005,Coal,11592.0
235,AL,2005,Petroleum,43.0
236,AL,2005,Nuclear,5008.0
237,AL,2005,Natural Gas,10159.0
238,AL,2005,Hydroelectric,3240.0
239,AL,2004,Hydroelectric,3280.0
240,AL,2004,Coal,11370.0
241,AL,2004,Natural Gas,10308.0
242,AL,2004,Nuclear,5008.0
243,AL,2004,Petroleum,43.0
244,AL,2003,Coal,11231.0
245,AL,2003,Petroleum,41.0
246,AL,2003,Nuclear,4972.0
247,AL,2003,Natural Gas,10136.0
248,AL,2003,Hydroelectric,3234.0
249,AL,2002,Petroleum,41.0
250,AL,2002,Coal,11265.0
251,AL,2002,Nuclear,4966.0
252,AL,2002,Hydroelectric,3002.0
253,AL,2002,Natural Gas,6764.0
254,AL,2001,Coal,11385.0
255,AL,2001,Petroleum,39.0
256,AL,2001,Nuclear,4966.0
257,AL,2001,Natural Gas,3411.0
258,AL,2001,Hydroelectric,3014.0
259,AL,2000,Coal,11409.0
260,AL,2000,Petroleum,39.0
261,AL,2000,Natural Gas,3068.0
262,AL,2000,Nuclear,4976.0
263,AL,2000,Hydroelectric,3014.0
264,AL,1999,Coal,11372.0
265,AL,1999,Petroleum,45.0
266,AL,1999,Nuclear,5000.0
267,AL,1999,Natural Gas,2342.0
268,AL,1999,Hydroelectric,3007.0
269,AL,1998,Natural Gas,2151.0
270,AL,1998,Nuclear,4947.0
271,AL,1998,Petroleum,31.0
272,AL,1998,Coal,11372.0
273,AL,1998,Hydroelectric,3009.0
274,AL,1997,Coal,11309.0
275,AL,1997,Petroleum,20.0
276,AL,1997,Nuclear,4873.0
277,AL,1997,Natural Gas,1880.0
278,AL,1997,Hydroelectric,2959.0
279,AL,1996,Coal,11539.0
280,AL,1996,Petroleum,23.0
281,AL,1996,Nuclear,4839.0
282,AL,1996,Natural Gas,1622.0
283,AL,1996,Hydroelectric,2881.0
284,AL,1995,Natural Gas,1152.0
285,AL,1995,Nuclear,4835.0
286,AL,1995,Petroleum,20.0
287,AL,1995,Coal,11692.0
288,AL,1995,Hydroelectric,2955.0
289,AL,1994,Petroleum,388.0
290,AL,1994,Coal,11554.0
291,AL,1994,Nuclear,4835.0
292,AL,1994,Natural Gas,334.0
293,AL,1994,Hydroelectric,2960.0
294,AL,1993,Coal,11602.0
295,AL,1993,Petroleum,18.0
296,AL,1993,Nuclear,4835.0
297,AL,1993,Natural Gas,712.0
298,AL,1993,Hydroelectric,2955.0
299,AL,1992,Hydroelectric,2955.0
300,AL,1992,Coal,11602.0
301,AL,1992,Natural Gas,625.0
302,AL,1992,Petroleum,18.0
303,AL,1992,Nuclear,4835.0
304,AL,1991,Coal,11612.0
305,AL,1991,Hydroelectric,2935.0
306,AL,1991,Natural Gas,625.0
307,AL,1991,Nuclear,4831.0
308,AL,1991,Petroleum,18.0
309,AL,1990,Coal,11131.0
310,AL,1990,Hydroelectric,2935.0
311,AL,1990,Nuclear,4847.0
312,AL,1990,Natural Gas,453.0
313,AL,1990,Petroleum,65.0
314,AR,2021,Coal,5128.1
315,AR,2021,Solar,223.7
316,AR,2021,Petroleum,9.0
317,AR,2021,Nuclear,1817.8
318,AR,2021,Natural Gas,6118.9
319,AR,2021,Hydroelectric,1265.8
320,AR,2020,Coal,5128.1
321,AR,2020,Solar,213.7
322,AR,2020,Petroleum,9.0
323,AR,2020,Nuclear,1817.8
324,AR,2020,Natural Gas,6123.9
325,AR,2020,Hydroelectric,1265.8
326,AR,2018,Natural Gas,6102.2
327,AR,2018,Nuclear,1817.8
328,AR,2018,Petroleum,12.2
329,AR,2018,Solar,100.0
330,AR,2018,Coal,5105.3
331,AR,2018,Hydroelectric,1265.8
332,AR,2017,Natural Gas,6070.8
333,AR,2017,Nuclear,1817.8
334,AR,2017,Petroleum,12.2
335,AR,2017,Solar,19.0
336,AR,2017,Coal,5100.0
337,AR,2017,Hydroelectric,1263.9
338,AR,2016,Coal,5116.0
339,AR,2016,Solar,13.0
340,AR,2016,Petroleum,12.2
341,AR,2016,Nuclear,1817.8
342,AR,2016,Natural Gas,6117.0
343,AR,2016,Hydroelectric,1266.7
344,AR,2015,Coal,5122.4
345,AR,2015,Solar,12.0
346,AR,2015,Petroleum,12.2
347,AR,2015,Nuclear,1808.5
348,AR,2015,Natural Gas,6145.0
349,AR,2015,Hydroelectric,1266.2
350,AR,2014,Coal,5124.5
351,AR,2014,Hydroelectric,1323.6
352,AR,2014,Natural Gas,6137.3
353,AR,2014,Nuclear,1819.6
354,AR,2014,Petroleum,12.2
355,AR,2013,Coal,5122.3
356,AR,2013,Hydroelectric,1324.2
357,AR,2013,Natural Gas,6171.8
358,AR,2013,Nuclear,1819.0
359,AR,2013,Petroleum,12.2
360,AR,2012,Natural Gas,7671.6
361,AR,2012,Nuclear,1828.0
362,AR,2012,Petroleum,17.2
363,AR,2012,Coal,5144.0
364,AR,2012,Hydroelectric,1340.7
365,AR,2011,Coal,4535.0
366,AR,2011,Petroleum,22.0
367,AR,2011,Nuclear,1823.0
368,AR,2011,Natural Gas,7882.1
369,AR,2011,Hydroelectric,1340.7
370,AR,2010,Coal,4535.0
371,AR,2010,Hydroelectric,1340.7
372,AR,2010,Natural Gas,7894.1
373,AR,2010,Nuclear,1835.0
374,AR,2010,Petroleum,22.0
375,AR,2009,Natural Gas,7867.1
376,AR,2009,Nuclear,1835.0
377,AR,2009,Hydroelectric,1336.7
378,AR,2009,Coal,3864.0
379,AR,2009,Petroleum,22.0
380,AR,2008,Petroleum,22.0
381,AR,2008,Coal,3861.0
382,AR,2008,Nuclear,1839.0
383,AR,2008,Hydroelectric,1321.0
384,AR,2008,Natural Gas,7873.1
385,AR,2007,Coal,3846.0
386,AR,2007,Petroleum,22.0
387,AR,2007,Natural Gas,7939.0
388,AR,2007,Nuclear,1838.0
389,AR,2007,Hydroelectric,1321.0
390,AR,2006,Coal,3846.0
391,AR,2006,Petroleum,23.0
392,AR,2006,Nuclear,1824.0
393,AR,2006,Natural Gas,7096.0
394,AR,2006,Hydroelectric,1389.0
395,AR,2005,Natural Gas,6696.0
396,AR,2005,Nuclear,1834.0
397,AR,2005,Petroleum,23.0
398,AR,2005,Coal,3793.0
399,AR,2005,Hydroelectric,1388.0
400,AR,2004,Coal,3745.0
401,AR,2004,Hydroelectric,1388.0
402,AR,2004,Natural Gas,6218.0
403,AR,2004,Nuclear,1837.0
404,AR,2004,Petroleum,22.0
405,AR,2003,Natural Gas,6220.0
406,AR,2003,Nuclear,1840.0
407,AR,2003,Petroleum,22.0
408,AR,2003,Coal,3745.0
409,AR,2003,Hydroelectric,1388.0
410,AR,2002,Petroleum,25.0
411,AR,2002,Coal,3757.0
412,AR,2002,Nuclear,1776.0
413,AR,2002,Natural Gas,4026.0
414,AR,2002,Hydroelectric,1388.0
415,AR,2001,Petroleum,29.0
416,AR,2001,Coal,3741.0
417,AR,2001,Nuclear,1782.0
418,AR,2001,Hydroelectric,1392.0
419,AR,2001,Natural Gas,2825.0
420,AR,2000,Coal,3680.0
421,AR,2000,Petroleum,29.0
422,AR,2000,Natural Gas,2547.0
423,AR,2000,Nuclear,1694.0
424,AR,2000,Hydroelectric,1396.0
425,AR,1999,Coal,3680.0
426,AR,1999,Petroleum,29.0
427,AR,1999,Nuclear,1694.0
428,AR,1999,Natural Gas,2592.0
429,AR,1999,Hydroelectric,1395.0
430,AR,1998,Natural Gas,2632.0
431,AR,1998,Nuclear,1694.0
432,AR,1998,Petroleum,311.0
433,AR,1998,Coal,3817.0
434,AR,1998,Hydroelectric,1279.0
435,AR,1997,Coal,3865.0
436,AR,1997,Petroleum,311.0
437,AR,1997,Nuclear,1694.0
438,AR,1997,Natural Gas,2550.0
439,AR,1997,Hydroelectric,1300.0
440,AR,1996,Nuclear,1694.0
441,AR,1996,Natural Gas,2637.0
442,AR,1996,Hydroelectric,1299.0
443,AR,1996,Coal,3817.0
444,AR,1996,Petroleum,220.0
445,AR,1995,Natural Gas,2676.0
446,AR,1995,Nuclear,1694.0
447,AR,1995,Petroleum,222.0
448,AR,1995,Coal,3817.0
449,AR,1995,Hydroelectric,1299.0
450,AR,1994,Petroleum,222.0
451,AR,1994,Coal,3817.0
452,AR,1994,Nuclear,1694.0
453,AR,1994,Natural Gas,2287.0
454,AR,1994,Hydroelectric,1299.0
455,AR,1993,Coal,3817.0
456,AR,1993,Petroleum,218.0
457,AR,1993,Nuclear,1694.0
458,AR,1993,Natural Gas,2073.0
459,AR,1993,Hydroelectric,1299.0
460,AR,1992,Hydroelectric,1267.0
461,AR,1992,Coal,3817.0
462,AR,1992,Natural Gas,2151.0
463,AR,1992,Petroleum,218.0
464,AR,1992,Nuclear,1694.0
465,AR,1991,Coal,3817.0
466,AR,1991,Hydroelectric,1262.0
467,AR,1991,Natural Gas,2070.0
468,AR,1991,Nuclear,1694.0
469,AR,1991,Petroleum,215.0
470,AR,1990,Coal,3817.0
471,AR,1990,Hydroelectric,1262.0
472,AR,1990,Nuclear,1694.0
473,AR,1990,Natural Gas,2011.0
474,AR,1990,Petroleum,222.0
475,AZ,2021,Coal,2943.0
476,AZ,2021,Wind,617.3
477,AZ,2021,Solar,2782.6
478,AZ,2021,Petroleum,87.5
479,AZ,2021,Nuclear,3937.0
480,AZ,2021,Natural Gas,14166.5
481,AZ,2021,Hydroelectric,2720.9
482,AZ,2020,Coal,2943.0
483,AZ,2020,Wind,617.3
484,AZ,2020,Solar,2418.6
485,AZ,2020,Petroleum,90.5
486,AZ,2020,Nuclear,3937.0
487,AZ,2020,Natural Gas,14101.2
488,AZ,2020,Hydroelectric,2720.9
489,AZ,2018,Natural Gas,13725.8
490,AZ,2018,Nuclear,3937.0
491,AZ,2018,Petroleum,90.5
492,AZ,2018,Coal,5579.0
493,AZ,2018,Wind,267.3
494,AZ,2018,Solar,2072.2
495,AZ,2018,Hydroelectric,2720.9
496,AZ,2017,Natural Gas,13562.8
497,AZ,2017,Nuclear,3937.0
498,AZ,2017,Petroleum,90.5
499,AZ,2017,Solar,1995.5
500,AZ,2017,Wind,267.3
501,AZ,2017,Coal,5754.0
502,AZ,2017,Hydroelectric,2720.9
503,AZ,2016,Coal,5754.0
504,AZ,2016,Wind,267.3
505,AZ,2016,Solar,1896.4
506,AZ,2016,Petroleum,90.5
507,AZ,2016,Nuclear,3937.0
508,AZ,2016,Natural Gas,13562.8
509,AZ,2016,Hydroelectric,2720.9
510,AZ,2015,Coal,5910.0
511,AZ,2015,Wind,267.3
512,AZ,2015,Solar,1522.5
513,AZ,2015,Petroleum,90.5
514,AZ,2015,Nuclear,3937.0
515,AZ,2015,Natural Gas,13381.9
516,AZ,2015,Hydroelectric,2720.9
517,AZ,2014,Nuclear,3937.0
518,AZ,2014,Petroleum,90.5
519,AZ,2014,Wind,237.3
520,AZ,2014,Natural Gas,13433.9
521,AZ,2014,Solar,1408.3
522,AZ,2014,Coal,6170.0
523,AZ,2014,Hydroelectric,2720.9
524,AZ,2013,Natural Gas,13351.6
525,AZ,2013,Nuclear,3937.0
526,AZ,2013,Petroleum,90.5
527,AZ,2013,Solar,1162.3
528,AZ,2013,Wind,237.3
529,AZ,2013,Coal,6157.0
530,AZ,2013,Hydroelectric,2719.4
531,AZ,2012,Natural Gas,13556.8
532,AZ,2012,Nuclear,3937.0
533,AZ,2012,Petroleum,90.5
534,AZ,2012,Solar,632.7
535,AZ,2012,Wind,237.3
536,AZ,2012,Coal,6157.0
537,AZ,2012,Hydroelectric,2720.4
538,AZ,2011,Coal,6225.0
539,AZ,2011,Wind,138.1
540,AZ,2011,Solar,130.1
541,AZ,2011,Petroleum,92.7
542,AZ,2011,Nuclear,3937.0
543,AZ,2011,Natural Gas,13547.6
544,AZ,2011,Hydroelectric,2720.4
545,AZ,2010,Coal,6233.0
546,AZ,2010,Wind,128.1
547,AZ,2010,Solar,19.9
548,AZ,2010,Natural Gas,13011.8
549,AZ,2010,Nuclear,3937.0
550,AZ,2010,Petroleum,92.7
551,AZ,2010,Hydroelectric,2720.4
552,AZ,2009,Coal,6227.0
553,AZ,2009,Wind,63.0
554,AZ,2009,Solar,10.5
555,AZ,2009,Petroleum,92.7
556,AZ,2009,Nuclear,3942.0
557,AZ,2009,Natural Gas,13030.8
558,AZ,2009,Hydroelectric,2720.4
559,AZ,2008,Solar,9.0
560,AZ,2008,Petroleum,92.7
561,AZ,2008,Nuclear,3942.0
562,AZ,2008,Natural Gas,13030.8
563,AZ,2008,Hydroelectric,2720.4
564,AZ,2008,Coal,5818.0
565,AZ,2007,Coal,5818.0
566,AZ,2007,Solar,9.0
567,AZ,2007,Petroleum,93.0
568,AZ,2007,Nuclear,3872.0
569,AZ,2007,Natural Gas,12845.0
570,AZ,2007,Hydroelectric,2720.0
571,AZ,2006,Coal,5830.0
572,AZ,2006,Solar,9.0
573,AZ,2006,Petroleum,90.0
574,AZ,2006,Nuclear,3872.0
575,AZ,2006,Natural Gas,12864.0
576,AZ,2006,Hydroelectric,2720.0
577,AZ,2005,Solar,9.0
578,AZ,2005,Coal,5430.0
579,AZ,2005,Petroleum,112.0
580,AZ,2005,Hydroelectric,2720.0
581,AZ,2005,Natural Gas,12535.0
582,AZ,2005,Nuclear,3875.0
583,AZ,2004,Coal,5404.0
584,AZ,2004,Hydroelectric,2710.0
585,AZ,2004,Petroleum,112.0
586,AZ,2004,Nuclear,3804.0
587,AZ,2004,Natural Gas,12032.0
588,AZ,2004,Solar,8.0
589,AZ,2003,Solar,6.0
590,AZ,2003,Coal,5404.0
591,AZ,2003,Petroleum,195.0
592,AZ,2003,Hydroelectric,2706.0
593,AZ,2003,Natural Gas,10390.0
594,AZ,2003,Nuclear,3825.0
595,AZ,2002,Solar,1.0
596,AZ,2002,Coal,5404.0
597,AZ,2002,Petroleum,267.0
598,AZ,2002,Nuclear,3733.0
599,AZ,2002,Natural Gas,7117.0
600,AZ,2002,Hydroelectric,2703.0
601,AZ,2001,Solar,1.0
602,AZ,2001,Coal,5404.0
603,AZ,2001,Petroleum,247.0
604,AZ,2001,Hydroelectric,2705.0
605,AZ,2001,Natural Gas,4392.0
606,AZ,2001,Nuclear,3733.0
607,AZ,2000,Coal,5401.0
608,AZ,2000,Hydroelectric,2705.0
609,AZ,2000,Natural Gas,3041.0
610,AZ,2000,Nuclear,3733.0
611,AZ,2000,Petroleum,248.0
612,AZ,2000,Solar,1.0
613,AZ,1999,Natural Gas,3020.0
614,AZ,1999,Nuclear,3733.0
615,AZ,1999,Coal,5376.0
616,AZ,1999,Solar,1.0
617,AZ,1999,Petroleum,245.0
618,AZ,1999,Hydroelectric,2705.0
619,AZ,1998,Hydroelectric,2708.0
620,AZ,1998,Natural Gas,3007.0
621,AZ,1998,Nuclear,3733.0
622,AZ,1998,Coal,5351.0
623,AZ,1998,Petroleum,269.0
624,AZ,1998,Solar,0.0
625,AZ,1997,Coal,5307.0
626,AZ,1997,Solar,0.0
627,AZ,1997,Petroleum,254.0
628,AZ,1997,Nuclear,3778.0
629,AZ,1997,Natural Gas,3090.0
630,AZ,1997,Hydroelectric,2708.0
631,AZ,1996,Coal,5252.0
632,AZ,1996,Petroleum,190.0
633,AZ,1996,Nuclear,3751.0
634,AZ,1996,Natural Gas,3227.0
635,AZ,1996,Hydroelectric,2699.0
636,AZ,1995,Nuclear,3810.0
637,AZ,1995,Petroleum,101.0
638,AZ,1995,Coal,5210.0
639,AZ,1995,Natural Gas,3377.0
640,AZ,1995,Hydroelectric,2699.0
641,AZ,1994,Petroleum,105.0
642,AZ,1994,Coal,5170.0
643,AZ,1994,Nuclear,3810.0
644,AZ,1994,Natural Gas,3308.0
645,AZ,1994,Hydroelectric,2649.0
646,AZ,1993,Coal,5159.0
647,AZ,1993,Petroleum,105.0
648,AZ,1993,Nuclear,3810.0
649,AZ,1993,Natural Gas,3253.0
650,AZ,1993,Hydroelectric,2620.0
651,AZ,1992,Hydroelectric,2622.0
652,AZ,1992,Coal,4976.0
653,AZ,1992,Natural Gas,3436.0
654,AZ,1992,Petroleum,83.0
655,AZ,1992,Nuclear,3810.0
656,AZ,1991,Coal,5121.0
657,AZ,1991,Hydroelectric,2569.0
658,AZ,1991,Natural Gas,3271.0
659,AZ,1991,Nuclear,3810.0
660,AZ,1991,Petroleum,95.0
661,AZ,1990,Coal,5167.0
662,AZ,1990,Hydroelectric,2595.0
663,AZ,1990,Nuclear,3663.0
664,AZ,1990,Natural Gas,3344.0
665,AZ,1990,Petroleum,95.0
666,CA,2021,Coal,57.0
667,CA,2021,Wind,6175.7
668,CA,2021,Geothermal,1849.9
669,CA,2021,Hydroelectric,10267.5
670,CA,2021,Natural Gas,37040.3
671,CA,2021,Nuclear,2240.0
672,CA,2021,Petroleum,419.3
673,CA,2021,Solar,15445.7
674,CA,2020,Coal,57.0
675,CA,2020,Hydroelectric,10267.7
676,CA,2020,Natural Gas,36980.1
677,CA,2020,Nuclear,2240.0
678,CA,2020,Petroleum,420.1
679,CA,2020,Solar,14343.5
680,CA,2020,Wind,5948.7
681,CA,2020,Geothermal,1849.9
682,CA,2018,Solar,11707.8
683,CA,2018,Petroleum,473.2
684,CA,2018,Nuclear,2240.0
685,CA,2018,Natural Gas,37795.1
686,CA,2018,Hydroelectric,10184.3
687,CA,2018,Geothermal,1736.2
688,CA,2018,Coal,57.0
689,CA,2018,Wind,6055.7
690,CA,2017,Solar,10679.7
691,CA,2017,Wind,5857.7
692,CA,2017,Coal,57.0
693,CA,2017,Petroleum,472.7
694,CA,2017,Geothermal,1838.0
695,CA,2017,Hydroelectric,10198.0
696,CA,2017,Natural Gas,39433.9
697,CA,2017,Nuclear,2240.0
698,CA,2016,Coal,57.0
699,CA,2016,Wind,5658.6
700,CA,2016,Solar,9489.2
701,CA,2016,Hydroelectric,10190.4
702,CA,2016,Natural Gas,40904.5
703,CA,2016,Nuclear,2240.0
704,CA,2016,Petroleum,424.1
705,CA,2016,Geothermal,1909.8
706,CA,2015,Nuclear,2240.0
707,CA,2015,Petroleum,424.1
708,CA,2015,Solar,7011.7
709,CA,2015,Natural Gas,41761.2
710,CA,2015,Wind,5726.8
711,CA,2015,Coal,90.0
712,CA,2015,Geothermal,1934.2
713,CA,2015,Hydroelectric,10186.2
714,CA,2014,Solar,5754.5
715,CA,2014,Wind,5815.2
716,CA,2014,Coal,118.6
717,CA,2014,Petroleum,395.5
718,CA,2014,Nuclear,2240.0
719,CA,2014,Natural Gas,42326.7
720,CA,2014,Hydroelectric,10175.1
721,CA,2014,Geothermal,1955.2
722,CA,2013,Solar,3379.1
723,CA,2013,Wind,5600.0
724,CA,2013,Coal,252.8
725,CA,2013,Petroleum,450.1
726,CA,2013,Geothermal,2059.4
727,CA,2013,Hydroelectric,10173.4
728,CA,2013,Natural Gas,44012.6
729,CA,2013,Nuclear,2240.0
730,CA,2012,Coal,350.5
731,CA,2012,Wind,5506.3
732,CA,2012,Solar,1176.9
733,CA,2012,Petroleum,396.9
734,CA,2012,Nuclear,4390.0
735,CA,2012,Natural Gas,41575.7
736,CA,2012,Hydroelectric,10145.7
737,CA,2012,Geothermal,2092.3
738,CA,2011,Coal,411.4
739,CA,2011,Wind,3770.1
740,CA,2011,Solar,618.0
741,CA,2011,Petroleum,516.6
742,CA,2011,Nuclear,4390.0
743,CA,2011,Natural Gas,41274.4
